レース	馬番	馬名	前半3F	向正面	出自
1	1		39.9		推定
1	2		40.3		推定
1	3		40.8		推定
1	4		40.8		推定
1	5		39.9		推定
1	6		39.8		推定
1	7		41.8		推定
1	8		41.6		推定
2	1		39.7		推定
2	2		38.9		推定
2	3		41.1		推定
2	4		38.5		推定
2	5		40.7		推定
2	6		40.7		推定
2	7		39.0		推定
2	8		40.1		推定
3	2		40.0		推定
3	3		40.2		推定
3	4		39.6		推定
3	5		40.8		推定
3	6		39.5		推定
3	7		39.8		推定
3	8		39.5		推定
3	9		39.4		推定
3	10		39.2		推定
4	1		40.3		実測(融合3頭)
4	2		40.3		実測(融合3頭)
4	3		39.5		実測(融合5頭)
4	4		40.3		実測(融合3頭)
4	5		39.5		実測(融合5頭)
4	6		39.5		実測(融合5頭)
4	7		39.1		実測
4	8		40.8		実測
4	9		39.5		実測(融合5頭)
4	10		39.5		実測(融合5頭)
5	1		40.1		実測(融合2頭)
5	2		39.6		実測(融合4頭)
5	3		39.6		実測(融合4頭)
5	4		39.6		実測(融合4頭)
5	5		40.5		実測
5	6		40.1		実測(融合2頭)
5	7		39.1		実測(融合2頭)
5	8		39.6		実測(融合4頭)
5	9		39.1		実測(融合2頭)
6	1		40.0		実測(融合2頭)
6	2		39.8		実測(融合3頭)
6	3		40.0		実測(融合2頭)
6	4		39.6		実測
6	5		39.8		実測(融合3頭)
6	6		39.8		実測(融合3頭)
6	7		40.8		実測
6	8		39.2		実測(融合2頭)
6	9		39.2		実測(融合2頭)
7	1		39.1		実測(融合3頭)
7	2		39.1		実測(融合3頭)
7	3		38.3		実測(融合4頭)
7	4		38.3		実測(融合4頭)
7	5		39.5		実測
7	6		38.3		実測(融合4頭)
7	7		38.3		実測(融合4頭)
7	8		39.1		実測(融合3頭)
8	1		39.3		実測(融合4頭)
8	2		39.7		実測(融合4頭)
8	3		39.7		実測(融合4頭)
8	4		38.8		実測(融合2頭)
8	5		39.3		実測(融合4頭)
8	6		39.3		実測(融合4頭)
8	7		40.3		実測
8	8		39.7		実測(融合4頭)
8	9		39.7		実測(融合4頭)
8	10		38.8		実測(融合2頭)
8	11		39.3		実測(融合4頭)
9	1		38.8		実測(融合3頭)
9	2		38.8		実測(融合3頭)
9	3		38.7		実測(融合2頭)
9	4		39.3		実測(融合3頭)
9	5		39.5		実測
9	6		39.3		実測(融合3頭)
9	7		38.7		実測(融合2頭)
9	8		39.3		実測(融合3頭)
9	9		38.3		実測
9	10		39.7		実測
9	11		38.8		実測(融合3頭)
10	1		38.8		実測(融合3頭)
10	2		38.3		実測(融合2頭)
10	3		40.0		実測
10	4		39.1		実測(融合2頭)
10	5		38.3		実測(融合2頭)
10	6		39.5		実測
10	7		39.1		実測(融合2頭)
10	8		38.8		実測(融合3頭)
10	9		38.8		実測(融合3頭)
11	1		39.5		実測(融合4頭)
11	2		39.5		実測(融合4頭)
11	3		39.5		実測(融合4頭)
11	4		39.9		実測(融合2頭)
11	5		39.2		実測(融合3頭)
11	6		39.2		実測(融合3頭)
11	7		39.2		実測(融合3頭)
11	8		38.7		実測(融合2頭)
11	9		38.7		実測(融合2頭)
11	10		39.5		実測(融合4頭)
11	11		39.9		実測(融合2頭)
12	1		40.2		実測(融合3頭)
12	2		40.5		実測(融合3頭)
12	3		39.8		実測(融合3頭)
12	4		40.2		実測(融合3頭)
12	5		40.9		実測
12	6		39.4		実測(融合2頭)
12	7		40.5		実測(融合3頭)
12	8		39.8		実測(融合3頭)
12	9		40.2		実測(融合3頭)
12	10		40.5		実測(融合3頭)
12	11		39.4		実測(融合2頭)
12	12		39.8		実測(融合3頭)
