レース	馬番	馬名	前半3F	向正面	出自
1	1		39.0		実測
1	2		38.7		実測(融合5頭)
1	3		38.7		実測(融合5頭)
1	4		37.8		実測(融合4頭)
1	5		37.8		実測(融合4頭)
1	6		38.7		実測(融合5頭)
1	7		37.8		実測(融合4頭)
1	8		37.8		実測(融合4頭)
1	9		38.7		実測(融合5頭)
1	10		38.7		実測(融合5頭)
1	11		39.5		実測
2	1		38.4		実測(融合6頭)
2	2		38.4		実測(融合6頭)
2	3		39.5		実測
2	4		38.4		実測(融合6頭)
2	5		37.8		実測(融合2頭)
2	6		38.4		実測(融合6頭)
2	7		38.4		実測(融合6頭)
2	8		38.4		実測(融合6頭)
2	9		37.8		実測(融合2頭)
3	1		39.0		推定
3	2		38.8		推定
3	3		40.3		推定
3	4		39.1		推定
3	5		39.0		推定
3	6		39.4		推定
3	7		40.6		推定
3	8		40.1		推定
3	9		39.5		推定
3	10		39.0		推定
3	11		40.1		推定
4	1		39.8		実測
4	2		39.6		実測(融合3頭)
4	3		39.6		実測(融合3頭)
4	4		38.8		実測(融合3頭)
4	5		38.8		実測(融合3頭)
4	7		38.8		実測(融合3頭)
4	8		39.6		実測(融合3頭)
5	1		40.5		実測
5	2		39.8		実測
5	3		39.4		実測(融合2頭)
5	4		38.2		実測(融合6頭)
5	5		40.3		実測
5	6		38.2		実測(融合6頭)
5	7		38.2		実測(融合6頭)
5	8		38.2		実測(融合6頭)
5	9		38.2		実測(融合6頭)
5	10		39.4		実測(融合2頭)
5	11		38.2		実測(融合6頭)
6	1		40.1		実測(融合2頭)
6	2		40.8		実測
6	3		39.8		実測(融合4頭)
6	4		39.8		実測(融合4頭)
6	6		39.8		実測(融合4頭)
6	7		39.8		実測(融合4頭)
6	8		39.2		実測(融合2頭)
6	9		40.1		実測(融合2頭)
6	10		40.4		実測
6	11		39.2		実測(融合2頭)
7	1		39.5		実測(融合3頭)
7	2		39.0		実測(融合3頭)
7	3		39.5		実測(融合3頭)
7	4		39.5		実測(融合3頭)
7	5		39.8		実測
7	7		38.6		実測(融合2頭)
7	8		38.6		実測(融合2頭)
7	9		39.0		実測(融合3頭)
7	10		39.0		実測(融合3頭)
8	1		38.5		推定
8	2		38.0		推定
8	3		37.0		推定
8	4		38.6		推定
8	5		38.6		推定
8	6		37.6		推定
8	7		38.0		推定
8	8		37.2		推定
9	1		39.6		推定
9	2		38.3		推定
9	3		38.0		推定
9	4		38.1		推定
9	5		39.1		推定
9	7		39.7		推定
9	8		39.4		推定
9	9		37.9		推定
10	1		39.5		推定
10	2		39.2		推定
10	3		39.5		推定
10	4		39.5		推定
10	5		39.4		推定
10	6		39.0		推定
10	7		39.2		推定
10	8		39.4		推定
11	1		39.1		実測(融合2頭)
11	2		39.8		実測(融合3頭)
11	3		39.5		実測(融合2頭)
11	4		39.8		実測(融合3頭)
11	5		40.2		実測(融合2頭)
11	6		39.8		実測(融合3頭)
11	7		39.1		実測(融合2頭)
11	8		39.5		実測(融合2頭)
11	9		40.2		実測(融合2頭)
11	10		40.3		実測
12	1		38.6		実測(融合4頭)
12	2		38.0		実測(融合3頭)
12	3		38.0		実測(融合3頭)
12	4		39.0		実測(融合3頭)
12	5		39.4		実測
12	6		38.6		実測(融合4頭)
12	7		39.0		実測(融合3頭)
12	8		38.6		実測(融合4頭)
12	9		38.0		実測(融合3頭)
12	10		39.0		実測(融合3頭)
12	11		38.6		実測(融合4頭)
12	12		39.6		実測
