レース	馬番	馬名	前半3F	向正面	出自
1	1		38.2		推定
1	2		39.3		推定
1	3		38.7		推定
1	4		38.3		推定
1	5		39.4		推定
1	6		38.4		推定
1	7		39.1		推定
1	8		38.6		推定
1	9		37.5		推定
1	10		37.7		推定
1	11		38.2		推定
1	12		39.7		推定
2	1		40.5		推定
2	2		38.9		推定
2	3		38.0		推定
2	4		39.0		推定
2	5		38.5		推定
2	6		39.1		推定
2	7		40.4		推定
2	8		38.1		推定
2	9		38.8		推定
2	10		38.2		推定
2	11		38.8		推定
3	1		38.6		推定
3	2		38.5		推定
3	3		38.8		推定
3	4		40.5		推定
3	5		41.1		推定
3	6		38.3		推定
3	7		39.1		推定
3	8		39.9		推定
3	9		38.8		推定
3	10		38.3		推定
3	11		38.5		推定
3	12		38.0		推定
4	1		38.6		推定
4	2		38.6		推定
4	3		38.3		推定
4	4		39.6		推定
4	5		38.3		推定
4	6		39.1		推定
4	7		38.7		推定
4	8		38.0		推定
4	9		38.1		推定
4	10		39.4		推定
4	11		39.1		推定
5	1		38.8		実測(融合6頭)
5	2		37.8		実測(融合4頭)
5	3		37.8		実測(融合4頭)
5	4		38.8		実測(融合6頭)
5	5		38.8		実測(融合6頭)
5	6		38.8		実測(融合6頭)
5	7		38.8		実測(融合6頭)
5	8		37.8		実測(融合4頭)
5	9		39.1		実測
5	10		37.8		実測(融合4頭)
5	11		38.8		実測(融合6頭)
5	12		39.4		実測
6	1		37.6		実測(融合3頭)
6	2		39.8		実測
6	3		38.4		実測(融合6頭)
6	4		37.6		実測(融合3頭)
6	5		37.6		実測(融合3頭)
6	6		39.0		実測
6	7		38.4		実測(融合6頭)
6	8		38.4		実測(融合6頭)
6	9		38.4		実測(融合6頭)
6	10		38.4		実測(融合6頭)
6	11		38.4		実測(融合6頭)
7	1		38.4		実測(融合6頭)
7	2		38.4		実測(融合6頭)
7	3		38.4		実測(融合6頭)
7	4		39.5		実測
7	5		40.8		実測
7	6		40.0		実測
7	7		38.4		実測(融合6頭)
7	8		38.0		実測
7	9		38.4		実測(融合6頭)
7	10		38.4		実測(融合6頭)
8	1		38.9		実測(融合4頭)
8	2		39.3		実測(融合3頭)
8	3		39.5		実測
8	4		38.4		実測(融合3頭)
8	5		38.9		実測(融合4頭)
8	6		38.1		実測
8	7		39.3		実測(融合3頭)
8	8		38.4		実測(融合3頭)
8	9		39.3		実測(融合3頭)
8	10		38.9		実測(融合4頭)
8	11		38.4		実測(融合3頭)
8	12		38.9		実測(融合4頭)
9	1		38.9		実測(融合4頭)
9	2		38.7		実測
9	3		38.9		実測(融合4頭)
9	4		38.9		実測(融合4頭)
9	5		38.9		実測(融合4頭)
9	6		38.5		実測(融合2頭)
9	7		38.5		実測(融合2頭)
9	8		39.8		実測
9	9		38.1		実測
9	10		38.5		実測
10	1		40.0		実測(融合4頭)
10	2		40.0		実測(融合4頭)
10	3		42.2		実測
10	4		40.0		実測(融合4頭)
10	5		39.4		実測(融合2頭)
10	6		39.4		実測(融合2頭)
10	7		41.0		実測
10	8		40.0		実測(融合4頭)
11	1		38.4		実測(融合2頭)
11	2		37.6		実測(融合2頭)
11	3		38.1		実測(融合3頭)
11	4		38.1		実測(融合3頭)
11	5		37.6		実測(融合2頭)
11	6		38.1		実測(融合3頭)
11	7		38.4		実測(融合2頭)
11	8		39.1		実測
12	1		40.6		実測
12	2		38.2		実測(融合3頭)
12	3		38.9		実測(融合6頭)
12	4		38.2		実測(融合3頭)
12	5		38.9		実測(融合6頭)
12	6		38.9		実測(融合6頭)
12	7		40.4		実測
12	8		39.9		実測
12	9		38.9		実測(融合6頭)
12	10		38.9		実測(融合6頭)
12	11		38.2		実測(融合3頭)
12	12		38.9		実測(融合6頭)
