レース	馬番	馬名	前半3F	向正面	出自
1	1		43.0		推定
1	2		43.5		推定
1	3		42.0		推定
1	4		43.8		推定
1	5		41.5		推定
1	6		42.2		推定
1	7		43.4		推定
1	8		42.1		推定
1	9		43.1		推定
1	10		41.6		推定
2	1		39.3		実測(融合6頭)
2	2		39.3		実測(融合6頭)
2	3		39.3		実測(融合6頭)
2	4		41.0		実測
2	5		41.3		実測
2	6		38.8		実測(融合2頭)
2	7		40.6		実測
2	8		39.3		実測(融合6頭)
2	9		40.4		実測
2	10		39.3		実測(融合6頭)
2	11		39.3		実測(融合6頭)
2	12		38.8		実測(融合2頭)
3	1		41.3		推定
3	2		40.1		推定
3	3		41.0		推定
3	4		41.7		推定
3	5		41.2		推定
3	6		42.2		推定
3	7		42.0		推定
3	8		40.5		推定
3	9		40.7		推定
3	10		40.7		推定
4	1		41.4		実測(融合4頭)
4	3		41.4		実測(融合4頭)
4	4		40.6		実測(融合3頭)
4	5		40.6		実測(融合3頭)
4	6		41.6		実測
4	7		41.4		実測(融合4頭)
4	8		41.4		実測(融合4頭)
4	9		40.6		実測(融合3頭)
5	1		39.7		実測(融合3頭)
5	2		39.2		実測(融合2頭)
5	3		40.0		実測(融合4頭)
5	4		40.0		実測(融合4頭)
5	5		40.9		実測
5	6		40.4		実測
5	7		40.0		実測(融合4頭)
5	8		39.7		実測(融合3頭)
5	9		39.7		実測(融合3頭)
5	10		40.0		実測(融合4頭)
5	11		39.2		実測(融合2頭)
6	1		39.3		実測(融合3頭)
6	2		39.1		実測
6	3		39.3		実測(融合3頭)
6	4		40.4		実測
6	5		39.3		実測(融合3頭)
6	6		40.5		実測
6	7		39.9		実測
6	8		38.8		実測
7	1		40.5		実測
7	2		39.4		実測(融合3頭)
7	3		39.4		実測(融合3頭)
7	4		40.6		実測
7	5		38.9		実測(融合2頭)
7	6		38.9		実測(融合2頭)
7	7		39.4		実測(融合3頭)
7	8		39.7		実測(融合2頭)
7	9		39.7		実測(融合2頭)
8	1		40.3		実測(融合3頭)
8	2		39.3		実測(融合2頭)
8	3		39.8		実測(融合4頭)
8	4		39.8		実測(融合4頭)
8	5		40.3		実測(融合3頭)
8	6		40.3		実測(融合3頭)
8	7		40.7		実測
8	8		41.3		実測
8	9		39.8		実測(融合4頭)
8	10		39.3		実測(融合2頭)
8	11		39.8		実測(融合4頭)
9	1		41.0		実測
9	2		39.5		実測(融合3頭)
9	3		40.8		実測
9	4		40.2		実測(融合4頭)
9	5		40.2		実測(融合4頭)
9	6		39.5		実測(融合3頭)
9	7		40.2		実測(融合4頭)
9	8		40.2		実測(融合4頭)
9	9		39.5		実測(融合3頭)
10	1		40.4		推定
10	2		39.6		推定
10	3		40.6		推定
10	4		40.0		推定
10	5		40.1		推定
10	6		38.3		推定
10	7		39.2		推定
10	8		39.4		推定
10	9		38.9		推定
10	10		40.0		推定
10	11		39.4		推定
10	12		39.7		推定
