レース	馬番	馬名	前半3F	向正面	出自
1	1		40.7		実測(融合5頭)
1	2		41.1		実測
1	3		40.7		実測(融合5頭)
1	4		41.3		実測
1	5		39.9		実測(融合3頭)
1	6		40.7		実測(融合5頭)
1	7		39.9		実測(融合3頭)
1	8		40.7		実測(融合5頭)
1	9		40.7		実測(融合5頭)
1	10		39.9		実測(融合3頭)
2	2		37.4		実測(融合2頭)
2	3		37.4		実測(融合2頭)
2	4		38.0		実測(融合4頭)
2	5		38.0		実測(融合4頭)
2	6		38.0		実測(融合4頭)
2	7		38.5		実測
2	8		38.3		実測
2	9		38.0		実測(融合4頭)
3	1		37.8		実測(融合4頭)
3	2		38.3		実測(融合6頭)
3	3		38.3		実測(融合6頭)
3	4		38.3		実測(融合6頭)
3	5		38.3		実測(融合6頭)
3	6		40.4		実測
3	7		38.3		実測(融合6頭)
3	8		38.3		実測(融合6頭)
3	9		37.8		実測(融合4頭)
3	10		37.4		実測
3	11		37.8		実測(融合4頭)
3	12		37.8		実測(融合4頭)
4	1		39.8		実測(融合2頭)
4	2		38.5		実測
4	3		38.0		実測
4	4		40.2		実測
4	5		38.8		実測(融合3頭)
4	6		38.6		実測(融合2頭)
4	7		39.8		実測(融合2頭)
4	8		38.3		実測
4	9		38.6		実測(融合2頭)
4	10		38.8		実測(融合3頭)
4	11		38.8		実測(融合3頭)
5	1		37.8		実測
5	2		37.5		実測
5	3		39.7		実測(融合5頭)
5	4		39.7		実測(融合5頭)
5	5		39.7		実測(融合5頭)
5	6		36.8		実測
5	7		39.7		実測(融合5頭)
5	8		39.7		実測(融合5頭)
6	1		38.4		推定
6	2		38.4		推定
6	3		40.0		推定
6	4		38.5		推定
6	5		38.2		推定
6	6		38.0		推定
6	8		39.0		推定
6	9		38.8		推定
6	10		38.3		推定
6	11		37.8		推定
7	1		38.2		実測(融合2頭)
7	2		38.9		実測(融合3頭)
7	3		38.9		実測(融合3頭)
7	4		38.6		実測(融合2頭)
7	5		38.6		実測(融合2頭)
7	6		38.9		実測(融合3頭)
7	7		38.2		実測(融合2頭)
7	8		39.2		実測
8	1		37.4		実測(融合2頭)
8	2		38.0		実測(融合4頭)
8	3		38.0		実測(融合4頭)
8	4		38.5		実測
8	5		39.4		実測
8	6		38.3		実測(融合2頭)
8	7		38.3		実測(融合2頭)
8	8		38.0		実測(融合4頭)
8	9		38.0		実測(融合4頭)
8	10		37.4		実測(融合2頭)
9	1		38.6		推定
9	2		40.6		推定
9	3		38.3		推定
9	4		38.8		推定
9	5		39.3		推定
9	6		39.4		推定
9	7		38.8		推定
9	8		39.3		推定
9	9		38.3		推定
9	10		42.2		推定
10	1		37.5		推定
10	2		38.5		推定
10	3		37.2		推定
10	4		37.7		推定
10	5		37.1		推定
10	6		37.5		推定
10	7		38.3		推定
10	8		36.9		推定
11	1		39.5		実測(融合3頭)
11	2		39.5		実測(融合3頭)
11	3		38.7		実測(融合2頭)
11	4		39.4		実測(融合2頭)
11	5		40.0		実測(融合2頭)
11	6		39.5		実測(融合3頭)
11	7		39.2		実測(融合2頭)
11	8		39.4		実測(融合2頭)
11	9		38.7		実測(融合2頭)
11	10		40.0		実測(融合2頭)
11	11		39.2		実測(融合2頭)
11	12		41.1		実測
