レース	馬番	馬名	前半3F	向正面	出自
1	1		39.2		実測(融合3頭)
1	2		42.0		実測
1	3		40.6		実測
1	4		42.4		実測
1	5		39.8		実測(融合4頭)
1	6		39.8		実測(融合4頭)
1	7		39.2		実測(融合3頭)
1	8		39.8		実測(融合4頭)
1	9		41.6		実測
1	10		39.2		実測(融合3頭)
1	11		39.8		実測(融合4頭)
2	1		41.4		実測
2	2		39.4		実測(融合5頭)
2	3		39.4		実測(融合5頭)
2	4		41.2		実測
2	5		40.6		実測(融合2頭)
2	6		41.7		実測
2	7		39.4		実測(融合5頭)
2	8		40.6		実測(融合2頭)
2	9		39.4		実測(融合5頭)
2	10		39.4		実測(融合5頭)
3	1		39.8		実測(融合2頭)
3	2		39.0		実測(融合3頭)
3	3		40.1		実測(融合2頭)
3	4		41.5		実測
3	6		40.1		実測(融合2頭)
3	7		39.8		実測(融合2頭)
3	8		39.0		実測(融合3頭)
3	9		39.0		実測(融合3頭)
4	1		40.7		実測(融合2頭)
4	2		40.9		実測(融合2頭)
4	3		40.5		実測(融合2頭)
4	4		41.1		実測
4	5		40.0		実測(融合2頭)
4	6		40.7		実測(融合2頭)
4	7		40.0		実測(融合2頭)
4	8		40.9		実測(融合2頭)
4	9		40.5		実測(融合2頭)
5	1		38.0		推定
5	2		39.0		推定
5	3		38.5		推定
5	4		38.1		推定
5	5		38.2		推定
5	6		38.9		推定
5	7		38.5		推定
5	8		39.2		推定
5	9		39.0		推定
5	10		39.4		推定
5	11		38.2		推定
6	1		40.2		推定
6	2		40.0		推定
6	3		40.1		推定
6	4		40.5		推定
6	5		39.3		推定
6	6		39.7		推定
6	7		40.8		推定
6	8		39.9		推定
6	9		40.5		推定
6	11		40.6		推定
6	12		39.6		推定
7	1		39.0		推定
7	2		40.0		推定
7	3		40.0		推定
7	4		39.9		推定
7	5		40.1		推定
7	6		37.2		推定
7	7		38.0		推定
7	8		39.5		推定
7	9		39.0		推定
7	10		40.1		推定
7	11		37.5		推定
7	12		39.6		推定
8	1		39.4		推定
8	2		39.4		推定
8	3		38.4		推定
8	4		38.7		推定
8	5		38.7		推定
8	6		38.5		推定
8	7		38.2		推定
8	8		38.4		推定
9	1		41.0		推定
9	2		38.1		推定
9	3		37.1		推定
9	4		38.6		推定
9	5		40.4		推定
9	6		40.0		推定
9	7		38.8		推定
9	8		39.8		推定
9	9		40.0		推定
9	10		39.0		推定
9	11		39.0		推定
9	12		41.0		推定
