レース	馬番	馬名	前半3F	向正面	出自
1	1		40.4		推定
1	2		38.8		推定
1	3		44.5		推定
1	4		41.1		推定
1	5		39.9		推定
1	6		42.9		推定
1	7		39.0		推定
1	8		42.0		推定
1	9		39.6		推定
1	10		42.1		推定
2	1		41.4		推定
2	2		40.2		推定
2	3		39.5		推定
2	4		38.5		推定
2	5		39.9		推定
2	6		38.2		推定
2	7		39.0		推定
2	8		38.9		推定
2	9		41.2		推定
2	10		38.6		推定
2	11		40.5		推定
2	12		40.9		推定
3	1		41.0		実測(融合2頭)
3	2		39.8		実測(融合3頭)
3	3		40.5		実測(融合3頭)
3	4		40.5		実測(融合3頭)
3	5		40.7		実測(融合3頭)
3	6		39.8		実測(融合3頭)
3	7		41.4		実測
3	8		40.7		実測(融合3頭)
3	9		40.5		実測(融合3頭)
3	10		39.8		実測(融合3頭)
3	11		40.7		実測(融合3頭)
3	12		41.0		実測(融合2頭)
4	1		38.6		実測(融合5頭)
4	2		38.2		実測(融合2頭)
4	3		40.1		実測
4	4		38.6		実測(融合5頭)
4	5		38.2		実測(融合2頭)
4	6		38.6		実測(融合5頭)
4	7		39.5		実測(融合2頭)
4	8		38.6		実測(融合5頭)
4	9		39.7		実測
4	10		38.6		実測(融合5頭)
4	12		39.5		実測(融合2頭)
5	1		40.0		実測(融合4頭)
5	3		40.4		実測(融合3頭)
5	4		40.7		実測
5	5		39.5		実測(融合2頭)
5	6		40.4		実測(融合3頭)
5	7		40.4		実測(融合3頭)
5	8		40.0		実測(融合4頭)
5	9		39.5		実測(融合2頭)
5	10		41.0		実測
5	11		40.0		実測(融合4頭)
5	12		40.0		実測(融合4頭)
6	1		39.9		実測(融合5頭)
6	2		39.5		実測(融合2頭)
6	3		39.4		実測(融合2頭)
6	4		39.9		実測(融合5頭)
6	5		39.9		実測(融合5頭)
6	6		38.9		実測(融合2頭)
6	7		39.9		実測(融合5頭)
6	8		41.1		実測
6	9		38.9		実測(融合2頭)
6	10		39.9		実測(融合5頭)
6	11		39.5		実測(融合2頭)
6	12		39.4		実測(融合2頭)
7	1		40.5		実測(融合5頭)
7	2		39.7		実測(融合3頭)
7	3		40.9		実測(融合3頭)
7	4		40.9		実測(融合3頭)
7	5		40.5		実測(融合5頭)
7	6		40.5		実測(融合5頭)
7	7		39.7		実測(融合3頭)
7	8		42.2		実測
7	9		39.7		実測(融合3頭)
7	10		40.9		実測(融合3頭)
7	11		40.5		実測(融合5頭)
7	12		40.5		実測(融合5頭)
8	1		39.4		実測(融合2頭)
8	2		38.9		実測(融合6頭)
8	3		38.9		実測(融合6頭)
8	4		38.9		実測(融合6頭)
8	5		38.1		実測(融合3頭)
8	6		38.1		実測(融合3頭)
8	7		40.0		実測
8	8		38.9		実測(融合6頭)
8	9		38.9		実測(融合6頭)
8	10		38.1		実測(融合3頭)
8	11		39.4		実測(融合2頭)
8	12		38.9		実測(融合6頭)
9	1		40.8		推定
9	2		40.3		推定
9	3		41.5		推定
9	4		40.4		推定
9	5		40.7		推定
9	6		40.9		推定
9	7		40.2		推定
9	8		40.9		推定
9	9		41.1		推定
9	10		40.0		推定
9	11		40.9		推定
9	12		40.9		推定
10	1		38.7		実測(融合3頭)
10	2		38.2		実測(融合2頭)
10	3		39.0		実測(融合3頭)
10	4		39.6		実測
10	5		39.0		実測(融合3頭)
10	6		38.2		実測(融合2頭)
10	7		39.3		実測
10	8		38.7		実測(融合3頭)
10	9		38.7		実測(融合3頭)
10	10		39.0		実測(融合3頭)
11	1		40.6		推定
11	2		39.3		推定
11	3		39.9		推定
11	4		39.7		推定
11	5		39.5		推定
11	6		40.0		推定
11	7		39.6		推定
11	8		39.4		推定
11	9		41.2		推定
11	10		39.2		推定
11	11		39.1		推定
11	12		39.1		推定
