レース	馬番	馬名	前半3F	向正面	出自
1	1		43.1		推定
1	3		42.5		推定
1	4		42.0		推定
1	5		43.2		推定
1	6		42.1		推定
1	7		41.8		推定
1	8		41.9		推定
1	9		42.0		推定
1	10		42.5		推定
1	11		42.1		推定
2	1		41.8		推定
2	2		41.0		推定
2	3		41.5		推定
2	4		41.0		推定
2	5		40.1		推定
2	6		40.0		推定
2	7		40.4		推定
2	8		40.8		推定
2	9		40.0		推定
2	10		40.4		推定
3	1		40.2		推定
3	2		42.0		推定
3	3		40.4		推定
3	4		39.9		推定
3	5		41.4		推定
3	6		40.5		推定
3	7		41.9		推定
3	8		40.0		推定
3	9		40.1		推定
4	1		42.0		推定
4	2		41.2		推定
4	3		41.5		推定
4	4		40.5		推定
4	5		40.5		推定
4	6		40.6		推定
4	7		40.8		推定
4	8		40.0		推定
4	9		39.9		推定
4	10		40.6		推定
5	1		40.4		実測(融合4頭)
5	2		40.4		実測(融合4頭)
5	3		41.2		実測
5	4		41.7		実測
5	5		40.4		実測(融合4頭)
5	6		41.8		実測
5	7		40.4		実測(融合4頭)
6	1		40.0		推定
6	2		40.4		推定
6	3		39.4		推定
6	4		41.2		推定
6	5		41.2		推定
6	6		40.9		推定
6	7		39.2		推定
6	8		39.6		推定
6	9		40.8		推定
6	10		40.3		推定
6	11		39.4		推定
6	12		39.1		推定
7	1		39.7		実測(融合3頭)
7	2		40.2		実測(融合2頭)
7	3		40.4		実測
7	4		40.2		実測(融合2頭)
7	5		39.7		実測(融合3頭)
7	6		39.5		実測(融合2頭)
7	7		39.2		実測
7	8		39.5		実測(融合2頭)
7	9		39.7		実測(融合3頭)
8	1		40.9		実測
8	2		38.5		実測(融合8頭)
8	3		38.5		実測(融合8頭)
8	4		38.5		実測(融合8頭)
8	5		38.5		実測(融合8頭)
8	6		38.5		実測(融合8頭)
8	7		38.5		実測(融合8頭)
8	8		38.5		実測(融合8頭)
8	9		38.5		実測(融合8頭)
9	1		39.5		実測(融合2頭)
9	2		39.8		実測(融合4頭)
9	3		39.8		実測(融合4頭)
9	4		40.6		実測
9	5		39.2		実測
9	6		39.8		実測(融合4頭)
9	7		40.5		実測
9	8		39.5		実測(融合2頭)
9	9		41.0		実測
9	10		41.4		実測
9	11		39.8		実測(融合4頭)
10	1		40.6		実測
10	2		41.0		実測
10	3		41.3		実測
10	4		39.9		実測(融合2頭)
10	5		41.9		実測
10	6		40.8		実測
10	7		39.9		実測(融合2頭)
11	1		40.5		推定
11	2		41.4		推定
11	3		40.1		推定
11	4		39.7		推定
11	5		40.7		推定
11	6		40.7		推定
11	7		40.1		推定
11	8		40.0		推定
11	10		40.5		推定
11	11		39.8		推定
11	12		40.8		推定
