レース	馬番	馬名	前半3F	向正面	出自
1	2		39.2		実測(融合5頭)
1	3		39.2		実測(融合5頭)
1	4		39.2		実測(融合5頭)
1	5		38.6		実測(融合2頭)
1	6		41.4		実測
1	7		38.6		実測(融合2頭)
1	8		40.7		実測
1	9		40.2		実測
1	10		41.6		実測
1	11		39.2		実測(融合5頭)
1	12		39.2		実測(融合5頭)
2	1		39.0		実測(融合2頭)
2	2		38.9		実測(融合2頭)
2	3		39.9		実測
2	4		38.4		実測(融合2頭)
2	5		39.4		実測
2	6		38.4		実測(融合2頭)
2	7		39.0		実測(融合2頭)
2	8		39.3		実測
2	9		38.9		実測(融合2頭)
3	1		39.0		実測(融合4頭)
3	2		40.3		実測
3	3		39.5		実測(融合4頭)
3	4		39.5		実測(融合4頭)
3	5		39.0		実測(融合4頭)
3	6		39.8		実測
3	7		39.5		実測(融合4頭)
3	8		38.5		実測
3	9		38.8		実測
3	10		39.0		実測(融合4頭)
3	11		39.0		実測(融合4頭)
3	12		39.5		実測(融合4頭)
4	1		39.1		実測(融合3頭)
4	2		38.1		実測(融合5頭)
4	3		39.1		実測(融合3頭)
4	4		39.5		実測(融合2頭)
4	5		38.1		実測(融合5頭)
4	6		38.1		実測(融合5頭)
4	7		40.4		実測
4	8		38.1		実測(融合5頭)
4	9		39.5		実測(融合2頭)
4	10		39.1		実測(融合3頭)
4	11		38.1		実測(融合5頭)
5	1		39.8		実測(融合5頭)
5	2		39.8		実測(融合5頭)
5	3		40.5		実測
5	4		38.9		実測(融合4頭)
5	5		39.8		実測(融合5頭)
5	6		38.9		実測(融合4頭)
5	7		39.8		実測(融合5頭)
5	8		38.9		実測(融合4頭)
5	9		40.9		実測
5	10		39.8		実測(融合5頭)
5	11		38.9		実測(融合4頭)
6	1		39.5		推定
6	2		39.8		推定
6	3		38.9		推定
6	4		40.2		推定
6	5		39.2		推定
6	6		39.4		推定
6	7		38.9		推定
6	8		40.7		推定
6	9		40.1		推定
6	10		40.0		推定
6	11		40.7		推定
7	1		38.4		実測(融合5頭)
7	2		37.1		実測(融合6頭)
7	3		38.4		実測(融合5頭)
7	4		37.1		実測(融合6頭)
7	5		38.4		実測(融合5頭)
7	6		38.4		実測(融合5頭)
7	7		37.1		実測(融合6頭)
7	8		38.6		実測
7	9		37.1		実測(融合6頭)
7	10		38.4		実測(融合5頭)
7	11		37.1		実測(融合6頭)
7	12		37.1		実測(融合6頭)
8	1		38.8		推定
8	3		40.9		推定
8	4		38.4		推定
8	5		38.2		推定
8	6		38.0		推定
8	7		38.9		推定
8	8		38.9		推定
8	9		39.5		推定
8	10		40.4		推定
8	11		39.2		推定
9	1		39.6		実測(融合4頭)
9	2		39.1		実測
9	3		39.6		実測(融合4頭)
9	4		38.5		実測
9	5		41.4		実測(融合3頭)
9	6		41.4		実測(融合3頭)
9	7		39.6		実測(融合4頭)
9	8		41.4		実測(融合3頭)
9	9		39.6		実測(融合4頭)
10	1		38.5		実測(融合2頭)
10	2		40.7		実測
10	3		40.8		実測
10	4		40.1		実測(融合3頭)
10	5		40.1		実測(融合3頭)
10	6		37.8		実測
10	7		38.8		実測
10	8		38.5		実測(融合2頭)
10	9		40.1		実測(融合3頭)
11	1		38.9		実測(融合6頭)
11	2		38.9		実測(融合6頭)
11	3		37.9		実測(融合4頭)
11	4		38.9		実測(融合6頭)
11	5		38.9		実測(融合6頭)
11	6		38.9		実測(融合6頭)
11	7		37.9		実測(融合4頭)
11	8		40.2		実測
11	9		40.0		実測
11	10		38.9		実測(融合6頭)
11	11		37.9		実測(融合4頭)
11	12		37.9		実測(融合4頭)
