レース	馬番	馬名	前半3F	向正面	出自
1	1		38.8		推定
1	2		39.6		推定
1	3		39.8		推定
1	4		41.0		推定
1	5		41.9		推定
1	6		39.5		推定
1	7		39.8		推定
1	8		38.5		推定
1	9		39.1		推定
1	10		38.4		推定
1	12		40.5		推定
2	1		40.5		推定
2	2		39.8		推定
2	3		39.8		推定
2	4		40.0		推定
2	5		39.6		推定
2	6		39.2		推定
2	7		39.5		推定
2	8		39.5		推定
2	9		39.4		推定
3	1		40.1		実測(融合4頭)
3	2		39.5		実測(融合3頭)
3	3		40.1		実測(融合4頭)
3	4		40.1		実測(融合4頭)
3	5		40.5		実測(融合2頭)
3	7		40.5		実測(融合2頭)
3	8		41.0		実測
3	9		39.5		実測(融合3頭)
3	10		40.1		実測(融合4頭)
3	11		39.5		実測(融合3頭)
4	1		39.3		実測(融合3頭)
4	2		39.7		実測(融合3頭)
4	3		39.3		実測(融合3頭)
4	4		38.8		実測(融合2頭)
4	5		39.7		実測(融合3頭)
4	7		40.5		実測
4	8		39.7		実測(融合3頭)
4	9		39.3		実測(融合3頭)
4	10		38.8		実測(融合2頭)
5	1		39.6		実測
5	2		40.6		実測
5	3		41.2		実測(融合2頭)
5	4		39.2		実測(融合2頭)
5	5		40.3		実測(融合2頭)
5	6		40.0		実測(融合2頭)
5	7		39.5		実測
5	8		41.2		実測(融合2頭)
5	9		39.2		実測(融合2頭)
5	10		40.3		実測(融合2頭)
5	11		40.0		実測(融合2頭)
6	1		38.6		実測(融合4頭)
6	2		38.6		実測(融合4頭)
6	3		40.1		実測
6	4		37.4		実測(融合2頭)
6	5		38.6		実測(融合4頭)
6	6		38.6		実測(融合4頭)
6	7		37.9		実測(融合2頭)
6	8		38.0		実測
6	9		37.4		実測(融合2頭)
6	10		37.9		実測(融合2頭)
7	1		40.0		実測(融合3頭)
7	2		39.6		実測(融合2頭)
7	3		41.5		実測
7	4		40.4		実測(融合2頭)
7	5		40.0		実測(融合3頭)
7	6		41.1		実測
7	7		39.6		実測(融合2頭)
7	8		40.4		実測(融合2頭)
7	9		40.0		実測(融合3頭)
8	1		39.1		実測
8	2		39.5		実測(融合4頭)
8	3		39.5		実測(融合4頭)
8	5		40.0		実測(融合2頭)
8	6		40.0		実測(融合2頭)
8	7		39.5		実測(融合4頭)
8	8		39.5		実測(融合4頭)
8	9		40.8		実測
9	1		39.1		実測(融合2頭)
9	2		40.0		実測
9	3		39.1		実測(融合2頭)
9	4		38.7		実測
9	5		39.8		実測(融合2頭)
9	6		39.8		実測(融合2頭)
10	1		41.4		実測(融合3頭)
10	3		40.4		実測(融合2頭)
10	4		40.4		実測(融合2頭)
10	5		41.0		実測(融合2頭)
10	6		41.5		実測
10	7		41.4		実測(融合3頭)
10	8		41.0		実測(融合2頭)
10	9		40.9		実測(融合2頭)
10	10		41.4		実測(融合3頭)
10	11		40.9		実測(融合2頭)
