レース	馬番	馬名	前半3F	向正面	出自
1	1		42.8		推定
1	2		40.5		推定
1	3		40.0		推定
1	4		42.0		推定
1	5		41.9		推定
1	6		40.2		推定
1	7		40.0		推定
1	8		41.9		推定
1	9		39.8		推定
1	10		40.4		推定
1	11		39.6		推定
2	1		39.5		実測(融合3頭)
2	2		39.1		実測
2	3		39.9		実測(融合3頭)
2	4		39.5		実測(融合3頭)
2	5		40.1		実測
2	6		39.9		実測(融合3頭)
2	7		39.9		実測(融合3頭)
2	8		39.5		実測(融合3頭)
3	1		40.5		実測
3	2		41.1		実測
3	3		39.9		実測
3	4		38.3		実測(融合2頭)
3	5		41.6		実測
3	6		38.8		実測(融合2頭)
3	7		38.8		実測(融合2頭)
3	8		38.3		実測(融合2頭)
4	1		38.7		実測(融合5頭)
4	2		38.7		実測(融合5頭)
4	3		40.5		実測
4	4		38.7		実測(融合5頭)
4	5		40.3		実測
4	6		39.9		実測
4	7		38.7		実測(融合5頭)
4	8		38.7		実測(融合5頭)
4	9		41.0		実測
5	1		39.1		実測(融合3頭)
5	2		39.5		実測(融合3頭)
5	3		38.7		実測
5	4		40.0		実測
5	5		40.0		実測
5	6		39.5		実測(融合3頭)
5	7		39.1		実測(融合3頭)
5	8		39.1		実測(融合3頭)
5	9		39.5		実測(融合3頭)
6	1		40.5		実測(融合4頭)
6	2		39.7		実測(融合3頭)
6	3		40.9		実測
6	4		40.5		実測(融合4頭)
6	5		40.5		実測(融合4頭)
6	6		41.3		実測
6	7		39.7		実測(融合3頭)
6	8		39.7		実測(融合3頭)
6	9		40.5		実測(融合4頭)
7	1		40.3		実測(融合2頭)
7	2		39.3		実測(融合2頭)
7	3		40.0		実測(融合3頭)
7	4		40.6		実測
7	5		39.8		実測(融合2頭)
7	6		40.3		実測(融合2頭)
7	7		40.0		実測(融合3頭)
7	8		39.8		実測(融合2頭)
7	9		40.0		実測(融合3頭)
7	10		39.3		実測(融合2頭)
8	1		38.9		実測
8	2		39.3		実測
8	3		40.2		実測(融合2頭)
8	4		39.8		実測
8	5		39.5		実測(融合2頭)
8	6		39.2		実測
8	7		40.2		実測(融合2頭)
8	8		39.5		実測(融合2頭)
9	1		39.8		実測(融合3頭)
9	2		39.6		実測(融合2頭)
9	3		39.6		実測(融合2頭)
9	4		39.8		実測(融合3頭)
9	5		39.1		実測(融合2頭)
9	6		39.1		実測(融合2頭)
9	7		39.8		実測(融合3頭)
9	8		40.2		実測(融合4頭)
9	9		40.2		実測(融合4頭)
9	10		40.2		実測(融合4頭)
9	11		40.5		実測
9	12		40.2		実測(融合4頭)
