レース	馬番	馬名	前半3F	向正面	出自
1	1		41.1		実測
1	2		39.8		実測(融合2頭)
1	3		40.3		実測(融合3頭)
1	4		40.3		実測(融合3頭)
1	5		41.9		実測
1	6		39.8		実測(融合2頭)
1	7		40.3		実測(融合3頭)
1	9		40.9		実測
2	1		39.4		実測(融合4頭)
2	2		38.3		実測(融合5頭)
2	3		39.8		実測
2	4		39.4		実測(融合4頭)
2	5		38.3		実測(融合5頭)
2	6		38.3		実測(融合5頭)
2	7		38.3		実測(融合5頭)
2	8		39.4		実測(融合4頭)
2	9		38.3		実測(融合5頭)
2	10		39.4		実測(融合4頭)
5	1		40.4		推定
5	2		40.2		推定
5	3		40.6		推定
5	4		39.8		推定
5	5		39.4		推定
5	6		40.6		推定
5	7		40.7		推定
5	8		39.5		推定
5	9		40.5		推定
5	10		40.5		推定
5	11		40.7		推定
5	12		40.0		推定
6	1		39.8		推定
6	2		38.6		推定
6	3		38.0		推定
6	4		38.2		推定
6	5		39.0		推定
6	6		39.4		推定
6	7		38.6		推定
6	8		40.6		推定
6	9		38.0		推定
6	10		39.9		推定
7	1		39.2		推定
7	2		40.5		推定
7	3		42.0		推定
7	4		39.2		推定
7	5		41.0		推定
7	6		40.6		推定
7	7		40.2		推定
7	8		41.0		推定
7	9		40.2		推定
10	1		41.0		実測
10	2		39.1		実測(融合2頭)
10	3		40.5		実測
10	4		40.0		実測(融合3頭)
10	5		40.0		実測(融合3頭)
10	6		39.8		実測(融合2頭)
10	7		40.0		実測(融合3頭)
10	8		39.1		実測(融合2頭)
10	9		39.8		実測(融合2頭)
10	10		41.2		実測
10	11		39.5		実測(融合2頭)
10	12		39.5		実測(融合2頭)
