レース	馬番	馬名	前半3F	向正面	出自
1	1		39.8		推定
1	2		39.2		推定
1	3		40.9		推定
1	4		38.8		推定
1	5		43.0		推定
1	6		39.0		推定
1	7		38.4		推定
1	8		39.0		推定
1	9		40.0		推定
1	10		38.5		推定
1	11		42.4		推定
2	1		39.7		推定
2	2		39.3		推定
2	3		39.9		推定
2	4		39.4		推定
2	5		39.2		推定
2	6		40.0		推定
2	7		40.3		推定
2	8		39.9		推定
2	9		39.1		推定
2	10		39.9		推定
2	11		39.1		推定
3	1		40.4		推定
3	2		39.5		推定
3	3		39.0		推定
3	4		40.0		推定
3	5		40.5		推定
3	6		40.0		推定
3	7		38.8		推定
3	8		39.5		推定
3	9		40.0		推定
3	10		38.6		推定
3	11		38.6		推定
4	1		38.9		推定
4	2		38.2		推定
4	3		38.1		推定
4	4		38.2		推定
4	5		38.9		推定
4	6		38.0		推定
4	7		37.5		推定
4	8		38.5		推定
5	1		38.4		実測(融合4頭)
5	2		37.6		実測(融合2頭)
5	3		37.6		実測(融合2頭)
5	4		38.1		実測(融合3頭)
5	5		38.4		実測(融合4頭)
5	6		38.4		実測(融合4頭)
5	7		38.4		実測(融合4頭)
5	8		38.1		実測(融合3頭)
5	10		39.1		実測
6	2		39.3		推定
6	3		38.5		推定
6	5		38.9		推定
6	6		40.3		推定
6	7		38.6		推定
6	8		38.9		推定
6	9		39.2		推定
7	1		37.7		実測(融合4頭)
7	2		37.7		実測(融合4頭)
7	3		37.7		実測(融合4頭)
7	4		38.7		実測(融合5頭)
7	5		39.3		実測
7	6		37.7		実測(融合4頭)
7	7		38.7		実測(融合5頭)
7	8		38.7		実測(融合5頭)
7	9		38.7		実測(融合5頭)
7	10		38.7		実測(融合5頭)
8	1		38.2		実測(融合3頭)
8	2		39.3		実測(融合2頭)
8	3		38.9		実測(融合4頭)
8	4		38.9		実測(融合4頭)
8	5		38.9		実測(融合4頭)
8	6		38.9		実測(融合4頭)
8	7		39.5		実測
8	8		38.2		実測(融合3頭)
8	9		38.2		実測(融合3頭)
8	10		39.3		実測(融合2頭)
9	1		38.9		実測(融合4頭)
9	2		39.7		実測
9	3		38.2		実測(融合3頭)
9	4		39.5		実測
9	6		38.9		実測(融合4頭)
9	7		38.9		実測(融合4頭)
9	8		38.9		実測(融合4頭)
9	9		38.2		実測(融合3頭)
9	10		38.2		実測(融合3頭)
10	1		39.1		実測(融合2頭)
10	2		39.4		実測(融合3頭)
10	3		39.6		実測(融合2頭)
10	4		40.0		実測(融合2頭)
10	5		40.1		実測
10	6		38.7		実測(融合2頭)
10	7		39.1		実測(融合2頭)
10	8		39.4		実測(融合3頭)
10	9		40.0		実測(融合2頭)
10	10		39.6		実測(融合2頭)
10	11		38.7		実測(融合2頭)
10	12		39.4		実測(融合3頭)
