レース	馬番	馬名	前半3F	向正面	出自
1	1		43.8		実測(融合3頭)
1	2		43.3		実測
1	3		43.8		実測(融合3頭)
1	4		42.5		実測
1	5		42.2		実測
1	6		43.8		実測(融合3頭)
1	7		43.1		実測
2	1		41.6		推定
2	2		40.9		推定
2	3		41.6		推定
2	4		41.6		推定
2	5		41.0		推定
2	6		40.9		推定
2	7		41.1		推定
2	8		40.8		推定
3	1		39.4		実測
3	2		40.6		実測(融合2頭)
3	3		40.0		実測(融合2頭)
3	4		41.8		実測
3	5		40.0		実測(融合2頭)
3	6		40.6		実測(融合2頭)
3	7		41.0		実測(融合2頭)
3	8		41.0		実測(融合2頭)
3	9		40.2		実測(融合2頭)
3	10		40.2		実測(融合2頭)
4	1		40.6		実測(融合3頭)
4	2		41.7		実測(融合2頭)
4	3		41.7		実測(融合2頭)
4	4		41.0		実測
4	5		40.6		実測(融合3頭)
4	6		40.2		実測(融合2頭)
4	7		40.6		実測(融合3頭)
4	8		40.2		実測(融合2頭)
5	1		43.1		実測
5	2		42.2		実測
5	3		41.5		実測(融合5頭)
5	4		41.5		実測(融合5頭)
5	5		42.8		実測
5	6		42.5		実測
5	7		43.0		実測
5	8		41.5		実測(融合5頭)
5	9		41.5		実測(融合5頭)
5	10		41.5		実測(融合5頭)
6	1		40.3		実測(融合4頭)
6	2		39.8		実測(融合2頭)
6	3		39.8		実測(融合2頭)
6	5		40.8		実測
6	6		40.3		実測(融合4頭)
6	7		40.3		実測(融合4頭)
6	8		41.4		実測
6	9		41.2		実測
6	10		40.3		実測(融合4頭)
7	1		40.0		実測(融合5頭)
7	2		40.0		実測(融合5頭)
7	3		41.5		実測
7	4		40.0		実測(融合5頭)
7	5		40.0		実測(融合5頭)
7	6		40.8		実測
7	7		42.2		実測
7	8		39.6		実測
7	9		40.0		実測(融合5頭)
7	10		41.0		実測
8	1		39.9		実測(融合3頭)
8	2		39.5		実測(融合2頭)
8	3		39.4		実測(融合3頭)
8	4		39.9		実測(融合3頭)
8	5		39.9		実測(融合3頭)
8	6		40.2		実測
8	7		39.4		実測(融合3頭)
8	8		39.4		実測(融合3頭)
8	9		38.8		実測(融合2頭)
8	10		38.8		実測(融合2頭)
8	11		39.5		実測(融合2頭)
9	1		41.6		推定
9	2		39.7		推定
9	4		41.7		推定
9	5		41.4		推定
9	6		39.3		推定
9	7		40.6		推定
9	8		41.2		推定
9	9		40.6		推定
9	10		41.5		推定
9	11		39.6		推定
9	12		41.0		推定
