レース	馬番	馬名	前半3F	向正面	出自
1	1		39.7		実測
1	2		40.6		実測(融合2頭)
1	3		38.6		実測
1	4		41.4		実測
1	5		39.0		実測(融合2頭)
1	6		40.6		実測(融合2頭)
1	7		40.1		実測
1	8		39.0		実測(融合2頭)
1	9		42.0		実測
1	10		41.2		実測
2	1		39.0		実測(融合4頭)
2	2		39.5		実測(融合2頭)
2	3		39.0		実測(融合4頭)
2	4		40.5		実測
2	5		38.5		実測(融合2頭)
2	6		39.0		実測(融合4頭)
2	7		39.5		実測(融合2頭)
2	8		39.0		実測(融合4頭)
2	9		38.5		実測(融合2頭)
3	1		38.2		実測(融合4頭)
3	2		38.8		実測(融合2頭)
3	3		37.5		実測
3	4		38.1		実測(融合2頭)
3	5		38.1		実測(融合2頭)
3	6		38.2		実測(融合4頭)
3	7		38.2		実測(融合4頭)
3	8		39.2		実測
3	9		38.2		実測(融合4頭)
3	10		38.8		実測(融合2頭)
4	1		38.5		実測(融合4頭)
4	2		38.1		実測(融合2頭)
4	3		38.4		実測
4	4		38.5		実測(融合4頭)
4	5		38.1		実測(融合2頭)
4	6		38.2		実測
4	7		38.5		実測(融合4頭)
4	8		38.5		実測(融合4頭)
4	9		37.8		実測(融合2頭)
4	10		38.8		実測
4	11		37.8		実測(融合2頭)
5	1		40.4		推定
5	2		40.1		推定
5	3		38.8		推定
5	4		39.4		推定
5	5		39.8		推定
5	6		39.4		推定
5	7		38.6		推定
5	8		38.5		推定
5	9		39.7		推定
5	10		38.6		推定
5	11		39.2		推定
6	1		39.7		実測(融合3頭)
6	2		39.7		実測(融合3頭)
6	3		40.1		実測
6	4		39.9		実測(融合2頭)
6	5		39.1		実測(融合2頭)
6	6		39.9		実測(融合2頭)
6	7		39.7		実測(融合3頭)
6	8		39.1		実測(融合2頭)
6	9		40.5		実測
7	1		39.0		実測
7	2		38.5		実測(融合4頭)
7	3		37.8		実測(融合3頭)
7	4		38.5		実測(融合4頭)
7	5		38.9		実測
7	6		37.8		実測(融合3頭)
7	7		38.5		実測(融合4頭)
7	8		38.5		実測(融合4頭)
7	9		37.8		実測(融合3頭)
8	1		37.4		実測(融合2頭)
8	2		38.4		実測(融合5頭)
8	3		38.4		実測(融合5頭)
8	4		38.4		実測(融合5頭)
8	5		39.4		実測
8	6		39.1		実測
8	7		38.4		実測(融合5頭)
8	8		37.9		実測(融合3頭)
8	9		37.9		実測(融合3頭)
8	10		37.9		実測(融合3頭)
8	11		38.4		実測(融合5頭)
8	12		37.4		実測(融合2頭)
9	1		40.6		実測
9	2		39.4		実測(融合3頭)
9	3		39.1		実測(融合3頭)
9	4		39.4		実測(融合3頭)
9	5		41.0		実測
9	6		39.4		実測(融合3頭)
9	7		38.6		実測(融合2頭)
9	8		39.1		実測(融合3頭)
9	9		39.9		実測
9	10		39.1		実測(融合3頭)
9	11		38.6		実測(融合2頭)
10	1		37.8		実測(融合5頭)
10	2		38.7		実測
10	3		37.8		実測(融合5頭)
10	5		37.8		実測(融合5頭)
10	6		37.8		実測(融合5頭)
10	7		37.8		実測(融合5頭)
10	8		38.5		実測
11	1		38.2		実測(融合3頭)
11	2		38.6		実測(融合4頭)
11	3		39.4		実測
11	4		39.0		実測
11	5		37.9		実測
11	6		38.6		実測(融合4頭)
11	7		38.6		実測(融合4頭)
11	8		38.2		実測(融合3頭)
11	9		38.6		実測(融合4頭)
11	10		38.2		実測(融合3頭)
12	1		39.5		実測(融合6頭)
12	2		39.5		実測(融合6頭)
12	3		39.5		実測(融合6頭)
12	4		39.5		実測(融合6頭)
12	5		40.6		実測
12	6		40.2		実測(融合2頭)
12	7		40.2		実測(融合2頭)
12	8		40.9		実測
12	9		39.5		実測(融合6頭)
12	10		38.7		実測
12	11		39.5		実測(融合6頭)
