レース	馬番	馬名	前半3F	向正面	出自
1	1		40.5		推定
1	2		40.3		推定
1	3		39.8		推定
1	4		40.0		推定
1	5		40.2		推定
1	6		40.9		推定
1	7		39.5		推定
1	8		40.9		推定
1	9		40.4		推定
2	1		39.7		推定
2	2		41.5		推定
2	3		41.0		推定
2	4		41.1		推定
2	5		40.7		推定
2	6		39.9		推定
2	7		40.6		推定
2	8		39.8		推定
2	9		41.1		推定
2	10		40.1		推定
3	1		38.2		推定
3	2		38.8		推定
3	3		38.0		推定
3	4		40.0		推定
3	5		40.8		推定
3	6		37.1		推定
3	7		37.4		推定
3	8		38.0		推定
3	9		37.4		推定
3	10		39.4		推定
4	1		39.1		推定
4	2		38.9		推定
4	3		39.0		推定
4	4		39.0		推定
4	5		38.5		推定
4	6		38.1		推定
4	7		39.1		推定
4	8		38.5		推定
4	9		39.0		推定
4	10		38.9		推定
4	11		38.9		推定
5	1		41.5		実測
5	2		39.9		実測(融合3頭)
5	3		39.5		実測
5	4		40.6		実測
5	5		39.9		実測(融合3頭)
5	6		41.0		実測
5	7		39.6		実測
5	8		40.4		実測
5	9		39.2		実測(融合2頭)
5	10		39.9		実測(融合3頭)
5	11		39.2		実測(融合2頭)
6	1		37.8		実測(融合2頭)
6	2		38.5		実測(融合3頭)
6	3		38.2		実測(融合2頭)
6	4		37.8		実測(融合2頭)
6	5		38.2		実測(融合2頭)
6	6		38.5		実測(融合3頭)
6	7		39.2		実測
6	8		38.5		実測(融合3頭)
7	1		37.7		実測(融合3頭)
7	2		38.5		実測(融合3頭)
7	3		38.5		実測(融合3頭)
7	4		37.7		実測(融合3頭)
7	5		40.1		実測
7	6		42.2		実測
7	7		38.5		実測(融合3頭)
7	8		40.0		実測
7	9		39.9		実測
7	10		37.7		実測(融合3頭)
8	1		39.8		実測(融合2頭)
8	2		40.4		実測(融合2頭)
8	3		39.4		実測
8	4		40.0		実測(融合3頭)
8	5		40.0		実測(融合3頭)
8	6		40.0		実測(融合3頭)
8	7		39.8		実測(融合2頭)
8	8		40.4		実測(融合2頭)
8	9		40.6		実測
9	1		38.0		実測(融合3頭)
9	2		38.8		実測(融合7頭)
9	3		38.8		実測(融合7頭)
9	4		38.8		実測(融合7頭)
9	5		40.0		実測
9	6		39.8		実測
9	7		38.8		実測(融合7頭)
9	8		38.0		実測(融合3頭)
9	9		38.8		実測(融合7頭)
9	10		38.8		実測(融合7頭)
9	11		38.8		実測(融合7頭)
9	12		38.0		実測(融合3頭)
10	1		37.8		実測(融合5頭)
10	2		38.5		実測(融合4頭)
10	3		37.8		実測(融合5頭)
10	4		38.5		実測(融合4頭)
10	5		38.5		実測(融合4頭)
10	6		38.7		実測
10	7		37.8		実測(融合5頭)
10	8		37.8		実測(融合5頭)
10	9		37.8		実測(融合5頭)
10	10		38.5		実測(融合4頭)
10	11		37.3		実測(融合2頭)
10	12		37.3		実測(融合2頭)
