レース	馬番	馬名	前半3F	向正面	出自
1	1		38.6		実測(融合2頭)
1	2		38.4		実測(融合2頭)
1	4		39.5		実測
1	5		38.6		実測(融合2頭)
1	6		37.7		実測
1	7		38.1		実測(融合3頭)
1	8		38.1		実測(融合3頭)
1	9		39.2		実測
1	10		38.1		実測(融合3頭)
1	11		38.4		実測(融合2頭)
2	1		39.7		実測(融合2頭)
2	2		39.2		実測(融合4頭)
2	3		40.0		実測
2	4		39.5		実測(融合2頭)
2	5		39.2		実測(融合4頭)
2	6		38.5		実測(融合3頭)
2	7		39.2		実測(融合4頭)
2	8		39.5		実測(融合2頭)
2	9		39.7		実測(融合2頭)
2	10		38.5		実測(融合3頭)
2	11		39.2		実測(融合4頭)
2	12		38.5		実測(融合3頭)
3	1		39.5		実測(融合5頭)
3	2		39.5		実測(融合5頭)
3	3		39.5		実測(融合5頭)
3	4		38.6		実測(融合4頭)
3	5		40.1		実測
3	6		38.6		実測(融合4頭)
3	7		39.9		実測(融合2頭)
3	8		39.5		実測(融合5頭)
3	9		38.6		実測(融合4頭)
3	10		38.6		実測(融合4頭)
3	11		39.9		実測(融合2頭)
3	12		39.5		実測(融合5頭)
4	1		39.7		実測
4	2		38.6		実測(融合3頭)
4	3		38.5		実測
4	4		38.6		実測(融合3頭)
4	5		37.9		実測(融合2頭)
4	6		38.4		実測(融合2頭)
4	7		37.9		実測(融合2頭)
4	8		38.6		実測(融合3頭)
4	9		39.2		実測
4	10		38.4		実測(融合2頭)
5	1		39.2		実測(融合5頭)
5	2		37.9		実測(融合6頭)
5	3		39.2		実測(融合5頭)
5	4		39.2		実測(融合5頭)
5	5		37.9		実測(融合6頭)
5	6		37.9		実測(融合6頭)
5	7		39.2		実測(融合5頭)
5	8		37.9		実測(融合6頭)
5	9		41.2		実測
5	10		37.9		実測(融合6頭)
5	11		39.2		実測(融合5頭)
5	12		37.9		実測(融合6頭)
6	1		39.1		実測(融合4頭)
6	2		39.5		実測(融合2頭)
6	3		38.8		実測(融合3頭)
6	4		38.8		実測(融合3頭)
6	5		38.8		実測(融合3頭)
6	6		39.1		実測(融合4頭)
6	7		39.5		実測(融合2頭)
6	8		39.1		実測(融合4頭)
6	9		39.8		実測(融合2頭)
6	10		39.8		実測(融合2頭)
6	11		39.1		実測(融合4頭)
7	1		40.1		実測(融合2頭)
7	2		39.7		実測(融合2頭)
7	3		41.0		実測
7	4		40.5		実測
7	5		40.1		実測(融合2頭)
7	6		40.4		実測(融合3頭)
7	7		42.2		実測
7	8		40.4		実測(融合3頭)
7	9		40.4		実測(融合3頭)
7	10		41.5		実測
7	11		39.7		実測(融合2頭)
8	1		40.0		実測(融合2頭)
8	2		40.5		実測
8	3		40.0		実測(融合2頭)
8	4		41.0		実測(融合2頭)
8	5		41.9		実測
8	6		39.4		実測(融合2頭)
8	7		41.0		実測(融合2頭)
8	8		39.4		実測(融合2頭)
8	9		40.3		実測(融合2頭)
8	10		40.7		実測
8	11		40.3		実測(融合2頭)
9	1		38.8		推定
9	2		37.6		推定
9	3		38.2		推定
9	4		38.0		推定
9	5		37.8		推定
9	6		37.8		推定
9	7		37.6		推定
9	8		38.2		推定
9	9		37.7		推定
9	10		37.5		推定
9	11		38.4		推定
9	12		37.6		推定
10	1		42.2		実測(融合4頭)
10	2		42.2		実測(融合4頭)
10	3		42.2		実測(融合4頭)
10	4		42.2		実測(融合4頭)
10	5		41.3		実測
10	6		39.5		実測
10	7		42.5		実測
10	8		40.4		実測(融合2頭)
10	9		40.9		実測
10	10		40.4		実測(融合2頭)
10	11		40.5		実測
11	1		41.9		実測(融合3頭)
11	2		41.9		実測(融合3頭)
11	3		42.1		実測(融合4頭)
11	4		40.9		実測(融合2頭)
11	5		41.9		実測(融合3頭)
11	6		42.5		実測(融合2頭)
11	7		42.1		実測(融合4頭)
11	8		42.1		実測(融合4頭)
11	9		42.1		実測(融合4頭)
11	10		42.5		実測(融合2頭)
11	11		40.9		実測(融合2頭)
12	1		43.0		実測(融合2頭)
12	2		41.8		実測
12	3		42.4		実測(融合2頭)
12	4		43.5		実測
12	5		42.1		実測(融合4頭)
12	6		43.2		実測
12	7		42.4		実測(融合2頭)
12	8		42.1		実測(融合4頭)
12	9		43.0		実測(融合2頭)
12	10		42.1		実測(融合4頭)
12	11		42.1		実測(融合4頭)
