レース	馬番	馬名	前半3F	向正面	出自
1	1		40.6		推定
1	2		40.6		推定
1	3		40.6		推定
1	4		39.6		推定
1	5		40.7		推定
1	6		39.8		推定
1	7		39.9		推定
1	8		40.1		推定
1	9		40.0		推定
1	10		42.1		推定
2	1		39.5		推定
2	2		40.0		推定
2	3		39.0		推定
2	4		41.0		推定
2	5		41.0		推定
2	6		40.2		推定
2	7		38.1		推定
2	8		41.6		推定
3	1		39.1		推定
3	2		39.1		推定
3	3		38.8		推定
3	4		39.0		推定
3	5		41.9		推定
3	6		40.0		推定
3	7		40.5		推定
3	8		40.9		推定
3	9		39.4		推定
3	10		39.0		推定
4	1		40.3		推定
4	2		41.7		推定
4	3		40.9		推定
4	4		40.1		推定
4	5		39.9		推定
4	6		40.5		推定
4	7		40.3		推定
4	8		39.5		推定
4	9		39.4		推定
5	1		38.8		推定
5	2		39.0		推定
5	3		40.1		推定
5	4		39.0		推定
5	5		39.9		推定
5	6		40.0		推定
5	7		40.6		推定
5	8		39.0		推定
5	9		40.5		推定
6	1		40.6		推定
6	2		40.0		推定
6	3		40.6		推定
6	4		40.4		推定
6	5		41.1		推定
6	6		40.5		推定
6	7		40.2		推定
6	8		40.8		推定
6	9		41.1		推定
8	1		39.8		推定
8	2		39.4		推定
8	3		40.3		推定
8	4		39.1		推定
8	5		39.5		推定
8	6		39.2		推定
8	7		39.8		推定
8	8		38.5		推定
8	9		39.3		推定
8	10		38.4		推定
8	11		41.0		推定
9	1		38.0		推定
9	2		40.6		推定
9	3		38.2		推定
9	4		40.0		推定
9	5		38.0		推定
9	6		41.0		推定
9	7		39.2		推定
9	8		39.0		推定
9	9		39.9		推定
9	10		40.0		推定
9	11		38.5		推定
9	12		40.6		推定
10	1		41.5		実測
10	2		40.0		実測
10	3		40.6		実測
10	4		41.1		実測
10	5		41.0		実測(融合2頭)
10	6		41.3		実測
10	7		40.4		実測
10	8		41.0		実測(融合2頭)
11	1		38.3		実測(融合4頭)
11	2		38.5		実測
11	3		37.4		実測(融合2頭)
11	4		38.3		実測(融合4頭)
11	5		39.0		実測
11	6		38.8		実測
11	7		38.3		実測(融合4頭)
11	8		37.4		実測(融合2頭)
11	9		38.3		実測(融合4頭)
12	2		40.0		推定
12	3		40.0		推定
12	4		40.8		推定
12	5		40.8		推定
12	6		40.0		推定
12	7		39.4		推定
12	8		40.5		推定
12	9		39.6		推定
12	10		39.5		推定
12	11		43.0		推定
12	12		40.1		推定
