レース	馬番	馬名	前半3F	向正面	出自
1	1		39.5		実測(融合6頭)
1	2		39.5		実測(融合6頭)
1	3		40.4		実測
1	4		39.5		実測(融合6頭)
1	5		38.6		実測(融合4頭)
1	6		39.5		実測(融合6頭)
1	7		39.5		実測(融合6頭)
1	8		39.5		実測(融合6頭)
1	9		40.1		実測
1	10		38.6		実測(融合4頭)
1	11		38.6		実測(融合4頭)
1	12		38.6		実測(融合4頭)
2	1		39.2		推定
2	2		39.3		推定
2	3		38.5		推定
2	4		40.9		推定
2	5		39.8		推定
2	6		39.1		推定
2	7		39.4		推定
2	8		38.9		推定
2	9		39.1		推定
2	10		38.9		推定
2	11		38.6		推定
3	1		38.2		実測(融合5頭)
3	2		38.2		実測(融合5頭)
3	3		38.2		実測(融合5頭)
3	4		37.5		実測(融合2頭)
3	5		37.5		実測(融合2頭)
3	6		39.1		実測
3	7		39.4		実測
3	8		38.2		実測(融合5頭)
3	9		38.0		実測(融合2頭)
3	10		38.0		実測(融合2頭)
3	11		38.2		実測(融合5頭)
3	12		39.6		実測
4	1		38.4		実測(融合3頭)
4	2		39.1		実測
4	3		37.8		実測
4	4		39.8		実測
4	5		38.8		実測(融合4頭)
4	6		38.8		実測(融合4頭)
4	7		38.4		実測(融合3頭)
4	8		38.4		実測(融合3頭)
4	9		38.8		実測(融合4頭)
4	10		38.8		実測(融合4頭)
4	11		38.1		実測(融合2頭)
4	12		38.1		実測(融合2頭)
5	1		39.1		推定
5	2		41.3		推定
5	3		40.9		推定
5	4		41.2		推定
5	5		40.8		推定
5	6		38.9		推定
5	7		39.9		推定
5	8		38.9		推定
5	9		39.8		推定
5	10		40.8		推定
6	1		40.0		推定
6	2		41.2		推定
6	3		40.5		推定
6	4		40.4		推定
6	5		40.1		推定
6	6		40.0		推定
6	7		39.0		推定
6	8		39.5		推定
6	9		40.0		推定
6	10		40.2		推定
7	1		40.7		推定
7	2		40.4		推定
7	3		40.9		推定
7	4		39.4		推定
7	5		41.6		推定
7	6		41.4		推定
7	7		40.8		推定
7	8		39.4		推定
7	9		39.4		推定
8	1		41.0		実測(融合4頭)
8	2		41.0		実測(融合4頭)
8	3		40.6		実測(融合2頭)
8	4		41.0		実測(融合4頭)
8	5		41.9		実測
8	6		41.0		実測(融合4頭)
8	7		40.2		実測(融合2頭)
8	8		40.6		実測(融合2頭)
8	9		40.2		実測(融合2頭)
9	1		40.8		推定
9	2		40.3		推定
9	3		40.8		推定
9	4		40.0		推定
9	5		41.2		推定
9	6		40.4		推定
9	7		40.1		推定
9	8		40.4		推定
9	9		39.6		推定
9	10		41.5		推定
9	11		40.0		推定
10	1		39.7		実測(融合3頭)
10	2		40.2		実測(融合3頭)
10	3		39.7		実測(融合3頭)
10	4		39.3		実測(融合2頭)
10	5		40.4		実測
10	6		40.2		実測(融合3頭)
10	7		39.7		実測(融合3頭)
10	8		40.2		実測(融合3頭)
10	9		39.3		実測(融合2頭)
11	1		40.6		実測(融合2頭)
11	2		42.3		実測
11	3		41.1		実測(融合4頭)
11	4		41.7		実測
11	5		42.0		実測
11	6		41.1		実測(融合4頭)
11	7		40.8		実測
11	8		41.1		実測(融合4頭)
11	9		40.2		実測
11	10		41.1		実測(融合4頭)
11	11		40.6		実測(融合2頭)
