レース	馬番	馬名	前半3F	向正面	出自
1	1		40.1		推定
1	2		40.0		推定
1	3		40.2		推定
1	4		41.1		推定
1	5		40.9		推定
1	6		40.3		推定
1	8		40.2		推定
2	1		42.9		実測(融合3頭)
2	2		43.7		実測
2	3		42.9		実測(融合3頭)
2	4		44.3		実測(融合2頭)
2	5		44.3		実測(融合2頭)
2	6		42.9		実測(融合3頭)
2	7		44.0		実測
3	1		39.9		実測(融合2頭)
3	2		40.5		実測(融合5頭)
3	3		39.9		実測(融合2頭)
3	4		40.5		実測(融合5頭)
3	5		40.5		実測(融合5頭)
3	6		40.5		実測(融合5頭)
3	7		40.9		実測
3	8		40.5		実測(融合5頭)
4	2		40.9		推定
4	4		40.1		推定
4	5		40.2		推定
4	6		39.7		推定
4	7		40.9		推定
4	8		39.8		推定
4	9		39.6		推定
4	10		40.9		推定
5	1		38.3		実測(融合4頭)
5	2		38.3		実測(融合4頭)
5	3		38.3		実測(融合4頭)
5	4		39.2		実測(融合5頭)
5	5		40.0		実測
5	6		39.4		実測(融合2頭)
5	7		38.3		実測(融合4頭)
5	8		39.4		実測(融合2頭)
5	9		39.2		実測(融合5頭)
5	10		39.2		実測(融合5頭)
5	11		39.2		実測(融合5頭)
5	12		39.2		実測(融合5頭)
6	1		39.5		実測(融合4頭)
6	2		40.4		実測
6	3		39.5		実測(融合4頭)
6	4		38.7		実測(融合4頭)
6	5		38.7		実測(融合4頭)
6	6		39.9		実測
6	7		39.5		実測(融合4頭)
6	8		38.7		実測(融合4頭)
6	9		39.5		実測(融合4頭)
6	10		38.7		実測(融合4頭)
7	1		39.5		実測(融合4頭)
7	2		39.5		実測(融合4頭)
7	3		40.4		実測(融合5頭)
7	4		40.4		実測(融合5頭)
7	5		39.5		実測(融合4頭)
7	6		40.4		実測(融合5頭)
7	7		40.8		実測
7	8		40.4		実測(融合5頭)
7	9		40.9		実測
7	10		40.4		実測(融合5頭)
7	11		39.5		実測(融合4頭)
8	1		39.8		実測
8	2		40.0		実測(融合4頭)
8	3		40.3		実測(融合2頭)
8	4		40.3		実測(融合2頭)
8	5		40.0		実測(融合4頭)
8	6		39.4		実測(融合2頭)
8	7		40.0		実測(融合4頭)
8	8		39.4		実測(融合2頭)
8	9		40.0		実測(融合4頭)
9	1		37.7		実測(融合5頭)
9	2		39.2		実測
9	3		38.9		実測(融合5頭)
9	4		38.9		実測(融合5頭)
9	5		38.9		実測(融合5頭)
9	6		38.9		実測(融合5頭)
9	7		38.9		実測(融合5頭)
9	8		37.7		実測(融合5頭)
9	9		37.7		実測(融合5頭)
9	10		37.7		実測(融合5頭)
9	11		37.7		実測(融合5頭)
10	1		39.5		実測(融合3頭)
10	2		38.6		実測(融合2頭)
10	3		39.0		実測(融合3頭)
10	4		39.6		実測(融合2頭)
10	5		39.6		実測(融合2頭)
10	6		39.9		実測(融合2頭)
10	7		39.5		実測(融合3頭)
10	8		39.9		実測(融合2頭)
10	9		39.5		実測(融合3頭)
10	10		39.0		実測(融合3頭)
10	11		38.6		実測(融合2頭)
10	12		39.0		実測(融合3頭)
