レース	馬番	馬名	前半3F	向正面	出自
5	1		38.1		実測(融合3頭)
5	2		40.9		実測
5	3		38.7		実測(融合3頭)
5	4		39.2		実測(融合2頭)
5	5		38.7		実測(融合3頭)
5	6		38.1		実測(融合3頭)
5	7		39.2		実測(融合2頭)
5	8		38.7		実測(融合3頭)
5	9		40.7		実測
5	10		38.1		実測(融合3頭)
6	1		40.5		実測(融合4頭)
6	2		40.9		実測(融合2頭)
6	3		40.9		実測(融合2頭)
6	4		40.2		実測(融合2頭)
6	5		40.5		実測(融合4頭)
6	6		40.5		実測(融合4頭)
6	7		39.8		実測(融合2頭)
6	8		42.1		実測
6	9		40.2		実測(融合2頭)
6	10		39.8		実測(融合2頭)
6	11		40.5		実測(融合4頭)
7	1		40.0		推定
7	2		39.2		推定
7	3		39.4		推定
7	4		40.9		推定
7	5		39.9		推定
7	6		41.8		推定
7	7		39.7		推定
7	8		39.5		推定
8	1		39.6		推定
8	2		41.0		推定
8	3		40.0		推定
8	4		40.5		推定
8	5		39.2		推定
8	6		40.5		推定
8	7		39.6		推定
8	8		40.2		推定
8	9		39.5		推定
8	10		39.4		推定
9	1		38.5		推定
9	2		40.0		推定
9	3		38.4		推定
9	4		39.9		推定
9	5		40.6		推定
9	6		39.0		推定
9	7		39.5		推定
9	8		39.0		推定
9	9		39.1		推定
9	10		37.9		推定
10	1		38.5		推定
10	2		38.6		推定
10	3		38.0		推定
10	4		37.0		推定
10	5		38.4		推定
10	6		38.5		推定
10	7		38.4		推定
10	8		37.6		推定
10	9		37.4		推定
10	10		39.2		推定
11	1		38.8		推定
11	2		39.6		推定
11	3		38.9		推定
11	4		38.9		推定
11	5		39.8		推定
11	6		41.1		推定
11	8		40.8		推定
11	9		39.1		推定
11	10		40.1		推定
11	11		39.5		推定
11	12		39.2		推定
