レース	馬番	馬名	前半3F	向正面	出自
1	1		44.6		推定
1	2		42.5		推定
1	3		43.4		推定
1	4		42.3		推定
1	5		42.2		推定
1	6		41.4		推定
1	7		42.9		推定
1	8		41.9		推定
2	1		43.0		推定
2	2		41.8		推定
2	3		42.2		推定
2	4		43.0		推定
2	5		41.5		推定
2	6		41.5		推定
2	7		41.8		推定
2	8		42.7		推定
3	1		41.7		推定
3	2		42.1		推定
3	3		43.0		推定
3	4		41.9		推定
3	5		42.2		推定
3	6		41.5		推定
3	7		41.9		推定
3	8		41.6		推定
4	1		40.2		実測
4	2		41.4		実測
4	3		40.6		実測(融合3頭)
4	4		40.6		実測(融合3頭)
4	5		42.0		実測
4	6		40.6		実測(融合3頭)
4	7		41.0		実測(融合2頭)
4	8		40.8		実測
4	9		41.0		実測(融合2頭)
5	1		41.5		実測
5	2		40.3		実測(融合2頭)
5	3		41.2		実測(融合2頭)
5	4		41.2		実測(融合2頭)
5	5		40.9		実測(融合2頭)
5	6		40.8		実測(融合2頭)
5	7		41.4		実測
5	8		40.9		実測(融合2頭)
5	9		40.3		実測(融合2頭)
5	10		40.8		実測(融合2頭)
6	1		39.9		実測(融合4頭)
6	2		39.9		実測(融合4頭)
6	3		40.8		実測(融合4頭)
6	4		40.8		実測(融合4頭)
6	5		39.9		実測(融合4頭)
6	6		40.8		実測(融合4頭)
6	7		41.0		実測
6	8		39.9		実測(融合4頭)
6	9		40.8		実測(融合4頭)
8	1		42.4		実測(融合4頭)
8	2		42.4		実測(融合4頭)
8	3		42.4		実測(融合4頭)
8	4		42.3		実測(融合3頭)
8	5		41.7		実測(融合2頭)
8	6		43.4		実測
8	7		42.3		実測(融合3頭)
8	8		42.4		実測(融合4頭)
8	10		41.7		実測(融合2頭)
8	11		42.3		実測(融合3頭)
9	1		39.8		実測(融合2頭)
9	2		39.1		実測
9	3		39.8		実測(融合2頭)
9	4		40.1		実測
9	5		40.3		実測
10	1		41.2		実測
10	2		40.4		実測
10	3		40.1		実測
10	4		42.7		実測
10	5		40.8		実測
10	6		39.8		実測
11	1		41.2		推定
11	2		40.9		推定
11	3		42.0		推定
11	4		41.5		推定
11	5		41.0		推定
11	6		40.0		推定
11	7		39.8		推定
11	8		40.6		推定
11	9		39.9		推定
11	10		39.8		推定
11	11		40.9		推定
11	12		40.8		推定
