レース	馬番	馬名	前半3F	向正面	出自
1	1		42.9		実測
1	2		42.3		実測(融合2頭)
1	3		42.6		実測
1	4		41.6		実測(融合2頭)
1	5		42.3		実測(融合2頭)
1	6		42.0		実測(融合2頭)
1	7		41.6		実測(融合2頭)
1	8		42.0		実測(融合2頭)
2	1		40.1		実測(融合3頭)
2	2		39.9		実測
2	3		39.5		実測(融合2頭)
2	4		40.1		実測(融合3頭)
2	5		39.5		実測(融合2頭)
2	6		41.6		実測
2	7		41.0		実測
2	8		40.1		実測(融合3頭)
3	1		39.1		実測(融合2頭)
3	2		40.0		実測(融合2頭)
3	3		40.2		実測
3	4		39.6		実測(融合3頭)
3	5		39.6		実測(融合3頭)
3	6		39.6		実測(融合3頭)
3	7		39.1		実測(融合2頭)
3	8		40.0		実測(融合2頭)
4	1		40.0		実測(融合2頭)
4	2		40.7		実測
4	3		40.2		実測(融合4頭)
4	4		39.6		実測
4	5		40.2		実測(融合4頭)
4	6		40.2		実測(融合4頭)
4	7		40.0		実測(融合2頭)
4	8		40.2		実測(融合4頭)
5	1		38.6		実測(融合4頭)
5	2		38.6		実測(融合4頭)
5	3		38.6		実測(融合4頭)
5	4		39.5		実測(融合5頭)
5	5		39.5		実測(融合5頭)
5	6		39.5		実測(融合5頭)
5	7		40.3		実測
5	8		39.5		実測(融合5頭)
5	9		40.9		実測
5	10		40.1		実測
5	11		39.5		実測(融合5頭)
5	12		38.6		実測(融合4頭)
6	1		39.7		実測(融合2頭)
6	2		39.2		実測(融合2頭)
6	3		40.4		実測
6	4		39.7		実測(融合2頭)
6	5		38.9		実測(融合2頭)
6	6		39.2		実測(融合2頭)
6	8		38.9		実測(融合2頭)
7	1		38.6		推定
7	2		40.0		推定
7	3		38.8		推定
7	4		38.5		推定
7	5		40.1		推定
7	6		39.0		推定
7	7		39.2		推定
7	8		39.5		推定
7	9		39.2		推定
7	10		39.0		推定
7	11		39.4		推定
7	12		38.6		推定
8	1		38.9		推定
8	2		39.2		推定
8	3		36.9		推定
8	4		41.0		推定
8	5		38.1		推定
8	6		37.2		推定
8	7		41.0		推定
8	8		41.8		推定
8	9		39.6		推定
8	10		38.5		推定
8	11		39.2		推定
8	12		40.4		推定
9	1		40.9		推定
9	2		39.3		推定
9	3		38.7		推定
9	4		39.1		推定
9	6		38.4		推定
9	7		38.5		推定
9	8		40.8		推定
9	9		38.7		推定
9	10		39.8		推定
10	1		39.8		推定
10	2		39.1		推定
10	3		39.7		推定
10	4		39.2		推定
10	5		39.3		推定
10	6		39.2		推定
10	7		39.6		推定
10	8		40.4		推定
10	9		38.9		推定
10	10		39.8		推定
10	11		39.8		推定
10	12		39.3		推定
