レース	馬番	馬名	前半3F	向正面	出自
1	1		40.1		実測(融合4頭)
1	2		42.1		実測
1	3		40.1		実測(融合4頭)
1	4		43.4		実測
1	5		40.1		実測(融合4頭)
1	6		40.0		実測(融合2頭)
1	7		40.1		実測(融合4頭)
1	8		40.0		実測(融合2頭)
1	9		42.7		実測
1	10		39.4		実測(融合2頭)
1	11		39.4		実測(融合2頭)
2	1		40.5		実測(融合6頭)
2	2		39.9		実測(融合3頭)
2	3		40.5		実測(融合6頭)
2	4		39.9		実測(融合3頭)
2	5		40.5		実測(融合6頭)
2	6		40.5		実測(融合6頭)
2	7		41.3		実測(融合2頭)
2	8		40.5		実測(融合6頭)
2	9		41.3		実測(融合2頭)
2	10		42.3		実測
2	11		40.5		実測(融合6頭)
2	12		39.9		実測(融合3頭)
4	1		41.0		実測(融合2頭)
4	2		41.6		実測
4	3		40.3		実測(融合3頭)
4	4		40.3		実測(融合3頭)
4	5		40.3		実測(融合3頭)
4	6		41.0		実測(融合2頭)
4	7		41.2		実測(融合2頭)
4	8		41.0		実測(融合2頭)
4	9		41.2		実測(融合2頭)
4	10		41.0		実測(融合2頭)
5	1		41.5		実測
5	2		39.7		実測(融合3頭)
5	3		40.5		実測(融合6頭)
5	4		40.5		実測(融合6頭)
5	5		40.5		実測(融合6頭)
5	6		40.5		実測(融合6頭)
5	7		40.5		実測(融合6頭)
5	8		39.7		実測(融合3頭)
5	9		40.5		実測(融合6頭)
5	10		39.7		実測(融合3頭)
5	11		41.2		実測
5	12		41.8		実測
6	1		42.7		実測(融合3頭)
6	2		42.0		実測
6	3		42.9		実測(融合2頭)
6	4		42.7		実測(融合3頭)
6	5		41.4		実測(融合2頭)
6	6		42.7		実測(融合3頭)
6	7		41.4		実測(融合2頭)
6	8		42.9		実測(融合2頭)
6	9		42.2		実測
6	11		42.4		実測
8	1		41.4		実測
8	2		41.3		実測(融合4頭)
8	3		41.8		実測
8	4		41.3		実測(融合4頭)
8	5		41.6		実測
8	6		41.3		実測(融合4頭)
8	7		40.3		実測(融合2頭)
8	8		40.3		実測(融合2頭)
8	9		41.3		実測(融合4頭)
12	1		39.6		実測(融合4頭)
12	2		40.4		実測
12	3		40.0		実測(融合3頭)
12	4		39.6		実測(融合4頭)
12	5		39.6		実測(融合4頭)
12	6		38.9		実測(融合3頭)
12	7		39.6		実測(融合4頭)
12	8		38.9		実測(融合3頭)
12	9		40.5		実測
12	10		40.0		実測(融合3頭)
12	11		38.9		実測(融合3頭)
12	12		40.0		実測(融合3頭)
