レース	馬番	馬名	前半3F	向正面	出自
1	1		42.0		推定
1	2		42.5		推定
1	3		42.3		推定
1	4		42.7		推定
1	5		43.2		推定
1	6		42.9		推定
1	7		41.7		推定
1	8		41.4		推定
1	9		43.4		推定
1	10		41.6		推定
1	11		42.2		推定
2	1		39.9		実測(融合3頭)
2	2		40.3		実測(融合2頭)
2	3		39.7		実測(融合3頭)
2	4		39.7		実測(融合3頭)
2	5		40.3		実測(融合2頭)
2	6		39.9		実測(融合3頭)
2	7		39.9		実測(融合3頭)
2	8		40.6		実測
2	9		39.0		実測(融合3頭)
2	10		39.7		実測(融合3頭)
2	11		39.0		実測(融合3頭)
2	12		39.0		実測(融合3頭)
3	1		42.4		推定
3	2		42.1		推定
3	3		41.5		推定
3	4		41.0		推定
3	5		41.4		推定
3	6		41.8		推定
3	7		41.6		推定
3	8		41.9		推定
3	9		40.8		推定
3	10		41.4		推定
4	1		39.3		推定
4	2		40.3		推定
4	3		39.1		推定
4	4		41.8		推定
4	5		40.2		推定
4	6		41.8		推定
4	7		40.4		推定
4	8		41.6		推定
4	9		39.0		推定
5	1		41.1		推定
5	2		39.4		推定
5	3		39.3		推定
5	4		40.2		推定
5	5		39.8		推定
5	6		39.8		推定
5	7		40.3		推定
5	8		40.2		推定
5	9		39.4		推定
5	11		40.4		推定
5	12		40.0		推定
6	1		40.2		推定
6	2		40.5		推定
6	3		40.6		推定
6	4		40.1		推定
6	5		40.7		推定
6	6		41.1		推定
6	7		39.9		推定
6	8		40.0		推定
6	9		41.0		推定
7	1		40.1		実測(融合2頭)
7	2		39.7		実測(融合2頭)
7	3		40.4		実測(融合6頭)
7	4		41.4		実測
7	5		39.7		実測(融合2頭)
7	6		40.4		実測(融合6頭)
7	7		40.4		実測(融合6頭)
7	8		40.4		実測(融合6頭)
7	9		40.4		実測(融合6頭)
7	10		41.5		実測
7	11		40.4		実測(融合6頭)
7	12		40.1		実測(融合2頭)
8	1		40.9		実測
8	2		39.5		実測(融合3頭)
8	3		39.8		実測(融合3頭)
8	4		38.9		実測(融合3頭)
8	5		41.6		実測
8	6		40.4		実測
8	7		39.8		実測(融合3頭)
8	8		39.5		実測(融合3頭)
8	9		38.9		実測(融合3頭)
8	10		38.9		実測(融合3頭)
8	11		39.8		実測(融合3頭)
8	12		39.5		実測(融合3頭)
9	1		39.5		実測(融合3頭)
9	2		39.8		実測
9	3		39.2		実測(融合3頭)
9	4		38.5		実測(融合3頭)
9	5		38.5		実測(融合3頭)
9	6		39.5		実測(融合3頭)
9	7		39.5		実測(融合3頭)
9	8		39.2		実測(融合3頭)
9	9		39.2		実測(融合3頭)
9	10		40.1		実測
9	11		38.5		実測(融合3頭)
10	1		39.9		実測(融合6頭)
10	2		38.7		実測(融合5頭)
10	3		38.7		実測(融合5頭)
10	4		39.9		実測(融合6頭)
10	5		38.7		実測(融合5頭)
10	6		39.9		実測(融合6頭)
10	7		39.9		実測(融合6頭)
10	8		38.7		実測(融合5頭)
10	9		39.9		実測(融合6頭)
10	10		40.4		実測
10	11		38.7		実測(融合5頭)
10	12		39.9		実測(融合6頭)
