レース	馬番	馬名	前半3F	向正面	出自
1	1		43.6		推定
1	2		41.1		推定
1	3		43.2		推定
1	4		39.9		推定
1	5		43.2		推定
1	6		44.2		推定
1	7		46.5		推定
1	8		40.9		推定
1	9		41.1		推定
1	10		42.7		推定
2	1		41.3		実測
2	2		39.8		実測(融合3頭)
2	3		39.8		実測(融合3頭)
2	4		41.4		実測
2	6		40.5		実測(融合3頭)
2	7		40.5		実測(融合3頭)
2	8		39.8		実測(融合3頭)
2	9		40.5		実測(融合3頭)
3	1		40.3		実測(融合3頭)
3	3		40.3		実測(融合3頭)
3	4		42.3		実測
3	5		41.0		実測(融合4頭)
3	6		40.3		実測(融合3頭)
3	7		41.0		実測(融合4頭)
3	8		41.5		実測
3	9		41.0		実測(融合4頭)
3	10		41.0		実測(融合4頭)
4	1		39.4		実測(融合3頭)
4	2		39.4		実測(融合3頭)
4	3		39.6		実測(融合2頭)
4	5		38.8		実測(融合3頭)
4	6		38.8		実測(融合3頭)
4	7		38.8		実測(融合3頭)
4	8		39.6		実測(融合2頭)
4	9		40.0		実測(融合2頭)
4	11		40.0		実測(融合2頭)
4	12		39.4		実測(融合3頭)
5	1		39.8		実測(融合3頭)
5	2		42.4		実測
5	3		39.8		実測(融合3頭)
5	4		40.3		実測(融合3頭)
5	5		41.8		実測
5	6		40.3		実測(融合3頭)
5	7		39.8		実測(融合3頭)
5	8		40.3		実測(融合3頭)
6	1		42.1		実測(融合2頭)
6	2		42.5		実測(融合2頭)
6	3		41.9		実測
6	4		42.5		実測(融合2頭)
6	5		42.0		実測
6	6		42.1		実測(融合2頭)
6	7		41.3		実測(融合2頭)
6	8		41.3		実測(融合2頭)
7	1		40.7		実測(融合3頭)
7	2		40.0		実測(融合3頭)
7	3		40.7		実測(融合3頭)
7	4		40.0		実測(融合3頭)
7	5		40.5		実測
7	6		42.9		実測
7	7		40.7		実測(融合3頭)
7	8		40.0		実測(融合3頭)
8	1		43.2		実測(融合2頭)
8	2		43.2		実測(融合2頭)
8	3		43.6		実測(融合3頭)
8	4		42.9		実測
8	5		43.6		実測(融合3頭)
8	6		43.6		実測(融合3頭)
8	7		42.6		実測
8	8		43.0		実測
9	1		42.2		実測
9	2		41.7		実測
9	3		42.0		実測(融合2頭)
9	4		42.0		実測(融合2頭)
9	6		42.6		実測
10	1		40.7		実測(融合5頭)
10	2		40.7		実測(融合5頭)
10	3		41.5		実測
10	4		41.3		実測(融合3頭)
10	5		41.3		実測(融合3頭)
10	6		40.1		実測(融合3頭)
10	7		40.7		実測(融合5頭)
10	8		41.3		実測(融合3頭)
10	9		40.7		実測(融合5頭)
10	10		40.1		実測(融合3頭)
10	11		40.7		実測(融合5頭)
10	12		40.1		実測(融合3頭)
