レース	馬番	馬名	前半3F	向正面	出自
1	1		41.2		推定
1	2		41.6		推定
1	3		39.7		推定
1	4		39.5		推定
1	5		39.9		推定
2	1		39.0		推定
2	2		38.8		推定
2	3		38.9		推定
2	4		39.5		推定
2	5		39.1		推定
3	1		42.3		実測(融合4頭)
3	2		41.6		実測(融合3頭)
3	3		42.0		実測
3	4		42.3		実測(融合4頭)
3	5		42.8		実測
3	6		42.3		実測(融合4頭)
3	7		41.6		実測(融合3頭)
3	8		42.3		実測(融合4頭)
3	9		41.6		実測(融合3頭)
3	10		41.1		実測(融合2頭)
3	11		41.1		実測(融合2頭)
4	1		38.4		実測(融合2頭)
4	2		39.0		実測(融合5頭)
4	3		40.4		実測
4	4		39.0		実測(融合5頭)
4	5		39.0		実測(融合5頭)
4	6		39.0		実測(融合5頭)
4	7		40.6		実測
4	8		38.4		実測(融合2頭)
4	9		41.1		実測
4	10		39.0		実測(融合5頭)
4	11		40.0		実測
5	1		39.9		実測(融合2頭)
5	2		39.1		実測(融合2頭)
5	3		39.6		実測(融合3頭)
5	4		39.9		実測(融合2頭)
5	5		40.1		実測(融合2頭)
5	6		40.3		実測
5	8		39.6		実測(融合3頭)
5	9		40.1		実測(融合2頭)
5	10		39.1		実測(融合2頭)
5	12		39.6		実測(融合3頭)
6	1		41.1		推定
6	2		40.6		推定
6	3		39.5		推定
6	4		39.3		推定
6	5		40.1		推定
6	6		40.8		推定
6	7		40.0		推定
6	8		41.4		推定
6	9		41.2		推定
6	10		39.3		推定
6	11		39.7		推定
6	12		40.9		推定
7	1		40.3		推定
7	2		39.3		推定
7	3		39.9		推定
7	4		38.5		推定
7	5		41.0		推定
7	6		37.7		推定
7	7		38.8		推定
7	8		39.4		推定
7	9		37.5		推定
7	10		39.1		推定
7	11		36.6		推定
8	1		39.5		推定
8	2		40.5		推定
8	3		39.4		推定
8	4		40.0		推定
8	5		40.0		推定
8	6		40.2		推定
8	7		39.1		推定
8	8		40.0		推定
8	9		39.4		推定
8	10		39.0		推定
8	11		39.0		推定
8	12		39.2		推定
9	1		38.7		推定
9	2		39.0		推定
9	3		38.0		推定
9	4		38.3		推定
9	5		39.0		推定
9	6		38.8		推定
9	7		39.3		推定
9	8		39.2		推定
9	9		38.3		推定
9	10		38.1		推定
9	11		39.1		推定
10	1		38.6		推定
10	2		38.5		推定
10	3		39.4		推定
10	4		39.0		推定
10	5		38.3		推定
10	6		38.6		推定
10	7		39.5		推定
10	8		40.1		推定
10	10		38.4		推定
10	11		39.8		推定
11	1		38.0		推定
11	2		38.3		推定
11	3		37.7		推定
11	4		37.8		推定
11	5		38.3		推定
11	6		39.1		推定
11	7		38.8		推定
11	8		39.4		推定
11	9		39.3		推定
12	1		39.5		推定
12	2		37.5		推定
12	3		37.5		推定
12	4		40.3		推定
12	5		37.7		推定
12	6		40.0		推定
12	7		39.6		推定
12	8		37.3		推定
12	9		37.5		推定
12	10		39.3		推定
12	11		37.1		推定
12	12		38.3		推定
