レース	馬番	馬名	前半3F	向正面	出自
1	1		41.5		推定
1	2		39.9		推定
1	3		41.4		推定
1	4		39.4		推定
1	5		42.1		推定
1	6		39.5		推定
1	7		42.6		推定
1	8		39.6		推定
1	9		40.4		推定
2	1		41.2		推定
2	2		42.6		推定
2	3		41.0		推定
2	4		39.0		推定
2	5		39.4		推定
2	6		41.0		推定
2	7		39.7		推定
2	8		39.6		推定
2	9		40.7		推定
3	1		40.5		推定
3	2		39.2		推定
3	3		39.0		推定
3	4		41.1		推定
3	5		38.6		推定
3	6		38.6		推定
3	7		39.2		推定
3	8		38.3		推定
3	9		38.8		推定
3	10		38.3		推定
3	11		38.8		推定
4	2		40.1		推定
4	3		41.1		推定
4	4		41.2		推定
4	5		40.2		推定
4	6		41.5		推定
4	7		40.5		推定
4	8		41.6		推定
4	9		41.8		推定
4	10		41.0		推定
5	1		38.5		実測(融合3頭)
5	2		39.2		実測(融合5頭)
5	3		39.2		実測(融合5頭)
5	4		39.2		実測(融合5頭)
5	5		39.6		実測(融合2頭)
5	6		39.6		実測(融合2頭)
5	7		38.5		実測(融合3頭)
5	8		39.2		実測(融合5頭)
5	9		40.3		実測
5	10		38.5		実測(融合3頭)
5	11		39.2		実測(融合5頭)
6	1		40.6		実測
6	2		39.2		実測(融合3頭)
6	3		39.9		実測(融合4頭)
6	4		39.9		実測(融合4頭)
6	5		39.9		実測(融合4頭)
6	6		39.2		実測(融合3頭)
6	7		40.3		実測
6	8		39.9		実測(融合4頭)
6	9		39.2		実測(融合3頭)
7	1		39.1		実測(融合5頭)
7	2		38.4		実測(融合3頭)
7	3		38.4		実測(融合3頭)
7	4		39.1		実測(融合5頭)
7	5		38.4		実測(融合3頭)
7	6		39.1		実測(融合5頭)
7	7		39.6		実測
7	8		39.1		実測(融合5頭)
7	9		39.1		実測(融合5頭)
7	10		39.8		実測
8	1		39.0		実測(融合2頭)
8	2		39.5		実測(融合4頭)
8	3		38.4		実測(融合2頭)
8	4		41.7		実測
8	5		39.5		実測(融合4頭)
8	6		39.0		実測(融合2頭)
8	7		39.5		実測(融合4頭)
8	8		39.5		実測(融合4頭)
8	9		39.2		実測
8	10		42.4		実測
8	11		38.4		実測(融合2頭)
9	1		39.9		実測(融合4頭)
9	2		38.7		実測
9	4		39.1		実測(融合5頭)
9	5		39.9		実測(融合4頭)
9	6		40.2		実測
9	7		39.9		実測(融合4頭)
9	8		39.1		実測(融合5頭)
9	9		39.9		実測(融合4頭)
9	10		39.1		実測(融合5頭)
9	11		39.1		実測(融合5頭)
10	1		38.5		実測(融合2頭)
10	2		39.0		実測(融合5頭)
10	3		39.6		実測(融合3頭)
10	4		39.0		実測(融合5頭)
10	5		38.5		実測(融合2頭)
10	6		39.0		実測(融合5頭)
10	7		39.0		実測(融合5頭)
10	8		40.2		実測
10	9		39.6		実測(融合3頭)
10	10		39.0		実測(融合5頭)
10	11		39.6		実測(融合3頭)
11	1		38.3		推定
11	3		39.1		推定
11	4		39.3		推定
11	5		39.6		推定
11	6		39.6		推定
11	7		38.5		推定
11	8		38.9		推定
11	9		39.6		推定
11	10		38.9		推定
12	1		38.8		推定
12	2		38.6		推定
12	3		38.3		推定
12	4		38.4		推定
12	5		39.7		推定
12	6		40.7		推定
12	7		39.6		推定
12	8		40.9		推定
12	9		39.6		推定
12	10		39.7		推定
12	11		39.5		推定
