レース	馬番	馬名	前半3F	向正面	出自
1	1		40.4		推定
1	2		40.8		推定
1	3		40.4		推定
1	4		40.0		推定
1	5		40.1		推定
1	6		40.0		推定
2	1		38.7		推定
2	2		39.9		推定
2	3		39.5		推定
2	4		41.2		推定
2	5		40.0		推定
2	6		38.7		推定
3	1		38.4		推定
3	2		38.9		推定
3	4		38.5		推定
3	5		38.7		推定
4	1		39.8		推定
4	2		40.0		推定
4	3		41.1		推定
4	4		39.9		推定
4	5		40.4		推定
4	6		40.5		推定
4	7		40.8		推定
4	8		39.6		推定
4	9		39.8		推定
4	10		40.0		推定
4	11		41.4		推定
5	1		39.8		推定
5	2		39.0		推定
5	3		39.1		推定
5	4		38.6		推定
5	5		39.5		推定
5	6		39.1		推定
5	7		39.5		推定
5	8		40.1		推定
5	9		38.9		推定
5	10		39.5		推定
5	11		38.8		推定
6	1		38.8		実測(融合3頭)
6	2		38.1		実測(融合5頭)
6	3		38.1		実測(融合5頭)
6	4		38.1		実測(融合5頭)
6	5		38.1		実測(融合5頭)
6	6		38.8		実測(融合3頭)
6	7		39.2		実測
6	8		39.0		実測
6	9		38.1		実測(融合5頭)
6	10		37.6		実測(融合2頭)
6	11		37.6		実測(融合2頭)
6	12		38.8		実測(融合3頭)
7	1		39.9		実測(融合3頭)
7	2		41.3		実測
7	3		39.9		実測(融合3頭)
7	4		40.1		実測(融合3頭)
7	5		40.1		実測(融合3頭)
7	6		39.3		実測(融合2頭)
7	7		39.9		実測(融合3頭)
7	8		40.4		実測(融合2頭)
7	9		40.8		実測
7	10		39.3		実測(融合2頭)
7	11		40.4		実測(融合2頭)
7	12		40.1		実測(融合3頭)
8	1		40.2		実測
8	2		38.7		実測(融合4頭)
8	3		39.7		実測(融合6頭)
8	4		39.7		実測(融合6頭)
8	5		39.7		実測(融合6頭)
8	6		38.7		実測(融合4頭)
8	7		39.7		実測(融合6頭)
8	8		38.7		実測(融合4頭)
8	9		39.7		実測(融合6頭)
8	10		40.4		実測
8	11		39.7		実測(融合6頭)
8	12		38.7		実測(融合4頭)
9	1		41.0		実測(融合2頭)
9	2		40.8		実測(融合3頭)
9	3		40.8		実測(融合3頭)
9	4		41.1		実測(融合2頭)
9	5		41.5		実測(融合2頭)
9	6		41.1		実測(融合2頭)
9	7		40.8		実測(融合3頭)
9	8		40.2		実測(融合2頭)
9	9		41.0		実測(融合2頭)
9	10		41.5		実測(融合2頭)
9	11		40.2		実測(融合2頭)
10	1		39.8		実測(融合3頭)
10	2		41.1		実測
10	3		39.5		実測(融合2頭)
10	4		39.5		実測(融合2頭)
10	5		39.8		実測(融合3頭)
10	6		39.8		実測(融合3頭)
10	7		39.1		実測(融合2頭)
10	8		39.1		実測(融合2頭)
10	9		40.4		実測
11	2		41.4		実測(融合3頭)
11	3		41.5		実測(融合2頭)
11	4		42.1		実測
11	5		41.4		実測(融合3頭)
11	6		40.9		実測
11	7		41.5		実測(融合2頭)
11	8		41.4		実測(融合3頭)
12	1		37.9		実測(融合3頭)
12	2		38.6		実測(融合3頭)
12	3		37.9		実測(融合3頭)
12	4		38.5		実測(融合2頭)
12	5		39.2		実測(融合3頭)
12	6		38.6		実測(融合3頭)
12	7		39.2		実測(融合3頭)
12	8		40.2		実測
12	9		38.5		実測(融合2頭)
12	10		39.2		実測(融合3頭)
12	11		38.6		実測(融合3頭)
12	12		37.9		実測(融合3頭)
