レース	馬番	馬名	前半3F	向正面	出自
1	1		40.5		推定
1	2		38.0		推定
1	3		41.4		推定
1	5		41.6		推定
1	6		39.9		推定
2	1		38.6		推定
2	2		39.8		推定
2	3		39.4		推定
2	4		40.6		推定
2	5		38.9		推定
2	6		38.7		推定
2	7		38.9		推定
2	8		39.6		推定
2	9		40.4		推定
2	10		39.2		推定
2	11		38.7		推定
3	1		43.8		実測
3	2		43.5		実測(融合2頭)
3	3		41.9		実測(融合2頭)
3	4		42.3		実測
3	5		43.5		実測(融合2頭)
3	6		42.9		実測
3	7		41.4		実測
3	8		41.9		実測(融合2頭)
4	1		41.7		実測
4	2		41.0		実測(融合2頭)
4	3		41.0		実測(融合2頭)
4	4		41.5		実測(融合2頭)
4	5		41.5		実測(融合2頭)
4	6		42.4		実測(融合2頭)
4	7		42.4		実測(融合2頭)
5	1		40.2		実測(融合2頭)
5	2		40.9		実測(融合2頭)
5	3		41.1		実測
5	4		39.8		実測(融合2頭)
5	5		39.8		実測(融合2頭)
5	6		40.2		実測(融合2頭)
5	7		40.5		実測
5	8		40.9		実測(融合2頭)
6	1		38.5		推定
6	2		38.5		推定
6	3		38.1		推定
6	4		38.1		推定
6	5		38.4		推定
6	6		38.0		推定
6	7		39.4		推定
6	8		38.0		推定
6	9		38.0		推定
7	1		39.6		推定
7	2		38.4		推定
7	3		38.6		推定
7	4		38.7		推定
7	5		38.3		推定
7	6		39.1		推定
7	7		38.3		推定
7	8		38.0		推定
7	9		38.6		推定
7	10		37.9		推定
7	11		38.0		推定
7	12		38.7		推定
8	1		39.8		推定
8	2		39.0		推定
8	3		39.7		推定
8	4		40.9		推定
8	5		38.6		推定
8	6		39.3		推定
8	7		38.8		推定
8	8		40.1		推定
8	9		42.8		推定
9	1		39.1		推定
9	2		41.4		推定
9	3		38.9		推定
9	4		40.2		推定
9	5		38.4		推定
9	6		38.5		推定
9	7		39.8		推定
9	8		38.8		推定
9	9		40.1		推定
9	10		39.9		推定
10	1		38.6		推定
10	2		37.4		推定
10	3		37.9		推定
10	4		38.7		推定
10	5		39.5		推定
10	6		37.7		推定
10	7		37.9		推定
10	8		38.2		推定
11	1		38.4		推定
11	2		37.6		推定
11	3		39.0		推定
11	4		38.0		推定
11	5		38.1		推定
11	6		37.4		推定
11	7		37.5		推定
11	8		38.8		推定
