レース	馬番	馬名	前半3F	向正面	出自
1	1		40.0		推定
1	2		40.1		推定
1	3		39.7		推定
1	4		39.8		推定
1	5		39.2		推定
1	6		39.2		推定
1	7		40.6		推定
2	1		40.5		推定
2	2		38.7		推定
2	3		39.0		推定
2	4		40.6		推定
2	5		39.6		推定
2	6		39.2		推定
2	7		38.7		推定
3	1		39.6		推定
3	2		40.2		推定
3	3		39.9		推定
3	4		39.0		推定
3	5		39.2		推定
3	6		40.6		推定
3	7		39.0		推定
3	8		41.6		推定
4	1		39.1		推定
4	2		39.5		推定
4	3		38.7		推定
4	4		38.6		推定
4	5		39.0		推定
4	6		38.6		推定
4	7		39.2		推定
4	8		39.5		推定
4	9		38.7		推定
4	10		38.3		推定
4	11		38.4		推定
5	1		39.2		推定
5	2		37.4		推定
5	3		40.1		推定
5	4		38.6		推定
5	5		37.5		推定
5	6		37.9		推定
5	7		37.2		推定
5	8		37.5		推定
5	9		39.1		推定
5	10		37.8		推定
5	11		39.5		推定
5	12		37.1		推定
6	1		39.0		推定
6	2		40.0		推定
6	3		38.9		推定
6	4		40.2		推定
6	5		39.5		推定
6	6		40.2		推定
6	7		40.8		推定
6	8		40.1		推定
7	1		39.0		推定
7	2		38.5		推定
7	3		39.4		推定
7	4		38.1		推定
7	5		39.1		推定
7	6		38.5		推定
7	7		38.2		推定
7	8		39.0		推定
8	1		38.4		推定
8	2		39.9		推定
8	3		37.9		推定
8	4		38.8		推定
8	5		38.1		推定
8	6		38.5		推定
8	7		38.6		推定
8	8		38.0		推定
8	9		38.1		推定
8	10		38.6		推定
8	11		38.8		推定
9	1		38.8		推定
9	2		39.7		推定
9	3		39.2		推定
9	4		40.3		推定
9	5		39.0		推定
9	6		39.3		推定
9	7		38.7		推定
9	8		39.7		推定
9	9		39.7		推定
9	10		38.7		推定
10	1		40.5		推定
10	2		39.5		推定
10	3		41.2		推定
10	4		40.2		推定
10	5		40.0		推定
10	6		42.5		推定
10	7		40.0		推定
10	8		39.5		推定
10	9		39.0		推定
10	10		39.2		推定
10	11		42.5		推定
10	12		39.8		推定
