レース	馬番	馬名	前半3F	向正面	出自
1	1		40.0		実測(融合2頭)
1	2		41.1		実測
1	3		40.5		実測
1	4		40.5		実測(融合2頭)
1	5		40.5		実測(融合2頭)
1	6		40.0		実測(融合2頭)
2	1		39.1		実測(融合4頭)
2	3		39.1		実測(融合4頭)
2	4		39.7		実測(融合3頭)
2	5		40.5		実測
2	6		38.6		実測(融合2頭)
2	7		39.7		実測(融合3頭)
2	8		39.7		実測(融合3頭)
2	9		39.1		実測(融合4頭)
2	10		38.6		実測(融合2頭)
2	11		39.1		実測(融合4頭)
3	1		40.5		実測(融合3頭)
3	2		39.9		実測(融合3頭)
3	3		39.9		実測(融合3頭)
3	4		40.5		実測(融合3頭)
3	5		41.0		実測
3	6		40.5		実測(融合3頭)
3	7		39.9		実測(融合3頭)
4	1		40.7		実測(融合6頭)
4	2		41.9		実測(融合2頭)
4	3		44.2		実測
4	4		40.7		実測(融合6頭)
4	5		40.3		実測
4	6		40.7		実測(融合6頭)
4	7		40.7		実測(融合6頭)
4	8		41.9		実測(融合2頭)
4	9		41.3		実測
4	10		40.7		実測(融合6頭)
4	11		40.7		実測(融合6頭)
5	1		39.6		実測(融合3頭)
5	2		38.7		実測(融合4頭)
5	3		38.7		実測(融合4頭)
5	4		38.7		実測(融合4頭)
5	5		38.7		実測(融合4頭)
5	6		39.6		実測(融合3頭)
5	7		40.1		実測
5	8		39.6		実測(融合3頭)
6	1		39.4		実測(融合3頭)
6	2		40.1		実測(融合4頭)
6	3		40.1		実測(融合4頭)
6	4		39.4		実測(融合3頭)
6	5		40.9		実測
6	6		40.6		実測
6	7		39.4		実測(融合3頭)
6	8		40.1		実測(融合4頭)
6	9		40.1		実測(融合4頭)
7	1		39.8		実測
7	2		39.0		実測
7	3		40.5		実測
7	5		39.4		実測(融合2頭)
7	6		39.4		実測(融合2頭)
7	7		40.0		実測
8	1		38.3		実測(融合4頭)
8	2		37.4		実測(融合4頭)
8	3		38.3		実測(融合4頭)
8	4		37.4		実測(融合4頭)
8	5		38.6		実測
8	6		37.4		実測(融合4頭)
8	7		38.3		実測(融合4頭)
8	8		37.4		実測(融合4頭)
8	9		39.3		実測
8	10		38.3		実測(融合4頭)
9	1		38.7		実測(融合5頭)
9	2		39.8		実測(融合5頭)
9	3		40.2		実測
9	4		39.8		実測(融合5頭)
9	5		40.0		実測
9	6		38.7		実測(融合5頭)
9	7		38.7		実測(融合5頭)
9	8		39.8		実測(融合5頭)
9	9		39.8		実測(融合5頭)
9	10		39.8		実測(融合5頭)
9	11		38.7		実測(融合5頭)
9	12		38.7		実測(融合5頭)
