レース	馬番	馬名	前半3F	向正面	出自
1	1		40.8		実測(融合2頭)
1	2		40.5		実測(融合2頭)
1	3		40.5		実測(融合2頭)
1	4		40.8		実測(融合2頭)
1	5		39.8		実測(融合2頭)
1	6		40.2		実測(融合2頭)
1	7		39.8		実測(融合2頭)
1	8		40.2		実測(融合2頭)
1	9		41.1		実測
2	1		40.3		実測
2	2		39.3		実測(融合5頭)
2	3		39.9		実測(融合4頭)
2	4		39.3		実測(融合5頭)
2	5		39.9		実測(融合4頭)
2	6		38.7		実測(融合2頭)
2	7		39.9		実測(融合4頭)
2	8		39.3		実測(融合5頭)
2	9		39.9		実測(融合4頭)
2	10		39.3		実測(融合5頭)
2	11		38.7		実測(融合2頭)
2	12		39.3		実測(融合5頭)
3	1		39.8		実測(融合3頭)
3	2		39.5		実測(融合3頭)
3	3		40.1		実測(融合4頭)
3	4		39.5		実測(融合3頭)
3	5		39.8		実測(融合3頭)
3	6		40.1		実測(融合4頭)
3	7		39.1		実測
3	8		39.8		実測(融合3頭)
3	9		40.1		実測(融合4頭)
3	11		39.5		実測(融合3頭)
4	1		39.5		推定
4	2		39.0		推定
4	4		38.2		推定
4	5		39.6		推定
4	6		38.2		推定
4	7		39.2		推定
4	8		38.6		推定
4	9		37.8		推定
4	10		38.2		推定
4	11		37.6		推定
4	12		39.2		推定
5	1		41.6		実測(融合3頭)
5	2		39.4		実測
5	4		40.7		実測
5	6		41.6		実測(融合3頭)
5	7		39.9		実測(融合2頭)
5	8		39.9		実測(融合2頭)
5	9		41.6		実測(融合3頭)
6	1		39.1		推定
6	2		42.8		推定
6	3		43.0		推定
6	4		39.7		推定
6	5		39.3		推定
6	6		39.4		推定
6	7		40.4		推定
6	8		40.6		推定
6	9		39.3		推定
6	10		38.5		推定
6	11		38.8		推定
6	12		39.4		推定
7	1		40.4		推定
7	2		39.6		推定
7	3		41.0		推定
7	4		39.2		推定
7	6		40.5		推定
7	7		39.1		推定
7	8		39.9		推定
7	9		39.2		推定
7	10		40.4		推定
7	11		39.9		推定
7	12		39.1		推定
8	1		40.5		推定
8	2		40.6		推定
8	3		40.2		推定
8	4		39.4		推定
8	5		39.1		推定
8	6		40.6		推定
8	7		39.9		推定
8	8		39.4		推定
8	9		39.8		推定
8	10		39.8		推定
8	11		39.3		推定
9	1		38.5		実測(融合5頭)
9	2		38.5		実測(融合5頭)
9	3		37.6		実測(融合4頭)
9	4		38.5		実測(融合5頭)
9	5		37.6		実測(融合4頭)
9	6		39.6		実測
9	7		38.5		実測(融合5頭)
9	8		38.9		実測
9	9		37.6		実測(融合4頭)
9	10		37.6		実測(融合4頭)
9	11		38.5		実測(融合5頭)
10	1		38.2		実測(融合2頭)
10	2		38.8		実測(融合6頭)
10	3		38.8		実測(融合6頭)
10	4		40.9		実測
10	5		38.8		実測(融合6頭)
10	6		38.8		実測(融合6頭)
10	7		40.1		実測
10	8		38.8		実測(融合6頭)
10	9		38.2		実測(融合2頭)
10	10		38.8		実測(融合6頭)
11	1		40.2		推定
11	2		40.1		推定
11	3		39.7		推定
11	4		39.4		推定
11	5		40.7		推定
11	6		40.9		推定
11	7		38.8		推定
11	8		40.7		推定
11	9		38.8		推定
11	10		39.6		推定
11	11		38.6		推定
11	12		38.7		推定
