レース	馬番	馬名	前半3F	向正面	出自
1	1		40.3		実測(融合3頭)
1	2		40.1		実測(融合2頭)
1	3		42.0		実測
1	4		40.3		実測(融合3頭)
1	5		40.1		実測(融合2頭)
1	6		41.2		実測
1	7		39.6		実測(融合2頭)
1	8		40.3		実測(融合3頭)
1	9		39.6		実測(融合2頭)
1	10		41.0		実測
2	1		41.8		実測(融合4頭)
2	2		42.4		実測(融合4頭)
2	3		41.8		実測(融合4頭)
2	4		41.8		実測(融合4頭)
2	5		42.4		実測(融合4頭)
2	6		41.4		実測
2	7		42.4		実測(融合4頭)
2	8		41.8		実測(融合4頭)
2	9		43.0		実測
2	10		42.4		実測(融合4頭)
3	1		41.8		実測(融合2頭)
3	2		42.7		実測
3	3		42.0		実測(融合4頭)
3	4		42.0		実測(融合4頭)
3	5		42.0		実測(融合4頭)
3	6		41.2		実測(融合2頭)
3	7		42.0		実測(融合4頭)
3	8		41.6		実測
3	9		41.8		実測(融合2頭)
3	10		41.2		実測(融合2頭)
4	1		38.8		推定
4	2		41.5		推定
4	3		40.8		推定
4	4		41.2		推定
4	5		39.5		推定
4	6		40.6		推定
4	7		39.5		推定
4	8		38.9		推定
4	9		40.8		推定
4	10		41.1		推定
5	1		40.3		推定
5	2		40.5		推定
5	3		39.8		推定
5	4		40.9		推定
5	5		39.9		推定
5	6		41.4		推定
5	7		39.7		推定
5	8		40.9		推定
5	9		39.8		推定
5	10		39.6		推定
5	11		40.5		推定
6	1		39.3		推定
6	2		40.2		推定
6	3		40.9		推定
6	4		40.2		推定
6	5		40.5		推定
6	6		39.1		推定
6	7		39.0		推定
6	8		40.5		推定
6	10		40.9		推定
6	11		40.4		推定
7	1		40.1		推定
7	2		39.6		推定
7	3		40.6		推定
7	4		40.9		推定
7	5		40.0		推定
7	6		41.6		推定
7	7		42.0		推定
7	8		40.2		推定
7	9		39.6		推定
7	10		41.5		推定
8	1		40.1		推定
8	2		39.9		推定
8	3		40.1		推定
8	4		39.5		推定
8	5		39.5		推定
8	6		39.3		推定
8	7		40.2		推定
8	8		39.3		推定
8	9		40.0		推定
8	10		40.0		推定
8	11		40.6		推定
9	1		41.2		推定
9	2		38.5		推定
9	3		39.3		推定
9	4		40.3		推定
9	5		39.5		推定
9	6		38.7		推定
9	7		39.2		推定
9	8		40.8		推定
9	9		39.2		推定
9	10		38.5		推定
10	2		40.1		推定
10	3		40.9		推定
10	4		41.1		推定
10	5		41.0		推定
10	6		41.2		推定
10	7		40.2		推定
10	8		40.4		推定
11	1		40.2		推定
11	2		39.3		推定
11	3		40.9		推定
11	4		39.9		推定
11	5		41.8		推定
11	6		39.8		推定
11	7		38.9		推定
11	8		39.2		推定
11	9		39.4		推定
11	10		40.7		推定
11	11		41.7		推定
11	12		39.0		推定
