レース	馬番	馬名	前半3F	向正面	出自
1	1		39.1		推定
1	2		37.7		推定
1	3		40.4		推定
1	4		38.5		推定
1	5		39.9		推定
1	6		38.5		推定
1	7		39.0		推定
2	1		40.0		推定
2	2		39.2		推定
2	3		39.2		推定
2	4		40.8		推定
2	5		39.1		推定
2	6		40.0		推定
2	7		39.6		推定
2	8		39.4		推定
3	1		38.6		推定
3	2		38.7		推定
3	3		38.5		推定
3	5		38.6		推定
3	6		39.1		推定
3	7		39.2		推定
3	8		39.2		推定
4	1		40.2		推定
4	2		39.5		推定
4	3		39.1		推定
4	4		39.2		推定
4	5		39.6		推定
4	6		38.8		推定
4	7		39.4		推定
4	8		39.0		推定
5	1		38.0		実測(融合4頭)
5	2		38.0		実測(融合4頭)
5	3		38.0		実測(融合4頭)
5	4		37.4		実測(融合3頭)
5	5		38.0		実測(融合4頭)
5	6		37.4		実測(融合3頭)
5	7		39.2		実測
5	8		38.9		実測
5	9		37.4		実測(融合3頭)
6	1		38.4		実測(融合4頭)
6	2		38.4		実測(融合4頭)
6	3		38.8		実測(融合2頭)
6	4		38.4		実測(融合4頭)
6	5		39.1		実測
6	6		38.8		実測(融合2頭)
6	7		39.6		実測
6	8		38.2		実測
6	9		37.8		実測(融合2頭)
6	10		37.8		実測(融合2頭)
6	11		38.4		実測(融合4頭)
7	1		38.8		実測(融合3頭)
7	2		39.6		実測(融合5頭)
7	3		39.6		実測(融合5頭)
7	4		39.9		実測(融合2頭)
7	5		39.6		実測(融合5頭)
7	6		40.0		実測
7	8		39.6		実測(融合5頭)
7	9		38.8		実測(融合3頭)
7	10		39.9		実測(融合2頭)
7	11		38.8		実測(融合3頭)
7	12		39.6		実測(融合5頭)
8	1		39.4		実測(融合3頭)
8	2		40.0		実測(融合4頭)
8	3		40.4		実測
8	4		39.0		実測(融合2頭)
8	5		40.0		実測(融合4頭)
8	6		39.4		実測(融合3頭)
8	7		39.4		実測(融合3頭)
8	8		39.0		実測(融合2頭)
8	9		40.0		実測(融合4頭)
8	10		40.2		実測
8	11		40.0		実測(融合4頭)
9	1		36.9		実測(融合5頭)
9	2		36.9		実測(融合5頭)
9	3		36.9		実測(融合5頭)
9	4		36.9		実測(融合5頭)
9	5		38.8		実測
9	6		39.4		実測
9	7		38.0		実測
9	8		36.9		実測(融合5頭)
10	1		38.0		推定
10	2		38.0		推定
10	3		37.6		推定
10	4		38.2		推定
10	5		38.4		推定
10	6		37.6		推定
10	7		38.0		推定
10	8		37.9		推定
11	1		39.9		実測(融合3頭)
11	2		39.7		実測(融合3頭)
11	3		39.7		実測(融合3頭)
11	4		40.9		実測
11	5		40.4		実測
11	6		39.9		実測(融合3頭)
11	7		39.9		実測(融合3頭)
11	8		39.7		実測(融合3頭)
11	9		39.2		実測
12	1		38.7		推定
12	2		37.6		推定
12	3		37.9		推定
12	4		38.8		推定
12	5		39.2		推定
12	6		38.2		推定
12	7		38.3		推定
12	8		38.8		推定
12	9		38.6		推定
12	10		37.7		推定
12	11		38.1		推定
12	12		37.9		推定
