レース	馬番	馬名	前半3F	向正面	出自
1	1		38.9		推定
1	2		38.7		推定
1	3		39.1		推定
1	4		39.3		推定
1	5		39.4		推定
1	6		38.9		推定
1	7		39.3		推定
1	8		38.9		推定
1	9		40.1		推定
2	1		39.6		推定
2	2		39.1		推定
2	3		40.2		推定
2	4		39.5		推定
2	5		40.6		推定
2	6		39.2		推定
2	7		40.4		推定
2	9		39.8		推定
2	10		39.2		推定
2	11		38.9		推定
3	1		38.7		推定
3	2		41.2		推定
3	3		39.1		推定
3	4		40.5		推定
3	5		39.2		推定
3	6		39.1		推定
3	7		40.5		推定
3	8		38.4		推定
3	9		38.5		推定
3	10		41.0		推定
4	1		39.6		推定
4	2		39.0		推定
4	3		38.9		推定
4	4		39.6		推定
4	5		38.9		推定
4	6		39.5		推定
4	7		38.8		推定
4	8		39.1		推定
4	9		40.6		推定
4	10		40.8		推定
5	1		39.4		実測(融合4頭)
5	2		39.4		実測(融合4頭)
5	3		39.7		実測(融合2頭)
5	4		39.4		実測(融合4頭)
5	5		40.0		実測
5	6		38.7		実測(融合3頭)
5	7		39.7		実測(融合2頭)
5	8		38.7		実測(融合3頭)
5	9		39.4		実測(融合4頭)
5	10		38.7		実測(融合3頭)
6	1		39.2		実測
6	2		37.9		実測(融合2頭)
6	3		38.9		実測(融合4頭)
6	4		38.3		実測(融合3頭)
6	5		38.3		実測(融合3頭)
6	6		38.9		実測(融合4頭)
6	7		37.9		実測(融合2頭)
6	8		38.9		実測(融合4頭)
6	9		38.9		実測(融合4頭)
6	10		38.3		実測(融合3頭)
8	1		40.1		推定
8	2		39.5		推定
8	3		39.6		推定
8	4		40.9		推定
8	5		40.4		推定
8	6		39.8		推定
8	7		38.6		推定
8	8		40.1		推定
8	9		38.7		推定
8	10		40.0		推定
9	1		39.4		推定
9	2		40.2		推定
9	3		38.7		推定
9	4		39.8		推定
9	5		40.6		推定
9	6		39.4		推定
9	7		40.2		推定
9	8		38.9		推定
9	9		39.6		推定
10	2		38.5		推定
10	3		38.6		推定
10	4		38.1		推定
10	5		38.2		推定
10	6		38.5		推定
10	7		38.4		推定
10	8		38.6		推定
10	9		39.1		推定
11	1		38.4		実測(融合2頭)
11	2		39.0		実測(融合4頭)
11	3		38.4		実測(融合2頭)
11	4		39.0		実測(融合4頭)
11	5		39.0		実測(融合4頭)
11	6		39.0		実測(融合4頭)
11	7		40.3		実測
11	8		39.5		実測
11	9		40.6		実測
12	1		39.4		実測(融合3頭)
12	2		39.9		実測(融合3頭)
12	3		39.9		実測(融合3頭)
12	4		39.3		実測
12	5		39.4		実測(融合3頭)
12	6		38.9		実測(融合2頭)
12	7		40.1		実測(融合3頭)
12	8		39.9		実測(融合3頭)
12	9		39.4		実測(融合3頭)
12	10		38.9		実測(融合2頭)
12	11		40.1		実測(融合3頭)
12	12		40.1		実測(融合3頭)
