レース	馬番	馬名	前半3F	向正面	出自
2	1		41.8		推定
2	2		40.7		推定
2	3		43.8		推定
2	4		41.4		推定
2	5		40.5		推定
2	6		40.2		推定
2	7		40.0		推定
2	8		39.6		推定
2	9		42.5		推定
2	10		39.8		推定
3	1		41.3		推定
3	2		42.5		推定
3	3		41.1		推定
3	4		42.1		推定
3	5		42.0		推定
3	6		40.6		推定
3	7		41.8		推定
3	8		41.2		推定
3	9		40.6		推定
3	10		40.7		推定
3	11		40.6		推定
4	1		38.9		推定
4	2		39.7		推定
4	3		40.7		推定
4	4		39.9		推定
4	5		39.2		推定
4	6		41.9		推定
4	7		39.4		推定
4	8		40.0		推定
4	9		40.8		推定
5	1		40.5		実測
5	2		38.8		実測(融合2頭)
5	3		39.6		実測(融合2頭)
5	4		39.4		実測(融合2頭)
5	5		39.2		実測
5	6		38.8		実測(融合2頭)
5	7		39.4		実測(融合2頭)
5	8		39.6		実測(融合2頭)
6	1		38.9		推定
6	2		39.4		推定
6	3		38.5		推定
6	4		38.5		推定
6	5		39.5		推定
6	6		40.1		推定
6	7		39.1		推定
6	8		40.9		推定
6	9		38.9		推定
6	10		41.1		推定
6	11		40.0		推定
6	12		38.5		推定
7	1		39.0		推定
7	2		38.5		推定
7	3		39.6		推定
7	4		39.2		推定
7	5		39.1		推定
7	6		39.0		推定
7	7		39.0		推定
7	8		38.5		推定
7	9		39.8		推定
7	10		39.1		推定
7	11		38.8		推定
7	12		38.6		推定
8	1		38.8		推定
8	2		39.1		推定
8	3		39.9		推定
8	4		38.8		推定
8	5		38.4		推定
8	6		40.2		推定
8	7		38.6		推定
8	8		39.5		推定
8	9		39.5		推定
8	10		38.9		推定
8	11		39.4		推定
9	1		38.4		推定
9	2		38.6		推定
9	3		39.0		推定
9	4		39.0		推定
9	5		38.6		推定
9	6		40.0		推定
9	7		39.0		推定
9	8		39.5		推定
9	9		38.5		推定
9	10		39.2		推定
9	11		38.4		推定
9	12		38.4		推定
10	1		39.4		推定
10	2		38.5		推定
10	3		38.1		推定
10	4		40.1		推定
10	5		36.9		推定
10	7		40.0		推定
10	8		41.0		推定
10	10		38.8		推定
10	11		36.9		推定
10	12		38.8		推定
11	1		41.2		推定
11	2		39.0		推定
11	3		38.8		推定
11	4		39.4		推定
11	5		40.4		推定
11	6		39.9		推定
11	7		40.0		推定
11	8		39.0		推定
11	9		39.6		推定
11	10		40.5		推定
11	11		39.0		推定
12	1		40.9		推定
12	2		40.0		推定
12	3		39.6		推定
12	4		41.1		推定
12	5		40.0		推定
12	6		39.1		推定
12	7		39.5		推定
12	8		39.2		推定
12	9		39.5		推定
12	10		39.9		推定
12	11		40.6		推定
12	12		39.8		推定
