レース	馬番	馬名	前半3F	向正面	出自
1	1		40.8		推定
1	2		40.1		推定
1	3		39.9		推定
1	4		39.5		推定
1	5		39.6		推定
1	6		39.6		推定
1	7		39.5		推定
2	1		39.4		推定
2	3		41.2		推定
2	4		39.1		推定
2	5		39.8		推定
2	6		40.4		推定
2	7		40.6		推定
2	8		41.2		推定
2	9		40.9		推定
2	10		39.1		推定
3	1		40.9		実測
3	2		39.2		実測(融合4頭)
3	3		40.6		実測
3	4		41.0		実測
3	5		39.2		実測(融合4頭)
3	6		40.7		実測
3	7		39.2		実測(融合4頭)
3	8		39.2		実測(融合4頭)
4	1		38.2		推定
4	2		38.6		推定
4	3		42.0		推定
4	4		38.8		推定
4	5		39.5		推定
4	6		39.2		推定
4	7		37.5		推定
4	8		37.5		推定
4	9		37.1		推定
4	10		40.0		推定
4	11		38.8		推定
4	12		38.0		推定
5	1		39.3		実測(融合2頭)
5	2		39.9		実測(融合4頭)
5	3		39.3		実測(融合2頭)
5	4		39.9		実測(融合4頭)
5	5		40.3		実測(融合3頭)
5	6		40.3		実測(融合3頭)
5	7		39.9		実測(融合4頭)
5	8		40.6		実測
5	9		40.3		実測(融合3頭)
5	10		39.9		実測(融合4頭)
6	1		42.4		実測
6	2		40.0		実測(融合7頭)
6	3		40.0		実測(融合7頭)
6	4		40.0		実測(融合7頭)
6	5		41.9		実測
6	6		41.7		実測
6	7		40.0		実測(融合7頭)
6	8		40.0		実測(融合7頭)
6	9		40.0		実測(融合7頭)
6	10		40.0		実測(融合7頭)
7	1		40.6		実測
7	2		40.2		実測(融合3頭)
7	3		40.2		実測(融合3頭)
7	4		39.2		実測(融合2頭)
7	5		39.2		実測(融合2頭)
7	6		39.7		実測(融合4頭)
7	7		39.7		実測(融合4頭)
7	8		40.4		実測
7	9		40.2		実測(融合3頭)
7	10		39.7		実測(融合4頭)
7	11		39.7		実測(融合4頭)
8	1		39.7		実測(融合4頭)
8	2		39.1		実測(融合2頭)
8	3		39.7		実測(融合4頭)
8	4		39.7		実測(融合4頭)
8	5		39.1		実測(融合2頭)
8	6		40.8		実測
8	7		40.1		実測(融合4頭)
8	8		39.7		実測(融合4頭)
8	9		40.1		実測(融合4頭)
8	10		40.1		実測(融合4頭)
8	11		40.1		実測(融合4頭)
9	1		39.6		実測(融合3頭)
9	2		39.9		実測(融合3頭)
9	3		40.5		実測
9	4		39.0		実測(融合3頭)
9	5		40.2		実測(融合2頭)
9	6		39.9		実測(融合3頭)
9	7		39.9		実測(融合3頭)
9	8		39.0		実測(融合3頭)
9	9		40.2		実測(融合2頭)
9	10		39.0		実測(融合3頭)
9	11		39.6		実測(融合3頭)
9	12		39.6		実測(融合3頭)
