レース	馬番	馬名	前半3F	向正面	出自
1	1		40.0		推定
1	2		40.4		推定
1	3		40.9		推定
1	4		39.6		推定
1	5		41.8		推定
1	6		40.8		推定
1	7		40.6		推定
1	8		39.9		推定
1	9		40.8		推定
2	1		40.0		推定
2	2		40.2		推定
2	3		42.5		推定
2	4		41.6		推定
2	5		40.8		推定
2	6		40.2		推定
2	7		39.5		推定
2	8		39.6		推定
2	9		39.9		推定
2	10		40.4		推定
3	1		40.4		推定
3	2		40.1		推定
3	3		41.1		推定
3	4		40.2		推定
3	5		40.8		推定
3	7		40.5		推定
3	8		40.0		推定
4	1		39.1		推定
4	2		39.6		推定
4	3		41.5		推定
4	4		40.2		推定
4	5		38.6		推定
4	6		39.1		推定
4	7		39.8		推定
4	8		39.8		推定
4	9		40.3		推定
5	1		42.0		実測
5	2		41.7		実測(融合2頭)
5	3		41.4		実測
5	4		41.7		実測(融合2頭)
5	5		43.1		実測(融合2頭)
5	6		43.1		実測(融合2頭)
5	7		42.2		実測
5	8		42.8		実測
6	1		40.4		実測(融合3頭)
6	2		39.9		実測(融合2頭)
6	3		41.1		実測(融合2頭)
6	4		40.4		実測(融合3頭)
6	5		40.4		実測(融合3頭)
6	6		40.7		実測
6	7		41.1		実測(融合2頭)
6	8		39.9		実測(融合2頭)
7	1		39.7		推定
7	2		40.3		推定
7	3		40.2		推定
7	4		40.2		推定
7	5		40.6		推定
7	6		40.0		推定
7	7		39.9		推定
7	8		40.6		推定
8	1		40.2		実測(融合2頭)
8	2		41.0		実測
8	3		41.3		実測
8	4		40.8		実測(融合2頭)
8	5		40.8		実測(融合2頭)
8	6		40.2		実測(融合2頭)
9	1		40.0		実測
9	2		40.5		実測
9	3		39.1		実測
9	4		40.8		実測(融合3頭)
9	5		41.0		実測
9	6		41.2		実測
9	7		41.3		実測
9	8		40.8		実測(融合3頭)
9	9		40.8		実測(融合3頭)
9	10		39.5		実測(融合2頭)
9	11		39.5		実測(融合2頭)
