レース	馬番	馬名	前半3F	向正面	出自
1	1		39.6		推定
1	2		39.4		推定
1	3		38.8		推定
1	4		40.0		推定
1	5		39.5		推定
1	6		39.1		推定
1	7		38.6		推定
1	8		40.2		推定
2	1		40.3		推定
2	2		39.4		推定
2	3		40.3		推定
2	4		39.9		推定
2	5		40.0		推定
2	6		39.4		推定
2	7		39.7		推定
2	8		40.0		推定
3	1		40.9		推定
3	2		40.6		推定
3	3		40.2		推定
3	4		40.3		推定
3	5		40.4		推定
3	6		40.7		推定
3	7		40.2		推定
4	1		39.1		実測(融合4頭)
4	2		39.1		実測(融合4頭)
4	3		38.9		実測(融合3頭)
4	4		39.1		実測(融合4頭)
4	5		38.3		実測(融合2頭)
4	6		38.3		実測(融合2頭)
4	7		39.6		実測
4	8		39.1		実測(融合4頭)
4	9		38.9		実測(融合3頭)
4	10		38.9		実測(融合3頭)
5	1		39.4		推定
5	2		40.3		推定
5	3		38.4		推定
5	4		39.3		推定
5	5		38.9		推定
5	6		39.1		推定
5	7		38.5		推定
5	8		38.4		推定
6	1		37.9		推定
6	2		38.0		推定
6	3		39.0		推定
6	4		39.3		推定
6	5		38.2		推定
6	6		38.3		推定
6	7		38.9		推定
6	8		38.4		推定
6	9		38.9		推定
7	1		38.6		推定
7	2		38.3		推定
7	3		39.9		推定
7	4		38.9		推定
7	5		39.1		推定
7	6		39.5		推定
7	7		38.2		推定
7	8		39.4		推定
7	9		40.6		推定
7	10		38.3		推定
8	1		37.8		推定
8	2		40.1		推定
8	3		38.2		推定
8	4		38.1		推定
8	5		37.5		推定
8	6		39.6		推定
8	7		38.5		推定
8	8		37.4		推定
8	9		37.6		推定
8	10		38.0		推定
9	1		39.0		推定
9	2		38.6		推定
9	3		39.4		推定
9	4		38.4		推定
9	5		37.8		推定
9	6		38.4		推定
9	7		39.0		推定
9	8		38.4		推定
9	9		38.9		推定
9	10		38.0		推定
10	1		41.1		推定
10	2		40.0		推定
10	3		40.0		推定
10	4		39.9		推定
10	5		39.6		推定
10	6		39.6		推定
10	7		39.4		推定
10	8		39.2		推定
10	9		40.4		推定
11	1		37.3		推定
11	2		39.1		推定
11	3		36.6		推定
11	4		38.1		推定
11	5		38.3		推定
11	6		37.3		推定
11	7		37.6		推定
11	8		38.3		推定
11	9		38.5		推定
11	10		36.8		推定
12	1		38.8		実測(融合3頭)
12	2		39.3		実測(融合2頭)
12	3		38.8		実測(融合3頭)
12	4		39.0		実測(融合2頭)
12	5		39.7		実測
12	6		39.3		実測(融合2頭)
12	7		38.0		実測(融合2頭)
12	8		38.8		実測(融合3頭)
12	9		39.0		実測(融合2頭)
12	10		38.4		実測(融合2頭)
12	11		38.0		実測(融合2頭)
12	12		38.4		実測(融合2頭)
