レース	馬番	馬名	前半3F	向正面	出自
1	1		40.4		実測(融合5頭)
1	2		41.2		実測
1	3		40.4		実測(融合5頭)
1	4		40.4		実測(融合5頭)
1	5		40.2		実測(融合2頭)
1	6		40.2		実測(融合2頭)
1	7		40.4		実測(融合5頭)
1	8		40.4		実測(融合5頭)
1	9		39.7		実測(融合2頭)
1	10		39.7		実測(融合2頭)
2	1		39.2		実測(融合3頭)
2	2		40.4		実測(融合2頭)
2	3		39.2		実測(融合3頭)
2	4		39.8		実測(融合5頭)
2	5		39.8		実測(融合5頭)
2	6		39.8		実測(融合5頭)
2	7		39.2		実測(融合3頭)
2	8		41.2		実測
2	9		39.8		実測(融合5頭)
2	10		40.4		実測(融合2頭)
3	1		39.6		実測(融合4頭)
3	2		39.1		実測(融合2頭)
3	3		39.6		実測(融合4頭)
3	4		39.6		実測(融合4頭)
3	5		40.3		実測
3	6		39.6		実測(融合4頭)
3	7		39.1		実測(融合2頭)
3	8		40.9		実測
3	9		40.5		実測
4	1		40.9		実測(融合2頭)
4	2		40.3		実測(融合2頭)
4	3		40.3		実測(融合2頭)
4	4		41.5		実測(融合2頭)
4	5		40.9		実測(融合2頭)
4	6		41.5		実測(融合2頭)
4	7		41.1		実測
5	1		41.0		実測(融合2頭)
5	2		40.7		実測(融合2頭)
5	3		41.3		実測
5	4		41.9		実測
5	5		42.5		実測
5	6		41.0		実測(融合2頭)
5	7		40.7		実測(融合2頭)
6	2		41.5		実測
6	3		41.8		実測
6	4		40.9		実測
6	5		39.9		実測
6	6		40.2		実測
6	7		41.6		実測
7	1		40.0		実測(融合2頭)
7	2		41.0		実測(融合2頭)
7	3		40.6		実測
7	4		40.9		実測
7	5		41.7		実測(融合2頭)
7	6		41.0		実測(融合2頭)
7	7		41.7		実測(融合2頭)
7	8		40.0		実測(融合2頭)
8	1		41.0		実測(融合2頭)
8	2		41.0		実測(融合2頭)
8	3		40.8		実測(融合2頭)
8	4		40.4		実測
8	5		39.8		実測(融合2頭)
8	6		39.8		実測(融合2頭)
8	7		40.8		実測(融合2頭)
9	1		40.7		推定
9	2		41.0		推定
9	3		41.2		推定
9	4		41.5		推定
9	5		40.7		推定
9	6		40.9		推定
9	8		41.4		推定
10	1		40.0		推定
10	2		40.3		推定
10	3		40.3		推定
10	4		40.9		推定
10	5		39.5		推定
10	6		39.9		推定
10	7		40.2		推定
10	8		40.5		推定
10	9		40.6		推定
10	10		40.3		推定
10	11		39.9		推定
