レース	馬番	馬名	前半3F	向正面	出自
1	1		40.6		推定
1	2		42.8		推定
1	3		41.1		推定
1	4		42.5		推定
1	5		41.4		推定
1	6		41.6		推定
1	7		41.0		推定
1	8		41.2		推定
2	1		41.2		推定
2	2		41.7		推定
2	3		40.5		推定
2	4		40.6		推定
2	5		41.2		推定
2	6		41.0		推定
2	7		41.0		推定
2	8		40.8		推定
3	1		39.7		実測(融合5頭)
3	2		39.3		実測(融合3頭)
3	3		39.3		実測(融合3頭)
3	4		38.8		実測(融合2頭)
3	5		38.8		実測(融合2頭)
3	6		39.7		実測(融合5頭)
3	7		39.7		実測(融合5頭)
3	8		39.7		実測(融合5頭)
3	9		41.4		実測
3	10		39.3		実測(融合3頭)
3	11		40.3		実測
3	12		39.7		実測(融合5頭)
4	1		39.9		推定
4	2		40.2		推定
4	3		39.6		推定
4	4		39.8		推定
4	5		39.4		推定
4	6		41.4		推定
4	7		39.4		推定
4	8		40.6		推定
4	9		39.6		推定
4	10		39.2		推定
5	1		40.4		推定
5	2		40.0		推定
5	3		39.8		推定
5	4		40.6		推定
5	5		39.9		推定
5	6		39.6		推定
5	7		39.4		推定
5	8		39.5		推定
5	9		39.7		推定
6	1		40.1		推定
6	2		40.4		推定
6	3		40.5		推定
6	4		39.5		推定
6	5		39.6		推定
6	7		40.4		推定
6	8		39.6		推定
6	9		39.5		推定
7	1		42.4		推定
7	2		39.2		推定
7	3		40.0		推定
7	4		39.1		推定
7	5		39.9		推定
7	6		38.9		推定
7	7		39.0		推定
7	8		40.0		推定
7	9		38.6		推定
7	10		38.8		推定
8	1		40.5		推定
8	2		39.5		推定
8	3		39.4		推定
8	4		41.0		推定
8	5		40.1		推定
8	6		39.9		推定
8	7		40.5		推定
8	8		39.4		推定
8	9		40.6		推定
9	1		39.1		推定
9	2		39.5		推定
9	4		39.6		推定
9	5		39.2		推定
9	6		39.4		推定
9	7		40.2		推定
9	8		40.0		推定
9	9		40.4		推定
9	10		40.7		推定
10	1		39.9		推定
10	2		39.6		推定
10	3		39.5		推定
10	4		40.1		推定
10	5		40.3		推定
10	6		39.8		推定
10	7		40.3		推定
10	8		40.1		推定
10	9		40.2		推定
10	10		40.8		推定
10	11		39.4		推定
10	12		39.8		推定
