レース	馬番	馬名	前半3F	向正面	出自
1	1		38.9		推定
1	2		39.0		推定
1	3		38.6		推定
1	4		39.6		推定
1	5		38.7		推定
1	6		38.8		推定
1	7		38.5		推定
1	8		38.6		推定
1	9		38.6		推定
2	1		37.5		推定
2	2		37.4		推定
2	3		38.9		推定
2	4		37.4		推定
2	5		38.8		推定
2	6		38.2		推定
2	7		38.4		推定
2	8		37.6		推定
2	9		38.9		推定
3	1		38.1		推定
3	2		38.9		推定
3	3		38.4		推定
3	4		38.5		推定
3	5		39.0		推定
3	6		38.2		推定
3	7		37.9		推定
3	8		38.5		推定
3	9		38.6		推定
3	10		37.9		推定
3	11		37.9		推定
4	1		37.8		推定
4	2		41.3		推定
4	3		38.0		推定
4	4		39.9		推定
4	5		38.7		推定
4	6		39.4		推定
4	7		37.9		推定
4	8		37.5		推定
4	9		38.6		推定
4	10		37.5		推定
5	1		38.8		実測
5	2		37.9		実測(融合6頭)
5	3		37.4		実測(融合2頭)
5	4		37.4		実測(融合2頭)
5	5		37.9		実測(融合6頭)
5	6		37.9		実測(融合6頭)
5	7		37.9		実測(融合6頭)
5	8		37.9		実測(融合6頭)
5	9		39.0		実測
5	11		39.0		実測
5	12		37.9		実測(融合6頭)
6	1		37.0		推定
6	2		39.1		推定
6	3		39.0		推定
6	4		38.5		推定
6	5		38.5		推定
6	6		39.1		推定
6	7		38.6		推定
6	8		37.5		推定
6	9		37.6		推定
6	10		38.0		推定
6	11		36.6		推定
6	12		37.0		推定
7	1		38.0		推定
7	3		38.1		推定
7	5		39.3		推定
7	6		37.7		推定
7	7		40.0		推定
7	8		37.7		推定
7	9		38.1		推定
7	10		38.9		推定
7	11		37.7		推定
7	12		38.2		推定
8	1		38.9		実測(融合3頭)
8	2		38.9		実測(融合3頭)
8	3		38.0		実測(融合2頭)
8	4		38.5		実測(融合3頭)
8	5		38.5		実測(融合3頭)
8	6		38.5		実測(融合3頭)
8	7		38.0		実測(融合2頭)
8	8		39.3		実測
8	9		39.1		実測(融合2頭)
8	10		39.1		実測(融合2頭)
8	11		38.9		実測(融合3頭)
9	1		38.9		推定
9	2		40.0		推定
9	3		37.9		推定
9	4		41.0		推定
9	5		38.7		推定
9	6		37.3		推定
9	7		39.0		推定
9	8		38.5		推定
9	9		37.3		推定
9	10		40.6		推定
9	11		37.9		推定
10	1		37.0		実測(融合3頭)
10	2		37.0		実測(融合3頭)
10	3		38.1		実測(融合3頭)
10	4		38.5		実測
10	5		38.1		実測(融合3頭)
10	6		37.0		実測(融合3頭)
10	7		37.7		実測(融合4頭)
10	8		37.7		実測(融合4頭)
10	9		38.1		実測(融合3頭)
10	10		37.7		実測(融合4頭)
10	11		37.7		実測(融合4頭)
11	1		37.5		推定
11	2		39.9		推定
11	3		39.7		推定
11	4		38.6		推定
11	5		37.9		推定
11	6		37.5		推定
11	7		39.6		推定
11	8		38.5		推定
11	9		39.2		推定
11	10		37.9		推定
12	1		37.4		実測(融合2頭)
12	2		37.9		実測(融合3頭)
12	3		36.9		実測(融合2頭)
12	4		38.2		実測(融合2頭)
12	5		37.9		実測(融合3頭)
12	6		38.2		実測(融合2頭)
12	7		37.5		実測(融合2頭)
12	8		37.4		実測(融合2頭)
12	9		38.5		実測
12	10		37.9		実測(融合3頭)
12	11		37.5		実測(融合2頭)
12	12		36.9		実測(融合2頭)
