レース	馬番	馬名	前半3F	向正面	出自
1	1		39.1		推定
1	2		41.9		推定
1	3		39.5		推定
1	4		39.1		推定
1	5		39.5		推定
1	6		39.6		推定
1	7		40.4		推定
1	8		39.1		推定
1	9		41.8		推定
1	10		40.1		推定
2	1		38.5		推定
2	2		39.0		推定
2	3		39.5		推定
2	4		39.0		推定
2	5		38.3		推定
2	6		39.2		推定
2	7		38.8		推定
2	8		39.6		推定
2	9		38.5		推定
2	10		38.2		推定
2	11		38.4		推定
3	1		39.5		推定
3	2		39.1		推定
3	3		39.0		推定
3	5		38.5		推定
3	6		39.8		推定
3	7		39.2		推定
3	8		39.4		推定
3	9		38.9		推定
3	10		38.6		推定
4	1		37.9		推定
4	2		39.0		推定
4	3		38.5		推定
4	4		38.3		推定
4	5		38.0		推定
4	6		40.2		推定
4	7		39.3		推定
4	8		38.5		推定
5	1		38.2		推定
5	2		39.6		推定
5	3		38.3		推定
5	4		40.4		推定
5	5		38.5		推定
5	6		39.3		推定
5	7		37.1		推定
5	8		37.2		推定
5	9		37.7		推定
5	10		38.8		推定
6	1		38.2		実測
6	2		38.6		実測(融合3頭)
6	3		38.6		実測(融合3頭)
6	4		39.2		実測(融合4頭)
6	5		39.2		実測(融合4頭)
6	6		38.6		実測(融合3頭)
6	7		39.0		実測(融合3頭)
6	8		40.8		実測
6	9		39.0		実測(融合3頭)
6	10		39.2		実測(融合4頭)
6	11		39.0		実測(融合3頭)
6	12		39.2		実測(融合4頭)
7	1		39.4		実測(融合3頭)
7	2		39.0		実測(融合3頭)
7	3		39.4		実測(融合3頭)
7	4		39.9		実測(融合2頭)
7	5		40.2		実測
7	6		39.0		実測(融合3頭)
7	9		39.0		実測(融合3頭)
7	10		39.4		実測(融合3頭)
7	11		39.9		実測(融合2頭)
8	1		39.8		実測
8	2		39.1		実測(融合4頭)
8	3		39.1		実測(融合4頭)
8	4		40.9		実測(融合2頭)
8	5		40.3		実測(融合2頭)
8	6		40.9		実測(融合2頭)
8	7		39.1		実測(融合4頭)
8	8		40.5		実測
8	9		39.1		実測(融合4頭)
8	10		40.3		実測(融合2頭)
9	1		38.2		推定
9	2		39.2		推定
9	3		39.4		推定
9	4		39.7		推定
9	5		38.8		推定
9	6		39.5		推定
9	7		38.5		推定
9	8		39.4		推定
9	10		38.4		推定
9	11		39.4		推定
9	12		38.1		推定
