レース	馬番	馬名	前半3F	向正面	出自
1	1		42.8		実測
1	2		43.0		実測
1	3		41.0		実測(融合2頭)
1	4		41.3		実測(融合3頭)
1	5		40.1		実測
1	6		41.3		実測(融合3頭)
1	7		40.5		実測
1	8		41.3		実測(融合3頭)
1	9		41.0		実測(融合2頭)
2	1		42.9		実測(融合2頭)
2	2		41.1		実測
2	3		41.5		実測(融合3頭)
2	4		41.5		実測(融合3頭)
2	5		43.2		実測
2	6		42.9		実測(融合2頭)
2	7		41.5		実測(融合3頭)
2	8		42.0		実測(融合2頭)
2	9		42.0		実測(融合2頭)
4	1		43.0		実測(融合3頭)
4	2		42.2		実測(融合2頭)
4	3		43.4		実測(融合3頭)
4	4		43.4		実測(融合3頭)
4	5		43.0		実測(融合3頭)
4	6		43.4		実測(融合3頭)
4	7		43.0		実測(融合3頭)
4	8		42.2		実測(融合2頭)
4	9		41.8		実測
4	10		44.8		実測
5	1		44.0		実測(融合3頭)
5	2		42.2		実測
5	3		44.0		実測(融合3頭)
5	4		43.6		実測(融合2頭)
5	5		44.0		実測(融合3頭)
5	6		43.0		実測
5	7		43.6		実測(融合2頭)
5	8		41.9		実測(融合2頭)
5	9		41.9		実測(融合2頭)
6	1		39.0		実測(融合6頭)
6	2		39.0		実測(融合6頭)
6	4		39.0		実測(融合6頭)
6	5		39.0		実測(融合6頭)
6	6		40.6		実測
6	7		42.3		実測
6	8		45.0		実測
6	9		39.0		実測(融合6頭)
6	10		39.0		実測(融合6頭)
7	1		40.2		推定
7	2		40.8		推定
7	4		41.2		推定
7	5		41.4		推定
7	6		41.2		推定
7	7		41.7		推定
7	8		41.3		推定
7	9		40.4		推定
8	1		42.9		推定
8	2		42.4		推定
8	3		42.5		推定
8	4		43.2		推定
8	5		42.6		推定
8	6		42.3		推定
8	7		42.8		推定
8	8		42.9		推定
8	9		42.5		推定
8	10		43.5		推定
9	1		40.9		実測(融合4頭)
9	2		41.4		実測
9	3		40.9		実測(融合4頭)
9	4		39.5		実測(融合3頭)
9	5		40.2		実測(融合2頭)
9	6		40.2		実測(融合2頭)
9	7		40.4		実測
9	8		40.9		実測(融合4頭)
9	9		40.9		実測(融合4頭)
9	10		39.5		実測(融合3頭)
9	11		39.5		実測(融合3頭)
10	1		39.5		実測(融合5頭)
10	2		41.7		実測
10	3		39.5		実測(融合5頭)
10	4		39.5		実測(融合5頭)
10	5		41.2		実測
10	6		40.6		実測
10	7		39.5		実測(融合5頭)
10	8		39.5		実測(融合5頭)
11	1		44.0		実測
11	2		42.2		実測(融合3頭)
11	3		41.6		実測
11	4		42.2		実測(融合3頭)
11	5		43.1		実測(融合2頭)
11	6		42.2		実測(融合3頭)
11	7		43.3		実測
11	8		43.1		実測(融合2頭)
12	1		43.2		実測
12	2		41.1		実測(融合4頭)
12	3		42.0		実測
12	4		39.8		実測
12	5		41.1		実測(融合4頭)
12	6		41.0		実測
12	7		41.8		実測
12	8		41.6		実測
12	9		40.4		実測
12	10		41.1		実測(融合4頭)
12	11		41.1		実測(融合4頭)
