レース	馬番	馬名	前半3F	向正面	出自
1	1		40.7		実測(融合2頭)
1	2		41.3		実測
1	3		40.2		実測(融合4頭)
1	4		40.7		実測(融合2頭)
1	6		40.2		実測(融合4頭)
1	7		40.2		実測(融合4頭)
1	8		39.7		実測(融合2頭)
1	9		39.7		実測(融合2頭)
1	10		40.2		実測(融合4頭)
2	1		40.2		実測(融合3頭)
2	2		41.0		実測
2	3		39.7		実測(融合2頭)
2	4		40.8		実測(融合3頭)
2	5		40.2		実測(融合3頭)
2	6		40.8		実測(融合3頭)
2	7		39.7		実測(融合2頭)
2	8		40.4		実測(融合2頭)
2	9		40.4		実測(融合2頭)
2	10		40.2		実測(融合3頭)
2	11		40.8		実測(融合3頭)
3	1		41.5		実測
3	2		40.1		実測(融合4頭)
3	3		40.7		実測(融合3頭)
3	4		40.1		実測(融合4頭)
3	5		40.1		実測(融合4頭)
3	6		40.1		実測(融合4頭)
3	7		41.1		実測
3	8		40.7		実測(融合3頭)
3	9		39.8		実測
3	10		40.7		実測(融合3頭)
4	1		38.1		実測(融合4頭)
4	2		39.9		実測
4	3		39.0		実測(融合4頭)
4	4		39.0		実測(融合4頭)
4	5		38.1		実測(融合4頭)
4	6		39.3		実測
4	7		39.0		実測(融合4頭)
4	8		39.0		実測(融合4頭)
4	9		38.1		実測(融合4頭)
4	10		38.1		実測(融合4頭)
7	1		39.6		推定
7	2		39.0		推定
7	4		39.0		推定
7	5		39.8		推定
7	6		40.0		推定
7	7		40.6		推定
7	8		40.0		推定
7	9		38.8		推定
8	1		38.6		推定
8	2		39.4		推定
8	3		39.1		推定
8	4		39.9		推定
8	5		40.5		推定
8	6		39.8		推定
8	7		40.4		推定
8	8		39.1		推定
8	9		39.0		推定
8	10		39.6		推定
8	11		40.9		推定
9	1		38.6		推定
9	2		40.3		推定
9	3		38.4		推定
9	4		38.6		推定
9	5		39.2		推定
9	6		39.7		推定
9	7		39.0		推定
9	8		39.0		推定
9	9		40.3		推定
10	1		38.6		推定
10	2		38.1		推定
10	3		39.9		推定
10	4		40.5		推定
10	5		40.8		推定
10	6		40.0		推定
10	7		39.2		推定
10	8		39.8		推定
10	9		38.6		推定
10	10		39.0		推定
10	11		40.0		推定
11	1		39.0		推定
11	2		39.4		推定
11	3		38.7		推定
11	4		39.7		推定
11	5		39.1		推定
11	6		40.8		推定
11	7		39.8		推定
11	8		40.3		推定
11	9		39.2		推定
11	10		40.7		推定
11	11		40.4		推定
11	12		39.2		推定
12	1		37.9		実測(融合5頭)
12	2		39.1		実測
12	3		39.0		実測(融合5頭)
12	4		39.0		実測(融合5頭)
12	5		37.9		実測(融合5頭)
12	6		39.2		実測
12	7		37.9		実測(融合5頭)
12	8		37.9		実測(融合5頭)
12	9		39.0		実測(融合5頭)
12	10		39.0		実測(融合5頭)
12	11		39.0		実測(融合5頭)
12	12		37.9		実測(融合5頭)
