レース	馬番	馬名	前半3F	向正面	出自
1	1		39.6		推定
1	2		40.0		推定
1	3		39.5		推定
1	4		39.8		推定
1	5		39.4		推定
1	6		40.0		推定
1	7		39.8		推定
2	1		39.6		実測(融合3頭)
2	2		40.3		実測(融合3頭)
2	4		40.9		実測
2	5		40.3		実測(融合3頭)
2	6		39.6		実測(融合3頭)
2	7		39.6		実測(融合3頭)
2	8		40.3		実測(融合3頭)
3	1		39.6		実測(融合2頭)
3	2		39.6		実測(融合2頭)
3	3		40.3		実測(融合2頭)
3	4		40.7		実測
3	5		40.1		実測(融合3頭)
3	6		40.3		実測(融合2頭)
3	7		40.1		実測(融合3頭)
3	8		40.1		実測(融合3頭)
4	1		40.4		実測
4	2		39.0		実測
4	3		38.6		実測(融合2頭)
4	6		40.0		実測
4	7		38.6		実測(融合2頭)
4	8		39.2		実測(融合3頭)
4	9		39.2		実測(融合3頭)
4	10		39.2		実測(融合3頭)
5	1		40.1		推定
5	2		38.8		推定
5	3		40.8		推定
5	4		39.3		推定
5	5		39.6		推定
5	6		40.4		推定
5	7		39.7		推定
5	8		38.6		推定
5	9		39.5		推定
5	10		39.4		推定
5	11		38.8		推定
6	1		38.8		実測
6	2		39.3		実測
6	3		38.6		実測(融合3頭)
6	4		37.9		実測(融合3頭)
6	5		38.6		実測(融合3頭)
6	6		38.6		実測(融合3頭)
6	7		37.9		実測(融合3頭)
6	8		37.9		実測(融合3頭)
7	1		38.9		推定
7	2		37.7		推定
7	3		38.1		推定
7	4		39.6		推定
7	5		39.3		推定
7	6		38.0		推定
7	7		38.1		推定
7	8		37.7		推定
8	1		40.5		実測
8	2		41.0		実測(融合2頭)
8	3		41.0		実測(融合2頭)
8	4		41.4		実測(融合2頭)
8	5		41.4		実測(融合2頭)
8	6		40.8		実測(融合2頭)
8	7		40.8		実測(融合2頭)
8	8		41.6		実測
9	1		39.5		推定
9	2		38.9		推定
9	3		39.5		推定
9	4		38.0		推定
9	5		38.5		推定
9	6		38.1		推定
9	7		40.0		推定
9	8		39.0		推定
9	9		39.8		推定
9	10		38.8		推定
9	11		39.0		推定
9	12		39.2		推定
