レース	馬番	馬名	前半3F	向正面	出自
3	1		40.3		推定
3	2		39.1		推定
3	3		40.5		推定
3	4		39.4		推定
3	5		39.9		推定
3	6		38.4		推定
3	7		40.6		推定
3	8		40.7		推定
3	9		39.5		推定
3	10		40.3		推定
4	1		39.9		推定
4	2		40.0		推定
4	3		39.5		推定
4	4		40.9		推定
4	5		40.4		推定
4	6		39.6		推定
4	7		40.6		推定
4	8		39.1		推定
4	9		39.5		推定
4	10		39.5		推定
4	11		39.2		推定
4	12		40.4		推定
5	1		38.5		推定
5	2		39.0		推定
5	3		37.8		推定
5	4		40.7		推定
5	5		40.8		推定
5	6		43.0		推定
5	7		38.4		推定
5	8		38.4		推定
5	9		38.7		推定
5	10		39.3		推定
5	11		39.1		推定
6	1		39.3		実測(融合3頭)
6	2		42.4		実測
6	3		39.3		実測(融合3頭)
6	4		43.4		実測
6	5		39.3		実測(融合3頭)
6	6		41.0		実測
6	8		41.5		実測
6	10		41.2		実測
7	1		38.4		実測(融合5頭)
7	2		39.6		実測(融合6頭)
7	3		39.6		実測(融合6頭)
7	4		39.6		実測(融合6頭)
7	5		40.0		実測
7	6		38.4		実測(融合5頭)
7	7		38.4		実測(融合5頭)
7	8		39.6		実測(融合6頭)
7	9		39.6		実測(融合6頭)
7	10		38.4		実測(融合5頭)
7	11		39.6		実測(融合6頭)
7	12		38.4		実測(融合5頭)
8	1		41.1		推定
8	2		40.0		推定
8	3		38.9		推定
8	4		38.9		推定
8	5		40.1		推定
8	6		38.8		推定
8	7		39.5		推定
8	8		40.1		推定
8	9		40.3		推定
10	1		39.8		実測
10	2		38.6		実測(融合2頭)
10	3		40.0		実測(融合4頭)
10	4		40.0		実測(融合4頭)
10	5		40.0		実測(融合4頭)
10	6		40.0		実測(融合4頭)
10	7		38.6		実測(融合2頭)
10	8		39.3		実測
11	1		38.5		実測(融合2頭)
11	2		37.7		実測(融合2頭)
11	3		37.7		実測(融合2頭)
11	4		38.8		実測(融合2頭)
11	5		38.8		実測(融合2頭)
11	6		39.1		実測
11	7		38.5		実測(融合2頭)
11	8		41.4		実測
12	1		39.3		実測(融合2頭)
12	2		39.7		実測(融合3頭)
12	3		40.8		実測
12	4		40.2		実測(融合4頭)
12	5		41.0		実測
12	6		40.7		実測
12	7		40.2		実測(融合4頭)
12	8		39.7		実測(融合3頭)
12	9		39.3		実測(融合2頭)
12	10		40.2		実測(融合4頭)
12	11		39.7		実測(融合3頭)
12	12		40.2		実測(融合4頭)
