レース	馬番	馬名	前半3F	向正面	出自
1	1		37.2		実測
1	2		39.1		実測
1	3		38.4		実測
1	4		37.8		実測(融合4頭)
1	5		37.8		実測(融合4頭)
1	6		38.9		実測
1	7		37.5		実測(融合2頭)
1	8		37.8		実測(融合4頭)
1	9		37.5		実測(融合2頭)
1	10		37.8		実測(融合4頭)
2	1		37.7		実測(融合2頭)
2	2		38.3		実測(融合5頭)
2	3		37.7		実測(融合2頭)
2	4		38.3		実測(融合5頭)
2	5		38.3		実測(融合5頭)
2	6		38.3		実測(融合5頭)
2	7		38.9		実測(融合4頭)
2	8		38.9		実測(融合4頭)
2	9		38.9		実測(融合4頭)
2	10		38.9		実測(融合4頭)
2	11		38.3		実測(融合5頭)
2	12		39.2		実測
3	1		38.4		実測(融合4頭)
3	2		38.4		実測(融合4頭)
3	3		39.0		実測(融合2頭)
3	4		39.0		実測(融合2頭)
3	5		38.7		実測(融合2頭)
3	6		38.4		実測(融合4頭)
3	7		37.8		実測(融合2頭)
3	8		38.8		実測
3	9		38.4		実測(融合4頭)
3	10		38.7		実測(融合2頭)
3	11		37.8		実測(融合2頭)
3	12		39.4		実測
4	1		39.3		実測(融合4頭)
4	2		38.6		実測(融合5頭)
4	3		38.2		実測
4	4		39.5		実測
4	5		39.9		実測
4	6		39.3		実測(融合4頭)
4	7		38.6		実測(融合5頭)
4	8		38.6		実測(融合5頭)
4	9		38.6		実測(融合5頭)
4	10		39.3		実測(融合4頭)
4	11		39.3		実測(融合4頭)
4	12		38.6		実測(融合5頭)
5	1		38.9		実測(融合3頭)
5	2		38.5		実測(融合4頭)
5	3		38.9		実測(融合3頭)
5	4		39.0		実測
5	5		37.8		実測(融合3頭)
5	6		38.5		実測(融合4頭)
5	7		39.4		実測
5	8		38.5		実測(融合4頭)
5	9		37.8		実測(融合3頭)
5	10		38.9		実測(融合3頭)
5	11		38.5		実測(融合4頭)
5	12		37.8		実測(融合3頭)
6	1		39.4		実測
6	2		38.5		実測(融合2頭)
6	3		38.8		実測(融合2頭)
6	4		38.8		実測(融合2頭)
6	5		38.4		実測(融合2頭)
6	7		38.5		実測(融合2頭)
6	8		39.1		実測
6	9		38.9		実測
6	10		37.9		実測(融合2頭)
6	11		38.4		実測(融合2頭)
6	12		37.9		実測(融合2頭)
7	1		39.2		推定
7	2		38.6		推定
7	3		38.0		推定
7	4		39.1		推定
7	5		37.1		推定
7	6		39.1		推定
7	7		37.5		推定
7	8		36.9		推定
7	9		37.4		推定
7	10		36.9		推定
7	11		37.5		推定
7	12		38.0		推定
8	1		38.7		推定
8	2		39.4		推定
8	3		38.5		推定
8	4		39.2		推定
8	5		39.4		推定
8	6		38.6		推定
8	7		37.5		推定
8	8		37.5		推定
8	9		37.4		推定
8	10		36.8		推定
8	11		39.0		推定
8	12		38.6		推定
9	1		37.8		推定
9	2		38.0		推定
9	3		39.3		推定
9	4		38.4		推定
9	5		37.7		推定
9	6		38.0		推定
9	7		38.0		推定
9	8		37.4		推定
9	10		37.1		推定
9	11		37.2		推定
9	12		37.3		推定
10	1		38.5		推定
10	2		38.0		推定
10	3		39.4		推定
10	4		39.0		推定
10	5		38.0		推定
10	6		38.0		推定
10	7		38.5		推定
10	8		38.6		推定
10	9		37.8		推定
10	10		37.5		推定
10	11		38.4		推定
10	12		37.6		推定
11	1		38.9		推定
11	2		39.0		推定
11	3		37.5		推定
11	4		37.3		推定
11	5		37.2		推定
11	6		37.5		推定
11	7		37.9		推定
11	8		38.1		推定
11	9		38.2		推定
11	10		36.8		推定
11	11		38.5		推定
11	12		37.1		推定
12	1		38.8		推定
12	2		38.7		推定
12	3		38.7		推定
12	4		39.4		推定
12	5		39.9		推定
12	6		39.5		推定
12	7		38.5		推定
12	8		38.6		推定
12	9		38.6		推定
12	10		38.2		推定
12	11		38.3		推定
12	12		38.1		推定
