レース	馬番	馬名	前半3F	向正面	出自
1	1		40.3		推定
1	2		41.9		推定
1	3		40.7		推定
1	4		40.1		推定
1	5		41.0		推定
1	6		41.1		推定
1	7		40.3		推定
1	8		41.4		推定
1	9		40.3		推定
1	10		40.1		推定
2	1		40.8		実測(融合4頭)
2	2		39.9		実測(融合4頭)
2	3		40.8		実測(融合4頭)
2	4		41.0		実測
2	5		40.8		実測(融合4頭)
2	6		39.9		実測(融合4頭)
2	7		39.9		実測(融合4頭)
2	8		39.9		実測(融合4頭)
2	9		41.5		実測
2	10		40.8		実測(融合4頭)
3	1		38.5		実測(融合3頭)
3	2		38.5		実測(融合3頭)
3	3		39.2		実測(融合5頭)
3	4		39.2		実測(融合5頭)
3	5		39.8		実測(融合2頭)
3	6		38.5		実測(融合3頭)
3	7		41.8		実測
3	8		39.2		実測(融合5頭)
3	9		39.2		実測(融合5頭)
3	10		40.1		実測
3	11		39.8		実測(融合2頭)
3	12		39.2		実測(融合5頭)
4	1		41.1		実測(融合2頭)
4	2		40.4		実測(融合2頭)
4	3		41.0		実測
4	4		41.1		実測(融合2頭)
4	5		41.4		実測
4	6		40.4		実測(融合2頭)
4	7		39.2		実測
4	8		39.5		実測
5	1		39.4		推定
5	2		38.8		推定
5	3		38.2		推定
5	4		38.3		推定
5	5		41.3		推定
5	6		39.6		推定
5	7		39.8		推定
5	8		39.0		推定
6	1		39.2		実測(融合2頭)
6	2		39.8		実測(融合3頭)
6	3		39.9		実測(融合2頭)
6	4		39.8		実測(融合3頭)
6	5		40.2		実測(融合2頭)
6	6		39.9		実測(融合2頭)
6	7		39.8		実測(融合3頭)
6	8		40.2		実測(融合2頭)
6	9		40.5		実測
6	10		40.4		実測(融合2頭)
6	11		39.2		実測(融合2頭)
6	12		40.4		実測(融合2頭)
7	1		40.4		推定
7	2		39.6		推定
7	3		39.9		推定
7	4		41.1		推定
7	5		39.9		推定
7	6		40.8		推定
7	7		41.3		推定
7	8		40.5		推定
7	10		40.7		推定
7	11		39.2		推定
7	12		40.1		推定
8	1		39.5		実測(融合5頭)
8	2		38.2		実測(融合6頭)
8	3		38.2		実測(融合6頭)
8	4		39.5		実測(融合5頭)
8	5		38.2		実測(融合6頭)
8	6		38.2		実測(融合6頭)
8	7		38.2		実測(融合6頭)
8	8		39.5		実測(融合5頭)
8	9		39.5		実測(融合5頭)
8	10		39.5		実測(融合5頭)
8	11		39.7		実測
8	12		38.2		実測(融合6頭)
9	1		39.8		実測(融合7頭)
9	2		39.8		実測(融合7頭)
9	3		39.3		実測
9	4		39.8		実測(融合7頭)
9	5		39.8		実測(融合7頭)
9	6		41.0		実測(融合3頭)
9	7		39.8		実測(融合7頭)
9	8		39.6		実測
9	9		39.8		実測(融合7頭)
9	10		39.8		実測(融合7頭)
9	11		41.0		実測(融合3頭)
9	12		41.0		実測(融合3頭)
