レース	馬番	馬名	前半3F	向正面	出自
1	1		39.3		推定
1	2		39.2		推定
1	3		40.2		推定
1	4		38.6		推定
1	5		37.6		推定
1	6		38.8		推定
1	7		39.9		推定
1	8		37.7		推定
1	9		41.7		推定
1	10		38.6		推定
1	11		38.3		推定
2	1		38.0		推定
2	2		38.5		推定
2	3		38.5		推定
2	4		38.1		推定
2	5		37.6		推定
2	6		37.6		推定
2	7		37.1		推定
2	8		38.0		推定
2	9		37.1		推定
2	10		38.1		推定
2	11		38.5		推定
3	1		39.3		推定
3	2		38.5		推定
3	3		38.1		推定
3	4		38.9		推定
3	5		38.2		推定
3	6		37.7		推定
3	7		39.1		推定
3	8		38.7		推定
3	9		37.8		推定
3	10		38.6		推定
4	1		38.3		推定
4	2		38.5		推定
4	3		38.0		推定
4	4		38.5		推定
4	5		38.6		推定
4	6		39.0		推定
4	7		39.3		推定
4	8		38.1		推定
4	9		38.2		推定
4	10		37.7		推定
4	11		37.6		推定
5	1		38.8		実測(融合2頭)
5	2		39.2		実測(融合3頭)
5	3		39.0		実測(融合2頭)
5	4		39.5		実測(融合2頭)
5	5		38.3		実測(融合2頭)
5	6		38.8		実測(融合2頭)
5	7		39.2		実測(融合3頭)
5	8		39.2		実測(融合3頭)
5	9		39.5		実測(融合2頭)
5	10		39.0		実測(融合2頭)
5	11		39.8		実測
5	12		38.3		実測(融合2頭)
6	1		37.6		実測(融合8頭)
6	2		37.6		実測(融合8頭)
6	3		37.0		実測
6	4		42.3		実測
6	5		37.6		実測(融合8頭)
6	6		37.6		実測(融合8頭)
6	7		37.4		実測(融合2頭)
6	8		37.6		実測(融合8頭)
6	9		37.6		実測(融合8頭)
6	10		37.6		実測(融合8頭)
6	11		37.4		実測(融合2頭)
6	12		37.6		実測(融合8頭)
7	1		38.4		推定
7	2		37.8		推定
7	3		37.6		推定
7	4		38.2		推定
7	5		37.7		推定
7	6		39.0		推定
7	7		38.6		推定
7	8		38.5		推定
7	9		38.8		推定
7	10		39.3		推定
7	11		37.7		推定
7	12		38.1		推定
8	1		39.1		実測(融合5頭)
8	2		38.5		実測(融合4頭)
8	3		39.1		実測(融合5頭)
8	4		39.1		実測(融合5頭)
8	5		39.1		実測(融合5頭)
8	6		39.4		実測
8	7		38.1		実測
8	8		38.5		実測(融合4頭)
8	9		39.1		実測(融合5頭)
8	10		38.5		実測(融合4頭)
8	11		38.5		実測(融合4頭)
8	12		39.7		実測
9	1		38.2		実測(融合5頭)
9	2		41.1		実測
9	3		38.2		実測(融合5頭)
9	4		39.4		実測(融合3頭)
9	5		39.2		実測
9	6		38.2		実測(融合5頭)
9	7		38.2		実測(融合5頭)
9	8		39.3		実測
9	9		39.4		実測(融合3頭)
9	10		39.4		実測(融合3頭)
9	11		40.9		実測
9	12		38.2		実測(融合5頭)
10	1		38.3		実測(融合4頭)
10	2		37.8		実測(融合4頭)
10	3		37.2		実測
10	4		37.8		実測(融合4頭)
10	5		37.8		実測(融合4頭)
10	6		38.7		実測
10	7		37.8		実測(融合4頭)
10	8		37.5		実測(融合2頭)
10	9		38.3		実測(融合4頭)
10	10		38.3		実測(融合4頭)
10	11		37.5		実測(融合2頭)
10	12		38.3		実測(融合4頭)
11	1		39.4		実測(融合4頭)
11	2		39.9		実測(融合4頭)
11	3		39.9		実測(融合4頭)
11	4		40.2		実測
11	5		40.4		実測
11	6		39.9		実測(融合4頭)
11	7		39.9		実測(融合4頭)
11	8		39.4		実測(融合4頭)
11	9		39.4		実測(融合4頭)
11	10		38.9		実測(融合2頭)
11	11		39.4		実測(融合4頭)
11	12		38.9		実測(融合2頭)
