レース	馬番	馬名	前半3F	向正面	出自
1	1		38.4		推定
1	2		38.6		推定
1	3		39.2		推定
1	4		40.6		推定
1	5		39.0		推定
1	6		38.4		推定
1	7		38.8		推定
1	8		38.8		推定
2	1		40.3		推定
2	2		41.0		推定
2	3		40.0		推定
2	4		41.3		推定
2	5		40.7		推定
2	6		41.4		推定
2	7		41.2		推定
2	8		40.9		推定
2	9		40.5		推定
2	10		40.1		推定
3	1		38.1		推定
3	2		39.5		推定
3	4		40.4		推定
3	5		38.5		推定
3	6		39.9		推定
3	7		39.9		推定
3	8		38.6		推定
3	9		38.2		推定
3	10		39.8		推定
3	11		39.0		推定
4	1		36.9		推定
4	2		38.5		推定
4	3		37.4		推定
4	4		37.8		推定
4	5		37.5		推定
4	6		39.0		推定
4	7		37.2		推定
4	8		38.2		推定
4	9		37.0		推定
4	10		37.0		推定
4	11		38.1		推定
4	12		38.1		推定
5	1		39.6		実測(融合3頭)
5	2		38.8		実測
5	3		39.3		実測(融合3頭)
5	4		39.1		実測
5	5		40.3		実測
5	6		39.6		実測(融合3頭)
5	7		39.3		実測(融合3頭)
5	8		39.6		実測(融合3頭)
5	9		41.5		実測(融合2頭)
5	10		41.5		実測(融合2頭)
5	11		39.3		実測(融合3頭)
6	1		38.3		実測(融合3頭)
6	2		38.3		実測(融合3頭)
6	3		41.2		実測(融合2頭)
6	4		39.3		実測(融合3頭)
6	5		38.3		実測(融合3頭)
6	6		39.4		実測(融合2頭)
6	7		39.3		実測(融合3頭)
6	9		41.2		実測(融合2頭)
6	10		40.5		実測
6	11		39.4		実測(融合2頭)
6	12		39.3		実測(融合3頭)
7	1		40.3		実測(融合2頭)
7	2		41.4		実測(融合2頭)
7	3		41.4		実測(融合2頭)
7	4		40.4		実測(融合2頭)
7	5		40.4		実測(融合2頭)
7	6		40.0		実測(融合2頭)
7	7		39.6		実測
7	8		40.0		実測
7	9		40.3		実測(融合2頭)
7	10		40.0		実測(融合2頭)
8	1		40.7		実測
8	2		41.3		実測(融合2頭)
8	3		40.8		実測(融合2頭)
8	4		40.8		実測(融合2頭)
8	5		41.5		実測(融合2頭)
8	6		41.5		実測(融合2頭)
8	8		41.3		実測(融合2頭)
8	9		40.4		実測
9	1		39.1		実測(融合3頭)
9	2		39.1		実測(融合3頭)
9	3		39.6		実測(融合3頭)
9	4		39.1		実測(融合3頭)
9	5		39.6		実測(融合3頭)
9	6		39.7		実測
9	7		40.0		実測(融合2頭)
9	8		40.0		実測(融合2頭)
9	9		39.6		実測(融合3頭)
10	1		40.4		実測(融合4頭)
10	2		39.9		実測
10	3		40.6		実測(融合3頭)
10	4		40.4		実測(融合4頭)
10	5		40.6		実測(融合3頭)
10	6		40.4		実測(融合4頭)
10	7		40.6		実測(融合3頭)
10	8		40.4		実測(融合4頭)
10	9		40.8		実測
11	1		40.5		推定
11	2		38.9		推定
11	3		39.6		推定
11	4		41.2		推定
11	5		40.5		推定
11	6		38.6		推定
11	7		39.2		推定
11	8		40.1		推定
11	9		38.6		推定
11	10		39.4		推定
11	11		39.4		推定
11	12		38.8		推定
