レース	馬番	馬名	前半3F	向正面	出自
1	1		40.4		実測(融合4頭)
1	2		41.1		実測
1	3		39.6		実測(融合3頭)
1	4		40.4		実測(融合4頭)
1	5		39.6		実測(融合3頭)
1	6		40.4		実測(融合4頭)
1	7		40.4		実測(融合4頭)
1	8		39.6		実測(融合3頭)
2	1		39.1		実測(融合2頭)
2	2		38.6		実測(融合2頭)
2	3		38.8		実測
2	4		38.1		実測(融合2頭)
2	5		38.1		実測(融合2頭)
2	6		38.6		実測(融合2頭)
2	7		39.1		実測(融合2頭)
2	8		40.2		実測
3	1		38.7		実測(融合4頭)
3	2		38.1		実測(融合2頭)
3	3		38.7		実測(融合4頭)
3	4		38.1		実測(融合2頭)
3	5		38.7		実測(融合4頭)
3	6		38.7		実測(融合4頭)
3	7		40.4		実測
3	8		40.1		実測
4	1		38.6		実測(融合2頭)
4	2		38.9		実測(融合3頭)
4	3		38.2		実測(融合2頭)
4	4		38.9		実測(融合3頭)
4	5		39.1		実測
4	6		38.2		実測(融合2頭)
4	8		38.9		実測(融合3頭)
4	9		38.6		実測(融合2頭)
5	1		38.9		実測(融合3頭)
5	2		38.9		実測(融合3頭)
5	3		39.4		実測
5	4		39.2		実測(融合3頭)
5	5		39.2		実測(融合3頭)
5	6		39.2		実測(融合3頭)
5	7		39.8		実測
5	8		38.9		実測(融合3頭)
5	9		38.4		実測(融合2頭)
5	10		38.4		実測(融合2頭)
6	1		38.1		実測(融合3頭)
6	2		37.8		実測(融合3頭)
6	3		38.1		実測(融合3頭)
6	4		37.8		実測(融合3頭)
6	5		39.2		実測
6	6		38.5		実測
6	7		37.3		実測(融合2頭)
6	8		38.1		実測(融合3頭)
6	9		37.3		実測(融合2頭)
6	10		37.8		実測(融合3頭)
7	1		38.6		実測(融合3頭)
7	2		39.0		実測(融合2頭)
7	3		39.9		実測
7	4		38.6		実測(融合3頭)
7	5		38.3		実測(融合3頭)
7	6		37.8		実測(融合2頭)
7	7		38.3		実測(融合3頭)
7	8		37.8		実測(融合2頭)
7	9		38.3		実測(融合3頭)
7	10		39.0		実測(融合2頭)
7	11		38.6		実測(融合3頭)
8	1		39.0		実測(融合3頭)
8	2		39.2		実測(融合2頭)
8	3		39.2		実測(融合2頭)
8	4		39.0		実測(融合3頭)
8	5		40.0		実測
8	6		39.5		実測
8	7		39.6		実測
8	8		39.0		実測(融合3頭)
8	9		39.4		実測
8	10		38.6		実測
9	1		37.7		実測(融合2頭)
9	2		38.7		実測(融合3頭)
9	3		39.6		実測
9	4		38.3		実測(融合4頭)
9	6		38.3		実測(融合4頭)
9	7		38.3		実測(融合4頭)
9	8		38.3		実測(融合4頭)
9	9		38.7		実測(融合3頭)
9	10		39.4		実測
9	11		38.7		実測(融合3頭)
9	12		37.7		実測(融合2頭)
