レース	馬番	馬名	前半3F	向正面	出自
1	1		40.5		実測
1	2		39.7		実測(融合5頭)
1	3		39.2		実測(融合2頭)
1	4		40.8		実測
1	5		39.7		実測(融合5頭)
1	6		39.7		実測(融合5頭)
1	7		39.7		実測(融合5頭)
1	8		41.7		実測
1	9		39.7		実測(融合5頭)
1	11		39.2		実測(融合2頭)
2	1		42.4		推定
2	2		42.6		推定
2	3		42.8		推定
2	4		41.7		推定
2	5		42.1		推定
2	6		42.0		推定
2	7		42.4		推定
2	8		43.2		推定
2	9		42.1		推定
2	10		41.9		推定
3	1		39.8		実測(融合3頭)
3	2		40.8		実測(融合2頭)
3	3		40.6		実測(融合4頭)
3	4		41.1		実測
3	5		39.8		実測(融合3頭)
3	6		39.8		実測(融合3頭)
3	7		40.6		実測(融合4頭)
3	8		40.8		実測(融合2頭)
3	9		40.6		実測(融合4頭)
3	10		40.6		実測(融合4頭)
4	1		40.1		実測
4	2		38.8		実測(融合5頭)
4	3		39.8		実測(融合4頭)
4	4		40.3		実測
4	5		38.8		実測(融合5頭)
4	6		38.8		実測(融合5頭)
4	7		38.8		実測(融合5頭)
4	8		39.8		実測(融合4頭)
4	9		39.8		実測(融合4頭)
4	10		39.8		実測(融合4頭)
4	11		38.8		実測(融合5頭)
5	1		40.5		実測(融合3頭)
5	2		40.1		実測(融合3頭)
5	3		40.1		実測(融合3頭)
5	4		41.6		実測
5	5		39.7		実測
5	6		40.1		実測(融合3頭)
5	7		40.5		実測(融合3頭)
5	8		41.2		実測
5	9		40.5		実測(融合3頭)
6	1		39.4		実測(融合4頭)
6	2		40.9		実測
6	3		40.3		実測(融合4頭)
6	4		40.3		実測(融合4頭)
6	5		40.3		実測(融合4頭)
6	6		39.4		実測(融合4頭)
6	7		39.4		実測(融合4頭)
6	8		40.3		実測(融合4頭)
6	9		39.4		実測(融合4頭)
7	1		39.9		実測(融合4頭)
7	2		39.9		実測(融合4頭)
7	3		40.7		実測
7	4		39.9		実測(融合4頭)
7	5		41.0		実測
7	6		40.4		実測(融合3頭)
7	7		39.4		実測(融合2頭)
7	8		40.4		実測(融合3頭)
7	9		40.4		実測(融合3頭)
7	10		39.9		実測(融合4頭)
7	11		39.4		実測(融合2頭)
8	1		41.6		推定
8	2		40.4		推定
8	3		41.1		推定
8	4		40.5		推定
8	5		40.2		推定
8	6		40.3		推定
8	7		41.3		推定
8	8		40.9		推定
8	9		40.8		推定
9	1		41.0		実測(融合4頭)
9	2		41.3		実測(融合2頭)
9	3		41.0		実測(融合4頭)
9	4		40.3		実測(融合3頭)
9	5		40.3		実測(融合3頭)
9	6		41.4		実測
9	7		41.3		実測(融合2頭)
9	8		41.0		実測(融合4頭)
9	10		41.0		実測(融合4頭)
9	11		40.3		実測(融合3頭)
10	1		40.9		実測(融合2頭)
10	2		41.3		実測
10	3		40.2		実測(融合5頭)
10	4		40.2		実測(融合5頭)
10	5		39.7		実測
10	6		40.2		実測(融合5頭)
10	7		40.2		実測(融合5頭)
10	8		40.9		実測(融合2頭)
10	9		40.2		実測(融合5頭)
11	1		39.4		実測
11	2		41.7		実測
11	3		40.0		実測(融合2頭)
11	4		40.4		実測(融合2頭)
11	5		39.7		実測(融合2頭)
11	6		39.7		実測(融合2頭)
11	7		40.0		実測(融合2頭)
11	8		40.5		実測
11	9		41.4		実測
11	10		40.2		実測(融合2頭)
11	11		40.4		実測(融合2頭)
11	12		40.2		実測(融合2頭)
