レース	馬番	馬名	前半3F	向正面	出自
1	1		42.0		推定
1	2		40.4		推定
1	3		40.1		推定
1	4		41.1		推定
1	5		42.2		推定
1	6		41.6		推定
1	7		40.2		推定
1	8		41.9		推定
1	9		42.5		推定
1	10		40.3		推定
2	1		38.2		推定
2	2		39.0		推定
2	3		38.9		推定
2	4		40.5		推定
2	5		39.2		推定
2	6		39.1		推定
2	7		38.5		推定
2	8		38.2		推定
2	9		38.6		推定
2	10		38.6		推定
3	1		41.5		推定
3	2		40.5		推定
3	3		41.1		推定
3	4		40.8		推定
3	5		41.0		推定
3	6		41.0		推定
3	7		40.9		推定
3	8		41.8		推定
3	9		40.5		推定
3	10		40.6		推定
4	1		38.4		推定
4	2		37.2		推定
4	3		37.4		推定
4	4		37.5		推定
4	5		37.8		推定
4	6		38.7		推定
4	7		38.2		推定
4	8		38.1		推定
4	9		38.2		推定
4	10		38.6		推定
4	11		37.5		推定
5	1		38.2		推定
5	2		40.5		推定
5	3		39.5		推定
5	4		38.5		推定
5	5		40.0		推定
5	6		38.0		推定
5	7		38.8		推定
5	8		37.8		推定
5	9		38.8		推定
5	10		38.4		推定
6	2		37.5		推定
6	3		38.5		推定
6	4		38.5		推定
6	5		38.1		推定
6	6		38.5		推定
6	7		37.9		推定
6	8		38.1		推定
6	9		38.2		推定
6	10		37.9		推定
6	11		37.8		推定
6	12		37.6		推定
7	1		37.2		推定
7	2		38.8		推定
7	3		37.2		推定
7	4		37.4		推定
7	6		37.2		推定
7	7		37.8		推定
7	8		38.4		推定
7	9		38.0		推定
7	10		38.4		推定
7	11		36.4		推定
8	1		39.1		推定
8	2		38.9		推定
8	3		38.7		推定
8	4		38.1		推定
8	5		37.5		推定
8	6		37.4		推定
8	7		39.5		推定
8	8		38.2		推定
8	9		37.9		推定
8	10		37.1		推定
8	11		39.6		推定
8	12		37.6		推定
9	1		37.0		推定
9	2		37.1		推定
9	4		37.5		推定
9	5		37.5		推定
9	6		37.4		推定
9	7		38.1		推定
9	9		38.0		推定
10	1		38.5		推定
10	2		38.0		推定
10	3		38.6		推定
10	4		38.0		推定
10	5		38.7		推定
10	6		38.3		推定
10	7		39.1		推定
10	8		37.4		推定
10	9		37.7		推定
10	10		37.5		推定
10	11		37.8		推定
10	12		37.4		推定
