レース	馬番	馬名	前半3F	向正面	出自
1	1		40.6		推定
1	2		40.8		推定
1	3		39.7		推定
1	4		40.6		推定
1	5		40.0		推定
1	6		40.6		推定
1	7		40.2		推定
1	8		40.6		推定
2	1		41.9		推定
2	2		41.5		推定
2	3		41.6		推定
2	4		41.4		推定
2	5		41.9		推定
2	6		41.3		推定
2	7		42.4		推定
2	8		41.7		推定
3	1		40.4		推定
3	2		40.8		推定
3	3		41.8		推定
3	4		40.1		推定
3	5		39.9		推定
3	6		40.9		推定
3	7		39.9		推定
3	8		39.5		推定
3	9		39.5		推定
3	10		40.5		推定
4	1		39.9		推定
4	2		40.3		推定
4	3		40.6		推定
4	4		39.6		推定
4	5		39.8		推定
4	6		40.6		推定
4	7		39.8		推定
4	8		41.3		推定
4	9		39.8		推定
5	1		40.5		推定
5	2		40.8		推定
5	3		41.2		推定
5	4		40.6		推定
5	5		40.4		推定
5	6		41.5		推定
5	7		40.5		推定
5	8		40.8		推定
6	1		38.5		実測(融合3頭)
6	2		39.4		実測(融合4頭)
6	3		38.5		実測(融合3頭)
6	4		39.4		実測(融合4頭)
6	5		39.4		実測(融合4頭)
6	6		39.4		実測(融合4頭)
6	7		39.2		実測(融合3頭)
6	8		40.1		実測
6	9		39.2		実測(融合3頭)
6	10		39.2		実測(融合3頭)
6	11		38.5		実測(融合3頭)
6	12		40.6		実測
7	1		40.7		推定
7	2		42.1		推定
7	3		41.0		推定
7	4		41.2		推定
7	5		42.9		推定
7	6		42.0		推定
7	7		41.4		推定
7	8		41.8		推定
7	9		40.4		推定
7	10		40.4		推定
7	11		42.9		推定
8	1		40.0		推定
8	3		38.7		推定
8	4		39.3		推定
8	5		39.3		推定
8	6		40.0		推定
8	7		38.6		推定
9	1		40.2		推定
9	2		40.5		推定
9	3		41.9		推定
9	4		41.2		推定
9	6		40.4		推定
9	7		40.8		推定
9	8		41.0		推定
10	2		41.5		推定
10	3		40.9		推定
10	4		40.3		推定
10	5		40.8		推定
10	6		41.2		推定
10	7		40.3		推定
10	8		39.9		推定
10	9		40.2		推定
11	1		39.7		推定
11	2		40.1		推定
11	3		40.6		推定
11	4		40.4		推定
11	5		39.9		推定
11	6		40.1		推定
11	8		39.9		推定
11	9		39.7		推定
11	10		41.2		推定
11	11		40.8		推定
11	12		40.6		推定
