レース	馬番	馬名	前半3F	向正面	出自
1	1		39.8		推定
1	2		40.2		推定
1	3		39.7		推定
1	4		39.8		推定
1	5		39.0		推定
1	6		39.1		推定
1	7		38.9		推定
1	8		39.1		推定
1	9		38.8		推定
2	1		39.9		推定
2	2		37.4		推定
2	3		39.4		推定
2	4		38.4		推定
2	5		40.0		推定
2	6		37.6		推定
2	7		37.8		推定
2	9		38.5		推定
2	10		37.5		推定
3	1		40.0		推定
3	2		39.0		推定
3	3		39.4		推定
3	4		39.8		推定
3	5		39.0		推定
3	6		39.2		推定
3	7		42.0		推定
3	8		39.8		推定
3	9		38.3		推定
3	10		39.1		推定
3	11		38.5		推定
4	1		39.4		推定
4	2		39.6		推定
4	3		38.6		推定
4	4		38.6		推定
4	5		38.5		推定
4	6		38.5		推定
4	7		39.2		推定
4	8		39.6		推定
4	9		38.2		推定
4	10		38.5		推定
5	1		38.2		推定
5	2		39.7		推定
5	3		39.1		推定
5	4		40.5		推定
5	5		38.5		推定
5	6		38.9		推定
5	7		38.4		推定
5	8		38.7		推定
5	9		38.3		推定
5	10		38.8		推定
6	1		37.8		実測(融合3頭)
6	2		38.2		実測(融合4頭)
6	3		37.8		実測(融合3頭)
6	4		38.7		実測
6	5		38.2		実測(融合4頭)
6	6		39.8		実測
6	7		38.2		実測(融合4頭)
6	8		39.4		実測
6	9		37.3		実測(融合2頭)
6	10		37.3		実測(融合2頭)
6	11		38.2		実測(融合4頭)
6	12		37.8		実測(融合3頭)
7	1		39.9		推定
7	2		39.2		推定
7	3		38.5		推定
7	4		38.0		推定
7	5		40.7		推定
7	6		39.2		推定
7	7		39.9		推定
7	8		38.4		推定
7	9		37.8		推定
7	10		37.2		推定
8	1		39.8		推定
8	2		40.4		推定
8	3		38.9		推定
8	4		39.6		推定
8	5		38.8		推定
8	6		39.3		推定
8	7		39.0		推定
8	8		38.8		推定
8	9		39.4		推定
8	10		39.0		推定
9	1		39.2		実測
9	2		38.4		実測(融合4頭)
9	3		38.4		実測(融合4頭)
9	4		39.5		実測
9	5		37.9		実測(融合2頭)
9	6		38.4		実測(融合4頭)
9	7		38.4		実測(融合4頭)
9	8		37.9		実測(融合2頭)
10	1		38.2		実測(融合3頭)
10	2		39.2		実測
10	3		37.7		実測(融合2頭)
10	4		38.2		実測(融合3頭)
10	5		38.5		実測(融合3頭)
10	6		38.5		実測(融合3頭)
10	7		38.5		実測(融合3頭)
10	8		37.7		実測(融合2頭)
10	9		39.9		実測
10	10		38.2		実測(融合3頭)
10	11		40.0		実測
11	1		39.5		推定
11	2		39.8		推定
11	3		38.4		推定
11	4		38.6		推定
11	5		38.2		推定
11	6		38.6		推定
11	7		39.4		推定
11	8		38.0		推定
11	9		38.9		推定
11	10		38.0		推定
11	11		39.8		推定
11	12		38.4		推定
