レース	馬番	馬名	前半3F	向正面	出自
2	1		39.5		推定
2	2		39.1		推定
2	3		40.8		推定
2	4		40.3		推定
2	5		39.8		推定
2	6		40.1		推定
2	7		39.3		推定
2	8		38.9		推定
2	9		39.0		推定
2	10		39.5		推定
2	11		39.1		推定
2	12		40.1		推定
4	1		38.8		実測(融合4頭)
4	2		39.1		実測
4	3		38.2		実測(融合4頭)
4	4		38.8		実測(融合4頭)
4	5		38.2		実測(融合4頭)
4	6		38.8		実測(融合4頭)
4	7		39.8		実測
4	8		38.8		実測(融合4頭)
4	9		37.8		実測
4	10		38.2		実測(融合4頭)
4	11		38.2		実測(融合4頭)
5	1		38.9		実測(融合2頭)
5	2		41.6		実測
5	3		39.3		実測(融合3頭)
5	4		41.0		実測
5	6		38.9		実測(融合2頭)
5	7		40.0		実測
5	8		42.0		実測
5	9		39.3		実測(融合3頭)
5	10		39.3		実測(融合3頭)
6	1		40.5		実測(融合2頭)
6	2		41.0		実測(融合2頭)
6	3		40.0		実測
6	4		41.2		実測
6	5		40.7		実測(融合2頭)
6	6		40.7		実測(融合2頭)
6	7		40.5		実測(融合2頭)
6	8		40.3		実測(融合2頭)
6	9		40.3		実測(融合2頭)
6	10		41.0		実測(融合2頭)
7	1		40.3		推定
7	2		39.6		推定
7	3		39.5		推定
7	4		38.3		推定
7	5		39.7		推定
7	6		38.8		推定
7	7		39.7		推定
7	8		38.9		推定
7	9		38.5		推定
7	11		38.6		推定
7	12		38.6		推定
8	1		39.0		実測(融合4頭)
8	2		38.2		実測(融合4頭)
8	3		39.3		実測
8	4		38.2		実測(融合4頭)
8	5		39.0		実測(融合4頭)
8	6		39.0		実測(融合4頭)
8	8		38.2		実測(融合4頭)
8	9		38.2		実測(融合4頭)
8	10		39.0		実測(融合4頭)
8	11		39.2		実測
9	1		39.6		実測
9	2		39.2		実測(融合2頭)
9	3		38.9		実測(融合4頭)
9	4		39.3		実測
9	5		38.9		実測(融合4頭)
9	6		38.9		実測(融合4頭)
9	7		38.9		実測(融合4頭)
9	8		38.3		実測(融合2頭)
9	9		38.3		実測(融合2頭)
9	10		39.2		実測(融合2頭)
10	1		39.8		実測(融合2頭)
10	2		38.7		実測(融合2頭)
10	3		39.2		実測(融合3頭)
10	4		38.7		実測(融合2頭)
10	5		40.5		実測
10	6		39.5		実測(融合3頭)
10	7		39.2		実測(融合3頭)
10	8		39.8		実測(融合2頭)
10	9		39.5		実測(融合3頭)
10	10		39.5		実測(融合3頭)
10	11		40.1		実測
10	12		39.2		実測(融合3頭)
