レース	馬番	馬名	前半3F	向正面	出自
1	1		42.2		推定
1	2		41.8		推定
1	3		41.6		推定
1	4		41.4		推定
1	5		41.5		推定
1	6		41.2		推定
1	7		42.5		推定
1	8		41.9		推定
1	9		43.0		推定
1	10		41.5		推定
2	1		42.5		推定
2	2		42.8		推定
2	3		42.4		推定
2	4		42.8		推定
2	5		42.0		推定
2	6		41.8		推定
2	7		41.9		推定
2	8		42.2		推定
2	9		41.7		推定
2	10		41.5		推定
2	11		42.2		推定
2	12		42.6		推定
3	1		39.1		推定
3	2		40.4		推定
3	3		38.8		推定
3	4		39.8		推定
3	5		38.5		推定
3	7		40.8		推定
3	8		38.7		推定
4	1		41.7		推定
4	2		41.5		推定
4	3		41.9		推定
4	4		41.8		推定
4	5		41.2		推定
4	6		41.5		推定
4	7		40.9		推定
4	8		42.2		推定
4	9		41.0		推定
5	1		40.4		推定
5	2		39.7		推定
5	3		40.1		推定
5	4		40.0		推定
5	5		38.9		推定
5	6		39.2		推定
5	7		40.1		推定
5	8		39.5		推定
5	9		40.6		推定
5	10		39.1		推定
6	1		39.5		推定
6	2		41.2		推定
6	3		40.8		推定
6	4		40.3		推定
6	5		39.3		推定
6	6		39.4		推定
6	7		39.5		推定
6	8		39.1		推定
6	9		39.1		推定
7	1		42.6		推定
7	2		41.0		推定
7	3		40.3		推定
7	4		41.0		推定
7	5		41.6		推定
7	6		40.9		推定
7	7		40.4		推定
7	8		40.1		推定
8	1		44.7		実測(融合2頭)
8	2		45.0		実測(融合3頭)
8	3		44.7		実測(融合2頭)
8	4		44.5		実測
8	6		44.2		実測
8	7		45.0		実測(融合3頭)
8	8		45.0		実測(融合3頭)
9	1		41.3		実測(融合4頭)
9	2		41.3		実測(融合4頭)
9	3		40.4		実測
9	4		41.6		実測
9	5		40.8		実測(融合3頭)
9	6		40.8		実測(融合3頭)
9	7		41.0		実測
9	8		41.3		実測(融合4頭)
9	9		40.8		実測(融合3頭)
9	10		41.3		実測(融合4頭)
10	1		43.1		実測(融合3頭)
10	2		43.4		実測(融合2頭)
10	3		44.4		実測
10	4		43.1		実測(融合3頭)
10	5		43.4		実測(融合2頭)
10	6		43.1		実測(融合3頭)
10	7		43.7		実測
10	8		42.7		実測(融合2頭)
10	9		42.3		実測(融合2頭)
10	10		42.7		実測(融合2頭)
10	11		42.3		実測(融合2頭)
