レース	馬番	馬名	前半3F	向正面	出自
1	1		39.5		実測(融合3頭)
1	2		40.7		実測
1	3		39.5		実測(融合3頭)
1	4		40.5		実測(融合2頭)
1	5		41.0		実測
1	6		39.5		実測(融合3頭)
1	7		40.5		実測(融合2頭)
1	8		40.1		実測(融合4頭)
1	9		40.1		実測(融合4頭)
1	10		40.1		実測(融合4頭)
1	11		40.1		実測(融合4頭)
2	1		40.0		実測
2	2		40.4		実測
2	3		38.4		実測
2	4		39.0		実測(融合4頭)
2	5		38.8		実測(融合2頭)
2	6		39.0		実測(融合4頭)
2	7		40.2		実測
2	8		38.8		実測(融合2頭)
2	9		39.0		実測(融合4頭)
2	11		39.0		実測(融合4頭)
3	1		39.8		実測(融合4頭)
3	2		39.0		実測(融合3頭)
3	3		39.0		実測(融合3頭)
3	4		39.8		実測(融合4頭)
3	5		39.8		実測(融合4頭)
3	6		41.2		実測
3	7		40.6		実測
3	8		39.0		実測(融合3頭)
3	9		39.8		実測(融合4頭)
4	1		41.1		推定
4	2		40.6		推定
4	3		40.7		推定
4	5		39.7		推定
4	6		40.9		推定
4	7		40.9		推定
4	8		41.1		推定
4	9		41.5		推定
4	10		41.4		推定
4	11		39.6		推定
5	1		40.5		推定
5	2		40.2		推定
5	3		41.2		推定
5	4		39.3		推定
5	5		40.5		推定
5	6		41.7		推定
5	7		39.7		推定
5	9		39.0		推定
6	1		39.9		実測(融合3頭)
6	2		38.7		実測(融合2頭)
6	3		39.2		実測(融合3頭)
6	4		39.2		実測(融合3頭)
6	5		39.5		実測(融合3頭)
6	6		39.9		実測(融合3頭)
6	7		39.9		実測(融合3頭)
6	8		39.5		実測(融合3頭)
6	9		40.1		実測
6	10		39.5		実測(融合3頭)
6	11		39.2		実測(融合3頭)
6	12		38.7		実測(融合2頭)
7	1		39.1		推定
7	2		40.1		推定
7	3		39.5		推定
7	4		39.2		推定
7	5		40.0		推定
7	6		40.7		推定
7	7		41.2		推定
7	8		39.4		推定
7	9		40.4		推定
7	10		38.9		推定
8	1		40.0		推定
8	2		41.0		推定
8	3		40.0		推定
8	4		40.2		推定
8	5		40.7		推定
8	6		40.1		推定
8	7		40.6		推定
8	8		40.5		推定
9	1		38.2		推定
9	2		38.6		推定
9	3		36.9		推定
9	4		38.9		推定
9	5		39.8		推定
9	6		39.0		推定
9	7		36.9		推定
9	8		39.0		推定
10	1		39.8		推定
10	2		39.9		推定
10	3		39.5		推定
10	4		38.0		推定
10	5		39.5		推定
10	6		39.5		推定
10	7		39.1		推定
10	8		38.8		推定
10	9		38.0		推定
11	1		39.5		推定
11	2		39.3		推定
11	3		40.5		推定
11	4		39.9		推定
11	5		40.2		推定
11	6		40.7		推定
11	7		39.9		推定
11	8		38.6		推定
11	9		39.9		推定
11	10		39.7		推定
11	11		40.6		推定
11	12		39.3		推定
