レース	馬番	馬名	前半3F	向正面	出自
1	1		41.4		推定
1	2		41.0		推定
1	4		41.0		推定
1	5		41.0		推定
2	1		40.0		実測
2	2		39.1		実測(融合4頭)
2	3		39.1		実測(融合4頭)
2	4		40.3		実測
2	5		38.5		実測(融合3頭)
2	6		39.1		実測(融合4頭)
2	7		39.1		実測(融合4頭)
2	8		38.5		実測(融合3頭)
2	9		41.5		実測
2	10		38.5		実測(融合3頭)
3	1		39.5		実測(融合3頭)
3	2		39.1		実測(融合4頭)
3	3		39.1		実測(融合4頭)
3	4		39.5		実測(融合3頭)
3	5		41.0		実測
3	6		40.7		実測
3	7		39.1		実測(融合4頭)
3	8		39.5		実測(融合3頭)
3	9		38.6		実測(融合2頭)
3	10		38.6		実測(融合2頭)
3	11		40.2		実測
3	12		39.1		実測(融合4頭)
4	1		39.1		実測(融合4頭)
4	2		39.1		実測(融合4頭)
4	3		40.0		実測(融合5頭)
4	4		40.0		実測(融合5頭)
4	5		40.0		実測(融合5頭)
4	6		40.0		実測(融合5頭)
4	7		40.5		実測
4	8		39.1		実測(融合4頭)
4	9		39.1		実測(融合4頭)
4	10		40.0		実測(融合5頭)
5	1		39.0		実測(融合2頭)
5	2		37.9		実測(融合4頭)
5	3		38.8		実測(融合4頭)
5	4		38.8		実測(融合4頭)
5	5		38.8		実測(融合4頭)
5	6		37.9		実測(融合4頭)
5	7		39.1		実測
5	8		37.9		実測(融合4頭)
5	9		39.0		実測(融合2頭)
5	10		38.8		実測(融合4頭)
5	11		37.9		実測(融合4頭)
6	1		38.4		実測(融合2頭)
6	2		38.9		実測(融合3頭)
6	3		38.9		実測(融合3頭)
6	4		39.6		実測(融合2頭)
6	5		40.1		実測
6	6		39.2		実測(融合3頭)
6	7		38.4		実測(融合2頭)
6	8		39.2		実測(融合3頭)
6	9		38.9		実測(融合3頭)
6	10		39.2		実測(融合3頭)
6	11		39.6		実測(融合2頭)
7	1		39.5		実測(融合5頭)
7	2		40.2		実測(融合3頭)
7	3		39.5		実測(融合5頭)
7	4		39.5		実測(融合5頭)
7	5		39.5		実測(融合5頭)
7	6		40.4		実測
7	7		40.2		実測(融合3頭)
7	8		39.0		実測(融合2頭)
7	9		40.2		実測(融合3頭)
7	10		39.0		実測(融合2頭)
7	11		39.5		実測(融合5頭)
8	1		41.6		実測
8	2		41.3		実測(融合2頭)
8	3		40.4		実測
8	4		43.2		実測
8	5		40.7		実測(融合2頭)
8	6		43.0		実測(融合2頭)
8	7		41.9		実測
8	8		42.5		実測
8	9		43.0		実測(融合2頭)
8	10		40.7		実測(融合2頭)
8	11		41.3		実測(融合2頭)
9	2		39.8		実測
9	3		39.3		実測(融合3頭)
9	4		38.7		実測(融合2頭)
9	5		39.7		実測
9	6		38.7		実測(融合2頭)
9	7		39.3		実測(融合3頭)
9	8		39.3		実測(融合3頭)
10	1		38.4		実測(融合3頭)
10	2		39.1		実測(融合3頭)
10	3		39.8		実測
10	4		39.2		実測(融合3頭)
10	5		39.2		実測(融合3頭)
10	6		39.1		実測(融合3頭)
10	7		38.4		実測(融合3頭)
10	8		38.4		実測(融合3頭)
10	9		39.2		実測(融合3頭)
10	10		40.4		実測
10	11		39.1		実測(融合3頭)
11	1		40.0		実測(融合5頭)
11	2		40.0		実測(融合5頭)
11	3		40.8		実測
11	4		38.9		実測(融合5頭)
11	5		40.0		実測(融合5頭)
11	6		40.1		実測
11	7		40.0		実測(融合5頭)
11	8		40.0		実測(融合5頭)
11	9		38.9		実測(融合5頭)
11	10		38.9		実測(融合5頭)
11	11		38.9		実測(融合5頭)
11	12		38.9		実測(融合5頭)
