レース	馬番	馬名	前半3F	向正面	出自
1	1		40.1		推定
1	2		39.8		推定
1	3		41.7		推定
1	4		40.8		推定
1	5		39.2		推定
1	6		39.7		推定
1	7		40.6		推定
1	8		39.7		推定
2	1		39.2		推定
2	2		39.9		推定
2	3		40.5		推定
2	4		39.8		推定
2	5		39.3		推定
2	6		39.6		推定
2	7		39.4		推定
3	1		39.8		実測(融合4頭)
3	2		40.7		実測(融合4頭)
3	3		40.7		実測(融合4頭)
3	4		40.7		実測(融合4頭)
3	5		39.8		実測(融合4頭)
3	6		40.7		実測(融合4頭)
3	7		39.8		実測(融合4頭)
3	8		41.3		実測
3	9		39.8		実測(融合4頭)
4	1		40.2		推定
4	2		41.2		推定
4	3		42.3		推定
4	4		41.1		推定
4	5		41.9		推定
4	6		39.8		推定
4	7		39.8		推定
4	8		41.0		推定
4	9		40.3		推定
4	10		41.3		推定
4	11		41.3		推定
5	1		38.1		推定
5	2		39.0		推定
5	3		38.3		推定
5	4		39.8		推定
5	5		39.0		推定
5	6		40.0		推定
5	7		37.6		推定
5	8		38.0		推定
5	9		40.1		推定
5	10		37.9		推定
5	11		40.1		推定
5	12		39.2		推定
6	1		39.5		推定
6	2		39.4		推定
6	3		40.1		推定
6	4		41.2		推定
6	5		41.1		推定
6	6		39.4		推定
6	7		40.9		推定
7	1		40.0		推定
7	2		39.8		推定
7	3		39.9		推定
7	4		39.8		推定
7	5		39.6		推定
7	6		39.3		推定
7	7		40.5		推定
7	8		41.0		推定
7	9		40.6		推定
8	1		39.1		実測
8	2		39.8		実測(融合2頭)
8	3		40.4		実測(融合3頭)
8	4		40.4		実測(融合3頭)
8	5		41.2		実測
8	6		40.0		実測
8	7		39.8		実測(融合2頭)
8	8		38.7		実測
8	9		40.4		実測(融合3頭)
9	1		39.5		推定
9	2		38.8		推定
9	3		39.1		推定
9	4		39.7		推定
9	5		39.8		推定
9	6		39.3		推定
9	7		38.8		推定
9	8		39.2		推定
9	9		40.3		推定
9	10		40.4		推定
10	1		39.8		実測(融合3頭)
10	2		40.6		実測(融合2頭)
10	3		40.4		実測(融合4頭)
10	4		40.6		実測(融合2頭)
10	5		39.8		実測(融合3頭)
10	6		40.4		実測(融合4頭)
10	7		39.7		実測(融合2頭)
10	8		39.8		実測(融合3頭)
10	9		39.3		実測
10	10		40.4		実測(融合4頭)
10	11		39.7		実測(融合2頭)
10	12		40.4		実測(融合4頭)
