レース	馬番	馬名	前半3F	向正面	出自
1	1		38.9		実測(融合2頭)
1	2		39.4		実測(融合3頭)
1	3		39.8		実測(融合4頭)
1	4		39.4		実測(融合3頭)
1	5		38.9		実測(融合2頭)
1	6		39.8		実測(融合4頭)
1	7		40.5		実測
1	8		40.3		実測
1	9		41.2		実測
1	10		39.8		実測(融合4頭)
1	11		39.8		実測(融合4頭)
1	12		39.4		実測(融合3頭)
2	1		39.2		推定
2	2		40.2		推定
2	3		39.8		推定
2	4		39.3		推定
2	5		39.9		推定
2	6		41.0		推定
2	7		39.6		推定
2	8		40.8		推定
2	9		39.4		推定
2	10		40.6		推定
2	11		39.6		推定
3	1		38.6		実測
3	2		38.9		実測(融合5頭)
3	3		39.9		実測(融合4頭)
3	4		39.9		実測(融合4頭)
3	5		40.4		実測
3	6		38.9		実測(融合5頭)
3	7		39.9		実測(融合4頭)
3	8		38.9		実測(融合5頭)
3	9		38.9		実測(融合5頭)
3	10		39.9		実測(融合4頭)
3	11		38.9		実測(融合5頭)
4	1		39.9		実測
4	2		39.3		実測(融合5頭)
4	3		38.6		実測(融合3頭)
4	4		40.1		実測
4	5		39.8		実測
4	6		39.3		実測(融合5頭)
4	7		38.6		実測(融合3頭)
4	8		39.3		実測(融合5頭)
4	9		39.3		実測(融合5頭)
4	10		39.3		実測(融合5頭)
4	11		38.6		実測(融合3頭)
5	1		40.8		実測(融合2頭)
5	2		40.5		実測(融合4頭)
5	3		40.5		実測(融合4頭)
5	4		39.7		実測(融合4頭)
5	5		39.7		実測(融合4頭)
5	6		40.5		実測(融合4頭)
5	7		41.3		実測
5	8		40.8		実測(融合2頭)
5	9		40.5		実測(融合4頭)
5	10		39.7		実測(融合4頭)
5	11		39.7		実測(融合4頭)
6	1		41.2		実測
6	2		40.5		実測(融合2頭)
6	3		40.6		実測(融合3頭)
6	4		40.0		実測(融合2頭)
6	5		41.5		実測
6	6		40.0		実測(融合2頭)
6	7		40.6		実測(融合3頭)
6	8		40.5		実測(融合2頭)
6	9		40.6		実測(融合3頭)
7	1		38.6		実測(融合4頭)
7	2		38.0		実測(融合3頭)
7	3		38.6		実測(融合4頭)
7	4		40.0		実測
7	5		38.0		実測(融合3頭)
7	6		39.2		実測
7	7		38.6		実測(融合4頭)
7	9		39.6		実測
7	10		38.6		実測(融合4頭)
7	11		38.0		実測(融合3頭)
8	1		39.4		実測(融合2頭)
8	2		38.3		実測(融合5頭)
8	4		38.3		実測(融合5頭)
8	5		40.1		実測
8	6		38.3		実測(融合5頭)
8	7		39.9		実測
8	8		38.3		実測(融合5頭)
8	9		39.4		実測(融合2頭)
8	10		38.3		実測(融合5頭)
9	1		39.1		実測(融合2頭)
9	2		39.1		実測(融合2頭)
9	4		38.9		実測(融合4頭)
9	5		38.9		実測(融合4頭)
9	6		38.9		実測(融合4頭)
9	7		38.1		実測(融合3頭)
9	8		39.3		実測
9	9		38.1		実測(融合3頭)
9	10		38.9		実測(融合4頭)
9	11		38.1		実測(融合3頭)
10	1		40.4		実測(融合4頭)
10	2		40.4		実測(融合4頭)
10	3		40.4		実測(融合4頭)
10	4		40.6		実測(融合4頭)
10	5		39.8		実測(融合3頭)
10	6		40.6		実測(融合4頭)
10	7		40.6		実測(融合4頭)
10	8		39.8		実測(融合3頭)
10	9		40.4		実測(融合4頭)
10	10		39.5		実測
10	11		40.6		実測(融合4頭)
10	12		39.8		実測(融合3頭)
