レース	馬番	馬名	前半3F	向正面	出自
1	1		38.7		推定
1	2		38.7		推定
1	3		38.7		推定
1	4		41.0		推定
1	5		38.5		推定
1	6		39.4		推定
1	7		40.1		推定
1	8		40.2		推定
1	9		39.1		推定
1	10		41.2		推定
1	11		40.0		推定
1	12		38.3		推定
2	1		39.7		推定
2	2		39.4		推定
2	3		38.1		推定
2	4		38.5		推定
2	5		39.8		推定
2	6		38.3		推定
2	7		39.2		推定
2	8		38.0		推定
2	9		38.2		推定
3	1		39.9		実測
3	2		39.5		実測(融合4頭)
3	3		39.5		実測(融合4頭)
3	4		39.5		実測(融合4頭)
3	5		39.5		実測(融合4頭)
3	6		38.9		実測(融合2頭)
3	7		38.9		実測(融合2頭)
3	8		40.1		実測
4	1		38.4		実測
4	2		39.4		実測(融合3頭)
4	3		40.1		実測
4	4		38.8		実測(融合2頭)
4	5		39.4		実測(融合3頭)
4	6		39.1		実測(融合2頭)
4	7		39.2		実測
4	8		38.8		実測(融合2頭)
4	9		38.9		実測
4	10		39.1		実測(融合2頭)
4	11		39.4		実測(融合3頭)
5	1		40.1		実測
5	2		40.0		実測
5	3		39.9		実測
5	4		39.5		実測(融合3頭)
5	5		38.8		実測(融合3頭)
5	6		38.8		実測(融合3頭)
5	7		39.7		実測
5	8		39.5		実測(融合3頭)
5	9		38.8		実測(融合3頭)
5	10		39.5		実測(融合3頭)
5	11		39.6		実測
6	1		39.3		実測(融合5頭)
6	2		39.3		実測(融合5頭)
6	3		39.6		実測(融合2頭)
6	4		39.6		実測(融合2頭)
6	5		39.8		実測
6	6		39.3		実測(融合5頭)
6	7		39.3		実測(融合5頭)
6	8		39.3		実測(融合5頭)
6	9		38.5		実測(融合3頭)
6	10		38.5		実測(融合3頭)
6	11		38.5		実測(融合3頭)
7	1		37.7		実測(融合2頭)
7	2		38.1		実測
7	3		38.3		実測(融合2頭)
7	5		38.5		実測(融合2頭)
7	6		38.8		実測
7	7		38.5		実測(融合2頭)
7	8		37.7		実測(融合2頭)
7	9		38.3		実測(融合2頭)
8	1		40.2		実測
8	2		38.5		実測(融合2頭)
8	3		38.5		実測(融合2頭)
8	4		39.3		実測(融合2頭)
8	5		38.1		実測(融合2頭)
8	6		38.8		実測(融合3頭)
8	7		39.0		実測(融合2頭)
8	8		39.0		実測(融合2頭)
8	9		39.3		実測(融合2頭)
8	10		38.8		実測(融合3頭)
8	11		38.1		実測(融合2頭)
8	12		38.8		実測(融合3頭)
9	1		40.1		実測
9	2		41.1		実測
9	3		39.5		実測
9	4		38.7		実測(融合5頭)
9	5		38.7		実測(融合5頭)
9	6		39.6		実測
9	7		38.7		実測(融合5頭)
9	8		38.2		実測(融合2頭)
9	9		38.2		実測(融合2頭)
9	10		38.7		実測(融合5頭)
9	11		38.7		実測(融合5頭)
10	1		40.8		実測(融合3頭)
10	2		40.3		実測(融合3頭)
10	3		40.8		実測(融合3頭)
10	4		40.9		実測
10	5		40.8		実測(融合3頭)
10	6		39.9		実測(融合2頭)
10	7		39.9		実測(融合2頭)
10	8		41.0		実測
10	9		40.3		実測(融合3頭)
10	10		40.3		実測(融合3頭)
11	1		40.3		実測
11	3		39.8		実測(融合2頭)
11	5		39.4		実測
11	6		39.8		実測(融合2頭)
11	7		40.0		実測(融合3頭)
11	8		40.0		実測(融合3頭)
11	9		40.0		実測(融合3頭)
12	1		38.6		推定
12	2		39.4		推定
12	3		38.2		推定
12	4		37.9		推定
12	5		38.5		推定
12	6		37.9		推定
12	7		42.2		推定
12	8		41.3		推定
12	9		39.6		推定
12	10		39.0		推定
12	11		37.9		推定
12	12		39.2		推定
